Fruit,spot,419.35,421.91,424.46,427.01,429.56,432.1,434.63,437.17,439.69,442.22,444.73,447.25,449.76,452.26,454.76,457.26,459.75,462.23,464.71,467.19,469.66,472.12,474.58,477.04,479.49,481.94,484.38,486.81,489.24,491.66,494.08,496.5,498.9,501.31,503.7,506.09,508.48,510.86,513.23,515.6,517.97,520.32,522.67,525.02,527.36,529.69,532.02,534.34,536.65,538.96,541.27,543.56,545.85,548.13,550.41,552.68,554.95,557.2,559.45,561.7,563.93,566.16,568.39,570.6,572.81,575.02,577.21,579.4,581.58,583.75,585.92,588.08,590.23,592.37,594.51,596.64,598.76,600.87,602.98,605.08,607.16,609.25,611.32,613.39,615.44,617.49,619.53,621.56,623.59,625.6,627.61,629.61,631.6,633.58,635.55,637.51,639.46,641.41,643.34,645.27,647.19,649.09,650.99,652.88,654.76,656.63,658.48,660.33,662.17,664,665.82,667.63,669.43,671.22,673,674.76,676.52,678.27,680,681.73,683.44,685.14,686.83,688.51,690.18,%DM,lycopene (DW),lycopene (FW),beta-carotene (DW),beta-carotene (FW)
1,1,0.07397533,0.058680375,0.070470851,0.060564132,0.064473174,0.063969943,0.06612474,0.073141749,0.075649927,0.07552843,0.078690336,0.073161173,0.081626117,0.081020881,0.079294288,0.09086805,0.087044226,0.082414802,0.096515263,0.087325254,0.090946545,0.094910166,0.088531495,0.099355901,0.098886958,0.103360048,0.109977488,0.111883707,0.12598034,0.135213478,0.147020874,0.172789395,0.190653512,0.216318607,0.247523983,0.27161265,0.314271528,0.347431801,0.375890214,0.419573909,0.446261398,0.472054518,0.506327522,0.514526892,0.543138149,0.550688612,0.557633953,0.571032376,0.573627927,0.580944698,0.583537678,0.579355255,0.578169793,0.569236267,0.564191734,0.56338781,0.555967472,0.537698145,0.538281272,0.517803451,0.508197547,0.496182385,0.481325812,0.476157599,0.460967678,0.4490831,0.447997275,0.439134135,0.433287685,0.428586207,0.417794205,0.422275792,0.41327121,0.410959445,0.408066055,0.395410684,0.386665514,0.375640704,0.36031596,0.360138916,0.339648383,0.332020289,0.327460591,0.315610273,0.317186434,0.306572758,0.304987776,0.309755586,0.298034442,0.289461573,0.289377936,0.264043247,0.258878321,0.247108477,0.230581126,0.219223553,0.199789003,0.191741857,0.191689107,0.171608594,0.175625884,0.159356746,0.139523369,0.14374936,0.12358551,0.103977506,0.120128106,0.096070042,0.106029799,0.10781833,0.089744081,0.121645338,0.121901942,0.131649036,0.210636378,0.216330143,0.314489631,0.37404197,0.413825967,0.577320351,0.591914956,0.685886038,0.835394749,0.85968011,0.999235906,5.686111108,1.747139767,0.099344308,3.721432533,0.211604789
1,2,0.102191533,0.08937855,0.098665646,0.088545405,0.095448848,0.096479605,0.100756317,0.11170609,0.116397891,0.119789043,0.124613901,0.118988616,0.130337814,0.134874359,0.138270958,0.146483747,0.147333414,0.146598474,0.156206386,0.150099484,0.157680545,0.162106597,0.151954395,0.166393815,0.17182625,0.182610904,0.190714929,0.200397692,0.22297422,0.243871802,0.266379046,0.299069341,0.32763653,0.369295342,0.402748383,0.442994122,0.484447727,0.523630249,0.55799883,0.597745336,0.624752065,0.656933053,0.68143921,0.698559823,0.727205897,0.740111902,0.751279771,0.767187701,0.774014868,0.777044133,0.776701564,0.772112969,0.772232039,0.758611438,0.756289428,0.761246528,0.755893126,0.74580963,0.750956296,0.735361709,0.735824541,0.731567539,0.721942011,0.721408564,0.70454206,0.698550403,0.701102279,0.691480647,0.687366323,0.685678592,0.679573827,0.688587114,0.679552214,0.675467257,0.678510025,0.667106592,0.655880544,0.642544322,0.629220827,0.625850899,0.601393016,0.595392811,0.590074247,0.573233209,0.573466023,0.564173068,0.565428042,0.563697297,0.550603763,0.542367845,0.540858898,0.510368393,0.50056916,0.484312861,0.459576934,0.445197077,0.425583236,0.4091428,0.400370775,0.371065173,0.37656623,0.353231328,0.321516222,0.322222938,0.287812536,0.265807506,0.270931629,0.239474818,0.254816506,0.254716764,0.240164132,0.295253351,0.302631245,0.330183506,0.439647582,0.461066862,0.58226582,0.6509968,0.714289497,0.892123125,0.929951977,1.026987554,1.181781882,1.147556668,1.311998564,5.686111108,1.747139767,0.099344308,3.721432533,0.211604789
1,3,0.083982084,0.069046986,0.078982313,0.069626649,0.073789502,0.076281909,0.07902921,0.091377808,0.095418891,0.098513449,0.104829288,0.099326697,0.111239718,0.113072578,0.115659559,0.124727953,0.124520993,0.125401631,0.134866435,0.131351664,0.134740334,0.139073008,0.132208141,0.148267501,0.152607854,0.159442375,0.173053336,0.179227075,0.197433082,0.216901277,0.237356999,0.271184311,0.298496704,0.333825894,0.370216351,0.40206641,0.441163855,0.475431347,0.500073781,0.538346273,0.558300366,0.582020017,0.606879704,0.617876725,0.64231326,0.652278688,0.666507031,0.675235975,0.681833527,0.687281643,0.684670663,0.682777536,0.682803385,0.676294675,0.675457154,0.682413562,0.676310493,0.672681554,0.675645306,0.661420608,0.664886094,0.658736675,0.64864917,0.652197932,0.633040509,0.631475911,0.630162086,0.61801086,0.617716806,0.613551921,0.610933716,0.613502688,0.608553469,0.604948137,0.605757347,0.595091688,0.588705312,0.574927108,0.563490109,0.561374133,0.540954392,0.528874305,0.528338502,0.511617801,0.515024293,0.506098961,0.498749238,0.503037867,0.487604945,0.481072668,0.477817756,0.454141019,0.440564653,0.426866674,0.405277355,0.388910416,0.364646928,0.353003971,0.349242827,0.323065036,0.323160331,0.301188508,0.276581774,0.270526545,0.241422002,0.217070523,0.223256413,0.192309384,0.218242726,0.211522965,0.202125446,0.25580503,0.257835283,0.289308412,0.387142574,0.415298447,0.539337199,0.610383033,0.668651386,0.848663136,0.871774494,0.96964694,1.108115422,1.104651163,1.225109648,5.686111108,1.747139767,0.099344308,3.721432533,0.211604789
1,4,0.060040525,0.052636372,0.059091496,0.049954358,0.055599532,0.055305825,0.056946543,0.065229957,0.066978224,0.0689812,0.073504063,0.067837402,0.078039363,0.079000882,0.077565129,0.086628155,0.08643093,0.08382552,0.093059124,0.087203993,0.09176084,0.094797198,0.089860752,0.102520644,0.100059583,0.107724724,0.117850836,0.12155977,0.134948943,0.146355792,0.161399739,0.186283498,0.209273641,0.236358167,0.264816227,0.298634323,0.33254133,0.367443859,0.395043187,0.430161793,0.455127519,0.475984082,0.503842822,0.515369963,0.541407188,0.551200155,0.561602048,0.572687981,0.579874572,0.5847613,0.583561031,0.582553204,0.582632636,0.575244706,0.569997946,0.57571834,0.570938481,0.560221644,0.564124501,0.542466532,0.542605398,0.532366782,0.521202764,0.520623999,0.504130997,0.499380998,0.496736622,0.485021688,0.482376787,0.477183582,0.472989381,0.474760493,0.471436103,0.462534212,0.463432989,0.454870632,0.448103109,0.433970137,0.422240924,0.420535382,0.397379913,0.393373435,0.388229922,0.373723198,0.37378549,0.36754536,0.365312116,0.365576384,0.354459324,0.349810813,0.346612347,0.321538743,0.314731137,0.300269741,0.281389115,0.274344279,0.254337094,0.241527793,0.24057559,0.216513524,0.214758987,0.200265271,0.174248132,0.175937571,0.151362218,0.135189226,0.141803209,0.118017475,0.13229559,0.133434615,0.124552978,0.160291992,0.159170759,0.1727983,0.269343371,0.289037938,0.397056989,0.459881496,0.49590381,0.656728726,0.700260408,0.786893574,0.957178875,0.964969091,1.08887938,5.686111108,1.747139767,0.099344308,3.721432533,0.211604789
2,1,0.086114962,0.071342176,0.07981225,0.06902382,0.075281707,0.077665707,0.0777966,0.087230043,0.090732224,0.091367848,0.095142093,0.088167699,0.096965898,0.100605398,0.100308863,0.106951998,0.106779216,0.107126417,0.12049437,0.110823907,0.116927637,0.121401416,0.114081918,0.126554242,0.128622337,0.13366821,0.143305619,0.144210554,0.157381217,0.172820084,0.183738333,0.211035793,0.233596668,0.258498878,0.291401997,0.318172574,0.363781054,0.395668622,0.424704909,0.466987538,0.493383187,0.517468819,0.548258888,0.562258611,0.586955152,0.594790958,0.603122158,0.619120528,0.621690859,0.625809324,0.623600866,0.621915849,0.623852164,0.615289454,0.609823379,0.614889229,0.608540343,0.598250662,0.603062936,0.582681333,0.579588729,0.568659286,0.555547593,0.553612871,0.537827306,0.530886828,0.528582823,0.518236456,0.51251152,0.510664679,0.504675624,0.508304888,0.500565603,0.496511652,0.49533415,0.487245005,0.481930581,0.469384934,0.45546157,0.453028214,0.428805991,0.423704002,0.419952399,0.405167808,0.409517342,0.401472427,0.396706748,0.398512316,0.388311371,0.383819361,0.383998581,0.361948831,0.359611007,0.34405141,0.327859362,0.322690815,0.306171021,0.292421654,0.287383395,0.264180604,0.264971602,0.246454604,0.225237347,0.225121065,0.194718888,0.16918441,0.183366217,0.16137366,0.171744275,0.166254357,0.146346873,0.191463349,0.192459196,0.20777279,0.302394946,0.306888843,0.411817796,0.451316368,0.486705431,0.631085667,0.661080862,0.733426467,0.878037673,0.858846041,0.969978758,6.058895851,0.160860791,0.009746388,3.072162694,0.186139138
2,2,0.081715901,0.068951353,0.077529924,0.067566986,0.072110773,0.073139532,0.076919552,0.086447046,0.090218335,0.094047448,0.097687453,0.09336942,0.101323531,0.103248756,0.103793647,0.111247853,0.108038663,0.108509082,0.123766581,0.116215691,0.120172093,0.123761663,0.115837895,0.129907024,0.132370074,0.137760094,0.146823687,0.154656303,0.171875793,0.184774966,0.204392847,0.2339969,0.259781225,0.289766022,0.325425872,0.357242141,0.396774514,0.429895663,0.453296498,0.496580804,0.517348235,0.543108605,0.570195415,0.578557297,0.600151693,0.605600356,0.614682351,0.626254354,0.629932413,0.634930455,0.635598804,0.630133338,0.632741174,0.623663284,0.615844564,0.623668521,0.616302195,0.604929653,0.609002973,0.58907355,0.585692722,0.574701062,0.564240187,0.559774437,0.544013618,0.535191315,0.534568386,0.52301502,0.520525007,0.513757331,0.507467918,0.512007971,0.503867752,0.498914046,0.496929714,0.489561824,0.482007955,0.469673157,0.457037654,0.45508022,0.432345466,0.426983445,0.422023285,0.409084929,0.410226063,0.403609616,0.399721639,0.401800371,0.387122442,0.382426802,0.378301856,0.360593063,0.344659717,0.33498774,0.315750643,0.302918348,0.288242087,0.270439938,0.265782682,0.249459496,0.252411352,0.230262491,0.20901057,0.204931223,0.184697945,0.159587399,0.175109377,0.146482958,0.166119463,0.162347244,0.145628077,0.193805887,0.194293728,0.216891906,0.315299699,0.336029018,0.451776787,0.504730766,0.55923111,0.709624473,0.74364199,0.832169164,0.984413982,0.940903739,1.089922368,6.058895851,0.160860791,0.009746388,3.072162694,0.186139138
2,4,0.071478085,0.060459148,0.066408772,0.060091917,0.063724585,0.06435241,0.065617474,0.076526269,0.078444113,0.07878026,0.083532286,0.080094863,0.090178972,0.092485951,0.088407662,0.09777763,0.096167004,0.096918749,0.109086543,0.10109271,0.105871041,0.106767885,0.102651068,0.114537443,0.116139874,0.123612522,0.132537658,0.1344922,0.149556569,0.165740613,0.179290249,0.204777694,0.230054691,0.256719331,0.288383126,0.318387508,0.359488833,0.389586045,0.411777965,0.450828777,0.468571943,0.4971003,0.517843941,0.527089056,0.549178143,0.55844093,0.563105175,0.577039913,0.576619306,0.582115879,0.583380041,0.578075689,0.577125504,0.568735564,0.565940066,0.568429552,0.559192768,0.549496779,0.549852138,0.529462784,0.523204739,0.512536156,0.501113789,0.4986022,0.47800592,0.473649726,0.470535383,0.458446871,0.453884944,0.446151463,0.442847704,0.444375056,0.437804588,0.432334853,0.433998622,0.42090249,0.415859204,0.405928619,0.392156419,0.389503579,0.367442087,0.359888898,0.359931698,0.344473372,0.34771073,0.33634241,0.337541981,0.33836513,0.326278107,0.319468082,0.319653085,0.299263073,0.290887081,0.280844961,0.25891261,0.252641272,0.235900634,0.223718477,0.220402402,0.201446037,0.206938989,0.187326785,0.163414135,0.167774983,0.141230952,0.12151596,0.140280518,0.11360798,0.129020699,0.122359973,0.105260492,0.139958771,0.148130206,0.161676555,0.248888376,0.260060784,0.361639785,0.420773685,0.45592624,0.60172381,0.628589063,0.717614935,0.870483915,0.837577274,0.998139432,6.058895851,0.160860791,0.009746388,3.072162694,0.186139138
3,1,0.038365149,0.027905693,0.036503384,0.028121932,0.031925711,0.032282873,0.032801626,0.039695806,0.040202556,0.040690717,0.044872471,0.040096833,0.051323988,0.055068633,0.056277065,0.066946223,0.067232575,0.067558175,0.077493664,0.070145167,0.075818475,0.076242026,0.067962009,0.084713642,0.084738834,0.088977311,0.095825056,0.092523123,0.103028576,0.108092381,0.111156782,0.125891733,0.132835017,0.140498464,0.150162454,0.156964674,0.169771316,0.17758582,0.18460778,0.202605998,0.210406174,0.220564464,0.240154054,0.249108988,0.269925886,0.282073537,0.292168044,0.309464749,0.315713559,0.320260224,0.322041009,0.319401903,0.317218952,0.313998479,0.312296916,0.320452647,0.321819191,0.328172069,0.345872895,0.351860786,0.380186318,0.40487223,0.430213357,0.464870847,0.489400954,0.523481095,0.563489425,0.594338207,0.631528139,0.662275013,0.702445479,0.741216243,0.772042661,0.80133248,0.834753784,0.854926837,0.880293172,0.894430625,0.912413741,0.937569768,0.934081361,0.944930077,0.960302041,0.95624985,0.971865694,0.972510016,0.982516783,0.994854812,0.985867016,0.992247193,1.003873025,0.98271778,0.973168575,0.971505853,0.956238641,0.953012157,0.941561396,0.922159523,0.93263738,0.912828584,0.923341588,0.90126974,0.880589223,0.885909447,0.856082787,0.835414806,0.843677619,0.815387169,0.830947302,0.836903412,0.821123841,0.879513288,0.881209617,0.899001751,0.997672192,1.016401174,1.109200446,1.153892181,1.171479249,1.333161534,1.3280209,1.389319279,1.512068192,1.446791286,1.578843009,6.417233627,14.98477248,0.961607859,7.723769073,0.495652306
3,2,0.03729871,0.025610503,0.032906992,0.027519104,0.032821033,0.034935153,0.034129051,0.040796234,0.040202556,0.041823556,0.046651752,0.042421624,0.053245464,0.05680457,0.056453511,0.066748712,0.069860986,0.068039102,0.075953799,0.071184547,0.077090811,0.078420715,0.072493564,0.082372016,0.084738834,0.091611168,0.099209527,0.099797086,0.111749547,0.117282454,0.122937785,0.142403091,0.156158467,0.169800244,0.188302972,0.201754276,0.228047253,0.245303839,0.263259269,0.290709564,0.310307903,0.329479033,0.358136158,0.37323683,0.400237891,0.420555634,0.432822096,0.455842488,0.46128481,0.466432952,0.471737912,0.469697749,0.470677435,0.469274033,0.466279459,0.479552623,0.479615699,0.484399982,0.502104005,0.502171494,0.522559988,0.542028393,0.556736013,0.580986725,0.588585617,0.610376369,0.631910171,0.645876639,0.667098981,0.68359671,0.695401856,0.720861879,0.729593649,0.741955412,0.755836655,0.761643019,0.767019111,0.762581514,0.765383801,0.775379211,0.76329473,0.759113999,0.767097104,0.75674582,0.763686674,0.755090974,0.762131508,0.762406599,0.754566311,0.749716112,0.749759784,0.731941882,0.716786469,0.7134903,0.692667336,0.679622769,0.661097708,0.646592483,0.650638511,0.617340647,0.625869452,0.607531125,0.577366472,0.58228196,0.553799641,0.530289239,0.532705671,0.51064721,0.519957668,0.513017291,0.508303806,0.552807475,0.555663386,0.575720163,0.67948337,0.697693239,0.814857716,0.870584096,0.903614371,1.053419075,1.10667422,1.168338837,1.330500812,1.277524286,1.418383331,6.417233627,14.98477248,0.961607859,7.723769073,0.495652306
