Fruit,Target,Regressor,Measurement Type,Integration Time,LED Current,Score
tomato,lycopene (FW),Huber Regression,reflectance,50,12.5 mA,-0.3179698832570982
tomato,lycopene (FW),Huber Regression,reflectance,50,12.5 mA,-0.2820957548671321
tomato,lycopene (FW),Huber Regression,reflectance,50,12.5 mA,-0.31566932199800607
tomato,lycopene (FW),Huber Regression,reflectance,50,12.5 mA,-0.36684565395636737
tomato,lycopene (FW),Huber Regression,reflectance,50,12.5 mA,-0.21530214915058324
tomato,lycopene (FW),Huber Regression,reflectance,50,12.5 mA,-0.42324445838085956
tomato,lycopene (FW),Huber Regression,reflectance,50,12.5 mA,-0.4399607306333646
tomato,beta-carotene (FW),Huber Regression,reflectance,50,12.5 mA,-0.051963987488888794
tomato,beta-carotene (FW),Huber Regression,reflectance,50,12.5 mA,-0.08980686902219914
tomato,beta-carotene (FW),Huber Regression,reflectance,50,12.5 mA,-0.07438090480124515
tomato,beta-carotene (FW),Huber Regression,reflectance,50,12.5 mA,-0.08123969618375888
tomato,beta-carotene (FW),Huber Regression,reflectance,50,12.5 mA,-0.09038493447888256
tomato,beta-carotene (FW),Huber Regression,reflectance,50,12.5 mA,-0.07018059656428145
tomato,beta-carotene (FW),Huber Regression,reflectance,50,12.5 mA,-0.08735297694912805
tomato,beta-carotene (FW),Huber Regression,reflectance,50,12.5 mA,-0.08154532451066673
tomato,beta-carotene (FW),Huber Regression,reflectance,50,12.5 mA,-0.06995573007234175
tomato,beta-carotene (FW),Huber Regression,reflectance,50,12.5 mA,-0.08182969752287148
tomato,lycopene (FW),Lasso IC,reflectance,50,12.5 mA,-0.377814832021757
tomato,lycopene (FW),Lasso IC,reflectance,50,12.5 mA,-0.30806041164425446
tomato,lycopene (FW),Lasso IC,reflectance,50,12.5 mA,-0.29247874660390555
tomato,lycopene (FW),Lasso IC,reflectance,50,12.5 mA,-0.35469480906685097
tomato,lycopene (FW),Lasso IC,reflectance,50,12.5 mA,-0.3283192408062615
tomato,lycopene (FW),Lasso IC,reflectance,50,12.5 mA,-0.33186137928938225
tomato,lycopene (FW),Lasso IC,reflectance,50,12.5 mA,-0.27853705416282154
tomato,lycopene (FW),Lasso IC,reflectance,50,12.5 mA,-0.3828773612976149
tomato,lycopene (FW),Lasso IC,reflectance,50,12.5 mA,-0.4273119285198419
tomato,lycopene (FW),Lasso IC,reflectance,50,12.5 mA,-0.3563510040056792
tomato,beta-carotene (FW),Lasso IC,reflectance,50,12.5 mA,-0.062285923301126034
tomato,beta-carotene (FW),Lasso IC,reflectance,50,12.5 mA,-0.10187092488559746
tomato,beta-carotene (FW),Lasso IC,reflectance,50,12.5 mA,-0.07246950967436404
tomato,beta-carotene (FW),Lasso IC,reflectance,50,12.5 mA,-0.056166683559200924
tomato,beta-carotene (FW),Lasso IC,reflectance,50,12.5 mA,-0.08062196078248791
tomato,beta-carotene (FW),Lasso IC,reflectance,50,12.5 mA,-0.08378165271933888
tomato,beta-carotene (FW),Lasso IC,reflectance,50,12.5 mA,-0.07365028754394083
tomato,beta-carotene (FW),Lasso IC,reflectance,50,12.5 mA,-0.05126745808921414
tomato,beta-carotene (FW),Lasso IC,reflectance,50,12.5 mA,-0.08500841690311571
tomato,beta-carotene (FW),Lasso IC,reflectance,50,12.5 mA,-0.06843203024010092
tomato,lycopene (FW),SVR,reflectance,50,12.5 mA,-0.477576302652301
tomato,lycopene (FW),SVR,reflectance,50,12.5 mA,-0.41313423201014104
tomato,lycopene (FW),SVR,reflectance,50,12.5 mA,-0.3161389058455425
tomato,lycopene (FW),SVR,reflectance,50,12.5 mA,-0.41899859020448565
tomato,lycopene (FW),SVR,reflectance,50,12.5 mA,-0.26110023822788564
tomato,lycopene (FW),SVR,reflectance,50,12.5 mA,-0.40978766140798817
tomato,lycopene (FW),SVR,reflectance,50,12.5 mA,-0.3293885212394493
tomato,lycopene (FW),SVR,reflectance,50,12.5 mA,-0.3233788519422009
tomato,lycopene (FW),SVR,reflectance,50,12.5 mA,-0.39801325756356093
tomato,lycopene (FW),SVR,reflectance,50,12.5 mA,-0.39767342916677195
tomato,beta-carotene (FW),SVR,reflectance,50,12.5 mA,-0.0847272238
tomato,beta-carotene (FW),SVR,reflectance,50,12.5 mA,-0.0887232412
tomato,beta-carotene (FW),SVR,reflectance,50,12.5 mA,-0.0955014939
tomato,beta-carotene (FW),SVR,reflectance,50,12.5 mA,-0.08360333439999999
tomato,beta-carotene (FW),SVR,reflectance,50,12.5 mA,-0.0788230236
tomato,beta-carotene (FW),SVR,reflectance,50,12.5 mA,-0.08440352880000002
tomato,beta-carotene (FW),SVR,reflectance,50,12.5 mA,-0.0848966345
tomato,beta-carotene (FW),SVR,reflectance,50,12.5 mA,-0.116905222
tomato,beta-carotene (FW),SVR,reflectance,50,12.5 mA,-0.0824565245
tomato,beta-carotene (FW),SVR,reflectance,50,12.5 mA,-0.09070731219999999
tomato,lycopene (FW),PLS,reflectance,50,12.5 mA,-0.2932949126347246
tomato,lycopene (FW),PLS,reflectance,50,12.5 mA,-0.4408705616763714
tomato,lycopene (FW),PLS,reflectance,50,12.5 mA,-0.21730752850265786
tomato,lycopene (FW),PLS,reflectance,50,12.5 mA,-0.2514602219979062
tomato,lycopene (FW),PLS,reflectance,50,12.5 mA,-0.33782796674297144
tomato,lycopene (FW),PLS,reflectance,50,12.5 mA,-0.3172370315724999
tomato,lycopene (FW),PLS,reflectance,50,12.5 mA,-0.38025703839738034
tomato,lycopene (FW),PLS,reflectance,50,12.5 mA,-0.3483190727098092
tomato,lycopene (FW),PLS,reflectance,50,12.5 mA,-0.31287086425716615
tomato,lycopene (FW),PLS,reflectance,50,12.5 mA,-0.2858333505676029
tomato,beta-carotene (FW),PLS,reflectance,50,12.5 mA,-0.08052308162402419
tomato,beta-carotene (FW),PLS,reflectance,50,12.5 mA,-0.08785416942717166
tomato,beta-carotene (FW),PLS,reflectance,50,12.5 mA,-0.05455212972855571
tomato,beta-carotene (FW),PLS,reflectance,50,12.5 mA,-0.07745917629106155
tomato,beta-carotene (FW),PLS,reflectance,50,12.5 mA,-0.06337110112400779
tomato,beta-carotene (FW),PLS,reflectance,50,12.5 mA,-0.08945602953674617
tomato,beta-carotene (FW),PLS,reflectance,50,12.5 mA,-0.0926008970239807
tomato,beta-carotene (FW),PLS,reflectance,50,12.5 mA,-0.06731356017525424
tomato,beta-carotene (FW),PLS,reflectance,50,12.5 mA,-0.0866194885867165
tomato,beta-carotene (FW),PLS,reflectance,50,12.5 mA,-0.08541436379781886
tomato,lycopene (FW),ARD,reflectance,50,25 mA,-0.29809115807643455
tomato,lycopene (FW),ARD,reflectance,50,25 mA,-0.34810292489074246
tomato,lycopene (FW),ARD,reflectance,50,25 mA,-0.32565762910211016
tomato,lycopene (FW),ARD,reflectance,50,25 mA,-0.25327664590757937
tomato,lycopene (FW),ARD,reflectance,50,25 mA,-0.3447005258762914
tomato,lycopene (FW),ARD,reflectance,50,25 mA,-0.2683395696115281
tomato,lycopene (FW),ARD,reflectance,50,25 mA,-0.31373440990987855
tomato,lycopene (FW),ARD,reflectance,50,25 mA,-0.3462755315972166
tomato,lycopene (FW),ARD,reflectance,50,25 mA,-0.291730575608734
tomato,lycopene (FW),ARD,reflectance,50,25 mA,-0.33133454511937616
tomato,beta-carotene (FW),ARD,reflectance,50,25 mA,-0.058872675827344255
tomato,beta-carotene (FW),ARD,reflectance,50,25 mA,-0.059031036993459865
tomato,beta-carotene (FW),ARD,reflectance,50,25 mA,-0.08428057319744303
tomato,beta-carotene (FW),ARD,reflectance,50,25 mA,-0.07812535388421198
tomato,beta-carotene (FW),ARD,reflectance,50,25 mA,-0.08791944838215733
tomato,beta-carotene (FW),ARD,reflectance,50,25 mA,-0.09335757067880737
tomato,beta-carotene (FW),ARD,reflectance,50,25 mA,-0.09351287284118644
tomato,beta-carotene (FW),ARD,reflectance,50,25 mA,-0.08645633533014807
tomato,beta-carotene (FW),ARD,reflectance,50,25 mA,-0.08596505446121365
tomato,beta-carotene (FW),ARD,reflectance,50,25 mA,-0.08527883885573785
tomato,lycopene (FW),Huber Regression,reflectance,50,25 mA,-0.34261386088807144
tomato,lycopene (FW),Huber Regression,reflectance,50,25 mA,-0.3692193623631784
tomato,lycopene (FW),Huber Regression,reflectance,50,25 mA,-0.39531542432904176
tomato,lycopene (FW),Huber Regression,reflectance,50,25 mA,-0.25803645192332975
tomato,lycopene (FW),Huber Regression,reflectance,50,25 mA,-0.2970683316645536
tomato,lycopene (FW),Huber Regression,reflectance,50,25 mA,-0.3057374882046028
tomato,lycopene (FW),Huber Regression,reflectance,50,25 mA,-0.37679881985819785
tomato,lycopene (FW),Huber Regression,reflectance,50,25 mA,-0.43290832649389177
tomato,lycopene (FW),Huber Regression,reflectance,50,25 mA,-0.4204269567366799
tomato,lycopene (FW),Huber Regression,reflectance,50,25 mA,-0.29772239124312677
tomato,beta-carotene (FW),Huber Regression,reflectance,50,25 mA,-0.07683860268212032
tomato,beta-carotene (FW),Huber Regression,reflectance,50,25 mA,-0.07855277300611858
tomato,beta-carotene (FW),Huber Regression,reflectance,50,25 mA,-0.08931551993428877
tomato,beta-carotene (FW),Huber Regression,reflectance,50,25 mA,-0.08413443754096629
tomato,beta-carotene (FW),Huber Regression,reflectance,50,25 mA,-0.07026917301512296
tomato,beta-carotene (FW),Huber Regression,reflectance,50,25 mA,-0.0721397118154747
tomato,beta-carotene (FW),Huber Regression,reflectance,50,25 mA,-0.07203750529514744
tomato,beta-carotene (FW),Huber Regression,reflectance,50,25 mA,-0.06957338490778041
tomato,beta-carotene (FW),Huber Regression,reflectance,50,25 mA,-0.07926833324124256
tomato,beta-carotene (FW),Huber Regression,reflectance,50,25 mA,-0.06083642144834743
tomato,lycopene (FW),Lasso IC,reflectance,50,25 mA,-0.2896187036043659
tomato,lycopene (FW),Lasso IC,reflectance,50,25 mA,-0.39212406159593216
tomato,lycopene (FW),Lasso IC,reflectance,50,25 mA,-0.28982518666356105
tomato,lycopene (FW),Lasso IC,reflectance,50,25 mA,-0.30634545930716106
tomato,lycopene (FW),Lasso IC,reflectance,50,25 mA,-0.30097661304408496
tomato,lycopene (FW),Lasso IC,reflectance,50,25 mA,-0.31860484237914555
tomato,lycopene (FW),Lasso IC,reflectance,50,25 mA,-0.3071615019597479
tomato,lycopene (FW),Lasso IC,reflectance,50,25 mA,-0.2264624746638006
tomato,lycopene (FW),Lasso IC,reflectance,50,25 mA,-0.38604049875494223
tomato,lycopene (FW),Lasso IC,reflectance,50,25 mA,-0.32985684473684823
tomato,beta-carotene (FW),Lasso IC,reflectance,50,25 mA,-0.06638909226015838
tomato,beta-carotene (FW),Lasso IC,reflectance,50,25 mA,-0.06771452800739079
tomato,beta-carotene (FW),Lasso IC,reflectance,50,25 mA,-0.07081803262757638
tomato,beta-carotene (FW),Lasso IC,reflectance,50,25 mA,-0.05827922693294613
tomato,beta-carotene (FW),Lasso IC,reflectance,50,25 mA,-0.0761423935920295
tomato,beta-carotene (FW),Lasso IC,reflectance,50,25 mA,-0.0689933173634825
tomato,beta-carotene (FW),Lasso IC,reflectance,50,25 mA,-0.08625460146295232
tomato,beta-carotene (FW),Lasso IC,reflectance,50,25 mA,-0.08520617803156769
tomato,beta-carotene (FW),Lasso IC,reflectance,50,25 mA,-0.09737781819773272
tomato,beta-carotene (FW),Lasso IC,reflectance,50,25 mA,-0.08610750454377993
tomato,lycopene (FW),SVR,reflectance,50,25 mA,-0.2970760838277076
tomato,lycopene (FW),SVR,reflectance,50,25 mA,-0.43191303505803413
tomato,lycopene (FW),SVR,reflectance,50,25 mA,-0.34489612506409184
tomato,lycopene (FW),SVR,reflectance,50,25 mA,-0.456289120986507
tomato,lycopene (FW),SVR,reflectance,50,25 mA,-0.3076541569509629
tomato,lycopene (FW),SVR,reflectance,50,25 mA,-0.33405265650057675
tomato,lycopene (FW),SVR,reflectance,50,25 mA,-0.4437286141988232
tomato,lycopene (FW),SVR,reflectance,50,25 mA,-0.39905977107673174
tomato,lycopene (FW),SVR,reflectance,50,25 mA,-0.3321580567331801
tomato,lycopene (FW),SVR,reflectance,50,25 mA,-0.3376716609745096
tomato,beta-carotene (FW),SVR,reflectance,50,25 mA,-0.08953609320000003
tomato,beta-carotene (FW),SVR,reflectance,50,25 mA,-0.0805805695
tomato,beta-carotene (FW),SVR,reflectance,50,25 mA,-0.09704587359999998
tomato,beta-carotene (FW),SVR,reflectance,50,25 mA,-0.0939308511
tomato,beta-carotene (FW),SVR,reflectance,50,25 mA,-0.10331073678205133
tomato,beta-carotene (FW),SVR,reflectance,50,25 mA,-0.08533551710000001
tomato,beta-carotene (FW),SVR,reflectance,50,25 mA,-0.082348008
tomato,beta-carotene (FW),SVR,reflectance,50,25 mA,-0.08944476019999999
tomato,beta-carotene (FW),SVR,reflectance,50,25 mA,-0.08098297079999998
tomato,beta-carotene (FW),SVR,reflectance,50,25 mA,-0.09474255309999999
tomato,lycopene (FW),PLS,reflectance,50,25 mA,-0.2994569753696904
tomato,lycopene (FW),PLS,reflectance,50,25 mA,-0.2981137918521238
tomato,lycopene (FW),PLS,reflectance,50,25 mA,-0.31261821426310515
tomato,lycopene (FW),PLS,reflectance,50,25 mA,-0.3075066875413223
tomato,lycopene (FW),PLS,reflectance,50,25 mA,-0.41790443672078387
tomato,lycopene (FW),PLS,reflectance,50,25 mA,-0.3049844276800433
tomato,lycopene (FW),PLS,reflectance,50,25 mA,-0.38309500357380843
tomato,lycopene (FW),PLS,reflectance,50,25 mA,-0.25911180517622096
tomato,lycopene (FW),PLS,reflectance,50,25 mA,-0.3271090264518861
tomato,lycopene (FW),PLS,reflectance,50,25 mA,-0.3431152051249241
tomato,beta-carotene (FW),PLS,reflectance,50,25 mA,-0.056722166999890654
tomato,beta-carotene (FW),PLS,reflectance,50,25 mA,-0.07937539046837105
tomato,beta-carotene (FW),PLS,reflectance,50,25 mA,-0.07800445291077232
tomato,beta-carotene (FW),PLS,reflectance,50,25 mA,-0.0963475139284495
tomato,beta-carotene (FW),PLS,reflectance,50,25 mA,-0.07727191035490681
tomato,beta-carotene (FW),PLS,reflectance,50,25 mA,-0.07681503942261556
tomato,beta-carotene (FW),PLS,reflectance,50,25 mA,-0.06603343735869713
tomato,beta-carotene (FW),PLS,reflectance,50,25 mA,-0.062285826594968854
tomato,beta-carotene (FW),PLS,reflectance,50,25 mA,-0.06845957034657124
tomato,beta-carotene (FW),PLS,reflectance,50,25 mA,-0.09854062142636333
tomato,lycopene (FW),ARD,reflectance,50,100 mA,-0.2766443420431971
tomato,lycopene (FW),ARD,reflectance,50,100 mA,-0.31835526953565163
tomato,lycopene (FW),ARD,reflectance,50,100 mA,-0.37760119560258093
tomato,lycopene (FW),ARD,reflectance,50,100 mA,-0.35333440482018563
tomato,lycopene (FW),ARD,reflectance,50,100 mA,-0.25741980086552213
tomato,lycopene (FW),ARD,reflectance,50,100 mA,-0.36840771396504346
tomato,lycopene (FW),ARD,reflectance,50,100 mA,-0.2150089985393576
tomato,lycopene (FW),ARD,reflectance,50,100 mA,-0.29516416135334417
tomato,lycopene (FW),ARD,reflectance,50,100 mA,-0.4135510696964323
tomato,lycopene (FW),ARD,reflectance,50,100 mA,-0.41747457594158555
tomato,beta-carotene (FW),ARD,reflectance,50,100 mA,-0.0702908057533016
tomato,beta-carotene (FW),ARD,reflectance,50,100 mA,-0.0722667895044162
tomato,beta-carotene (FW),ARD,reflectance,50,100 mA,-0.08446615239461885
tomato,beta-carotene (FW),ARD,reflectance,50,100 mA,-0.07810424303432795
tomato,beta-carotene (FW),ARD,reflectance,50,100 mA,-0.06850887316737905
tomato,beta-carotene (FW),ARD,reflectance,50,100 mA,-0.06433500440355672
tomato,beta-carotene (FW),ARD,reflectance,50,100 mA,-0.08643507510225233
tomato,beta-carotene (FW),ARD,reflectance,50,100 mA,-0.0664659817819502
tomato,beta-carotene (FW),ARD,reflectance,50,100 mA,-0.07169879383466947
tomato,beta-carotene (FW),ARD,reflectance,50,100 mA,-0.10006817361945158
tomato,lycopene (FW),Huber Regression,reflectance,50,100 mA,-0.29468708535631216
tomato,lycopene (FW),Huber Regression,reflectance,50,100 mA,-0.3857759662156335
tomato,lycopene (FW),Huber Regression,reflectance,50,100 mA,-0.34239615179204724
tomato,lycopene (FW),Huber Regression,reflectance,50,100 mA,-0.3215998800646462
tomato,lycopene (FW),Huber Regression,reflectance,50,100 mA,-0.280861787320091
tomato,lycopene (FW),Huber Regression,reflectance,50,100 mA,-0.31813812528984814
tomato,lycopene (FW),Huber Regression,reflectance,50,100 mA,-0.32864719920346025
tomato,lycopene (FW),Huber Regression,reflectance,50,100 mA,-0.3227775317398075
tomato,lycopene (FW),Huber Regression,reflectance,50,100 mA,-0.3367085826864117
tomato,lycopene (FW),Huber Regression,reflectance,50,100 mA,-0.3934067879572717
tomato,beta-carotene (FW),Huber Regression,reflectance,50,100 mA,-0.09008096909993726
tomato,beta-carotene (FW),Huber Regression,reflectance,50,100 mA,-0.06932553680113865
tomato,beta-carotene (FW),Huber Regression,reflectance,50,100 mA,-0.06950107120396912
tomato,beta-carotene (FW),Huber Regression,reflectance,50,100 mA,-0.0772969790664128
tomato,beta-carotene (FW),Huber Regression,reflectance,50,100 mA,-0.06389897790054302
tomato,beta-carotene (FW),Huber Regression,reflectance,50,100 mA,-0.08182157916597248
tomato,beta-carotene (FW),Huber Regression,reflectance,50,100 mA,-0.09356917069817589
tomato,beta-carotene (FW),Huber Regression,reflectance,50,100 mA,-0.08636500476680554
tomato,beta-carotene (FW),Huber Regression,reflectance,50,100 mA,-0.09273716217614462
tomato,beta-carotene (FW),Huber Regression,reflectance,50,100 mA,-0.0666122748577855
tomato,lycopene (FW),Lasso IC,reflectance,50,100 mA,-0.28917585626231557
tomato,lycopene (FW),Lasso IC,reflectance,50,100 mA,-0.3844386023434827
tomato,lycopene (FW),Lasso IC,reflectance,50,100 mA,-0.37897175371561354
tomato,lycopene (FW),Lasso IC,reflectance,50,100 mA,-0.3877456716690614
tomato,lycopene (FW),Lasso IC,reflectance,50,100 mA,-0.34068639632212955
tomato,lycopene (FW),Lasso IC,reflectance,50,100 mA,-0.36949992692955025
tomato,lycopene (FW),Lasso IC,reflectance,50,100 mA,-0.31481122136415723
tomato,lycopene (FW),Lasso IC,reflectance,50,100 mA,-0.3318206420792188
tomato,lycopene (FW),Lasso IC,reflectance,50,100 mA,-0.33147344674431445
tomato,lycopene (FW),Lasso IC,reflectance,50,100 mA,-0.2713900062915881
tomato,beta-carotene (FW),Lasso IC,reflectance,50,100 mA,-0.05554233778379354
tomato,beta-carotene (FW),Lasso IC,reflectance,50,100 mA,-0.07393085915469744
tomato,beta-carotene (FW),Lasso IC,reflectance,50,100 mA,-0.07276662229019715
tomato,beta-carotene (FW),Lasso IC,reflectance,50,100 mA,-0.0636280634038533
tomato,beta-carotene (FW),Lasso IC,reflectance,50,100 mA,-0.09256072610849113
tomato,beta-carotene (FW),Lasso IC,reflectance,50,100 mA,-0.10090934990715723
tomato,beta-carotene (FW),Lasso IC,reflectance,50,100 mA,-0.07908394740979001
tomato,beta-carotene (FW),Lasso IC,reflectance,50,100 mA,-0.05800588903805777
tomato,beta-carotene (FW),Lasso IC,reflectance,50,100 mA,-0.06568995828899778
tomato,beta-carotene (FW),Lasso IC,reflectance,50,100 mA,-0.06351865385511005
tomato,lycopene (FW),SVR,reflectance,50,100 mA,-0.3351356770129349
tomato,lycopene (FW),SVR,reflectance,50,100 mA,-0.3578685103216726
tomato,lycopene (FW),SVR,reflectance,50,100 mA,-0.2922326266828902
tomato,lycopene (FW),SVR,reflectance,50,100 mA,-0.30802920476254314
tomato,lycopene (FW),SVR,reflectance,50,100 mA,-0.2998825523328237
tomato,lycopene (FW),SVR,reflectance,50,100 mA,-0.3801191638332394
tomato,lycopene (FW),SVR,reflectance,50,100 mA,-0.4298427692256638
tomato,lycopene (FW),SVR,reflectance,50,100 mA,-0.4893616818143359
tomato,lycopene (FW),SVR,reflectance,50,100 mA,-0.32504039811824237
tomato,lycopene (FW),SVR,reflectance,50,100 mA,-0.41743590207383663
tomato,beta-carotene (FW),SVR,reflectance,50,100 mA,-0.0871125569
tomato,beta-carotene (FW),SVR,reflectance,50,100 mA,-0.08780934110000001
tomato,beta-carotene (FW),SVR,reflectance,50,100 mA,-0.0930600311
tomato,beta-carotene (FW),SVR,reflectance,50,100 mA,-0.0913850383
tomato,beta-carotene (FW),SVR,reflectance,50,100 mA,-0.0908241482
tomato,beta-carotene (FW),SVR,reflectance,50,100 mA,-0.0789460434
tomato,beta-carotene (FW),SVR,reflectance,50,100 mA,-0.0867353551
tomato,beta-carotene (FW),SVR,reflectance,50,100 mA,-0.0844683619
tomato,beta-carotene (FW),SVR,reflectance,50,100 mA,-0.084921546
tomato,beta-carotene (FW),SVR,reflectance,50,100 mA,-0.0848289493
tomato,lycopene (FW),PLS,reflectance,50,100 mA,-0.37716508935621385
tomato,lycopene (FW),PLS,reflectance,50,100 mA,-0.3768893143271789
tomato,lycopene (FW),PLS,reflectance,50,100 mA,-0.2840124703956862
tomato,lycopene (FW),PLS,reflectance,50,100 mA,-0.25085869481304585
tomato,lycopene (FW),PLS,reflectance,50,100 mA,-0.33637980954603786
tomato,lycopene (FW),PLS,reflectance,50,100 mA,-0.31930322986985765
tomato,lycopene (FW),PLS,reflectance,50,100 mA,-0.40873095704828283
tomato,lycopene (FW),PLS,reflectance,50,100 mA,-0.2578566198070635
tomato,lycopene (FW),PLS,reflectance,50,100 mA,-0.4051711638596749
tomato,lycopene (FW),PLS,reflectance,50,100 mA,-0.31736354331490213
tomato,beta-carotene (FW),PLS,reflectance,50,100 mA,-0.08150353337635616
tomato,beta-carotene (FW),PLS,reflectance,50,100 mA,-0.07718863718050957
tomato,beta-carotene (FW),PLS,reflectance,50,100 mA,-0.06771140322980382
tomato,beta-carotene (FW),PLS,reflectance,50,100 mA,-0.07514110141498616
tomato,beta-carotene (FW),PLS,reflectance,50,100 mA,-0.06610322341689179
tomato,beta-carotene (FW),PLS,reflectance,50,100 mA,-0.08800861922632065
tomato,beta-carotene (FW),PLS,reflectance,50,100 mA,-0.0760270719543856
tomato,beta-carotene (FW),PLS,reflectance,50,100 mA,-0.07778041251354761
tomato,beta-carotene (FW),PLS,reflectance,50,100 mA,-0.06036968065423454
tomato,beta-carotene (FW),PLS,reflectance,50,100 mA,-0.0786758620117803
tomato,lycopene (FW),ARD,reflectance,100,12.5 mA,-0.36426821424595757
tomato,lycopene (FW),ARD,reflectance,100,12.5 mA,-0.34559410530022033
tomato,lycopene (FW),ARD,reflectance,100,12.5 mA,-0.2847978170843331
tomato,lycopene (FW),ARD,reflectance,100,12.5 mA,-0.3040821277306713
tomato,lycopene (FW),ARD,reflectance,100,12.5 mA,-0.31241812254161533
tomato,lycopene (FW),ARD,reflectance,100,12.5 mA,-0.30713007841703266
tomato,lycopene (FW),ARD,reflectance,100,12.5 mA,-0.3575356801858497
tomato,lycopene (FW),ARD,reflectance,100,12.5 mA,-0.28634479329480433
tomato,lycopene (FW),ARD,reflectance,100,12.5 mA,-0.3088055230750148
tomato,lycopene (FW),ARD,reflectance,100,12.5 mA,-0.2743722104674838
tomato,beta-carotene (FW),ARD,reflectance,100,12.5 mA,-0.10620305450867684
tomato,beta-carotene (FW),ARD,reflectance,100,12.5 mA,-0.07645143363595343
tomato,beta-carotene (FW),ARD,reflectance,100,12.5 mA,-0.07378541748634693
tomato,beta-carotene (FW),ARD,reflectance,100,12.5 mA,-0.0799816828940962
tomato,beta-carotene (FW),ARD,reflectance,100,12.5 mA,-0.07137175768711575
tomato,beta-carotene (FW),ARD,reflectance,100,12.5 mA,-0.08550218088650223
tomato,beta-carotene (FW),ARD,reflectance,100,12.5 mA,-0.062434553591869286
tomato,beta-carotene (FW),ARD,reflectance,100,12.5 mA,-0.06766731715437371
tomato,beta-carotene (FW),ARD,reflectance,100,12.5 mA,-0.08193879629806707
tomato,beta-carotene (FW),ARD,reflectance,100,12.5 mA,-0.0805372483930994
tomato,lycopene (FW),Huber Regression,reflectance,100,12.5 mA,-0.33287890525624836
tomato,lycopene (FW),Huber Regression,reflectance,100,12.5 mA,-0.29273918565577395
tomato,lycopene (FW),Huber Regression,reflectance,100,12.5 mA,-0.33303873878352086
tomato,lycopene (FW),Huber Regression,reflectance,100,12.5 mA,-0.3353569194485605
tomato,lycopene (FW),Huber Regression,reflectance,100,12.5 mA,-0.45216516161480885
tomato,lycopene (FW),Huber Regression,reflectance,100,12.5 mA,-0.3116544257715031
tomato,lycopene (FW),Huber Regression,reflectance,100,12.5 mA,-0.26794511091375667
tomato,lycopene (FW),Huber Regression,reflectance,100,12.5 mA,-0.3796326962893711
tomato,lycopene (FW),Huber Regression,reflectance,100,12.5 mA,-0.33992507061997174
tomato,lycopene (FW),Huber Regression,reflectance,100,12.5 mA,-0.39949516928649265
tomato,beta-carotene (FW),Huber Regression,reflectance,100,12.5 mA,-0.07369086716806329
tomato,beta-carotene (FW),Huber Regression,reflectance,100,12.5 mA,-0.0806382667427789
tomato,beta-carotene (FW),Huber Regression,reflectance,100,12.5 mA,-0.09449217974381949
tomato,beta-carotene (FW),Huber Regression,reflectance,100,12.5 mA,-0.11366996608743714
tomato,beta-carotene (FW),Huber Regression,reflectance,100,12.5 mA,-0.10179455928451894
tomato,beta-carotene (FW),Huber Regression,reflectance,100,12.5 mA,-0.08038497694644321
tomato,beta-carotene (FW),Huber Regression,reflectance,100,12.5 mA,-0.06715662167478417
tomato,beta-carotene (FW),Huber Regression,reflectance,100,12.5 mA,-0.08030478945413963
tomato,beta-carotene (FW),Huber Regression,reflectance,100,12.5 mA,-0.057753648594356166
tomato,beta-carotene (FW),Huber Regression,reflectance,100,12.5 mA,-0.07502233478592443
