Fruit,Unnamed: 0,Fruit number,Read number,gain,integration time,610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,led,led current,saturation check,time,Spot,phenols (FW),phenols (DW),carotene (FW),carotene (DW),%DM
8,1701,Fruit 8 spot 1,2,64,50,25627.009,7053.318,1735.318,1079.5510000000004,1210.889,756.613,White LED,50 mA,b'OK Read',10:39:16,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1702,Fruit 8 spot 1,2,64,50,27591.699,7585.7440000000015,1862.833,1159.692,1299.618,811.529,White LED,100 mA,b'OK Read',10:39:17,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1703,Fruit 8 spot 1,2,64,100,14731.587,4122.343,1047.843,664.702,725.49,454.578,White LED,12.5 mA,b'OK Read',10:39:18,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1704,Fruit 8 spot 1,2,64,100,22342.966,6175.607,1530.184,956.981,1064.748,668.138,White LED,25 mA,b'OK Read',10:39:19,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1705,Fruit 8 spot 1,2,64,100,25591.157000000007,7048.047,1738.09,1081.908,1208.28,756.613,White LED,50 mA,b'OK Read',10:39:20,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1706,Fruit 8 spot 1,2,64,100,27623.967,7598.923000000002,1868.377,1162.049,1299.618,814.579,White LED,100 mA,b'OK Read',10:39:22,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1707,Fruit 8 spot 1,2,64,150,14723.221,4120.585999999998,1049.692,666.273,723.75,455.595,White LED,12.5 mA,b'OK Read',10:39:23,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1708,Fruit 8 spot 1,2,64,150,22395.55,6190.5430000000015,1537.576,960.124,1066.487,669.155,White LED,25 mA,b'OK Read',10:39:24,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1709,Fruit 8 spot 1,2,64,150,25638.96,7074.404,1742.71,1085.836,1214.369,760.681,White LED,50 mA,b'OK Read',10:39:25,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1710,Fruit 8 spot 1,2,64,150,27699.254,7615.616,1875.769,1164.406,1303.098,817.63,White LED,100 mA,b'OK Read',10:39:26,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1711,Fruit 8 spot 1,2,64,200,14704.697,4117.072,1049.229,665.88,721.575,454.578,White LED,12.5 mA,b'OK Read',10:39:27,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1712,Fruit 8 spot 1,2,64,200,22448.731,6207.236,1541.2720000000004,962.874,1069.967,671.189,White LED,25 mA,b'OK Read',10:39:28,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1713,Fruit 8 spot 1,2,64,200,25695.129,7088.901,1749.178,1088.979,1216.109,762.715,White LED,50 mA,b'OK Read',10:39:29,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1714,Fruit 8 spot 1,2,64,200,27806.811,7641.095,1883.623,1170.299,1308.753,820.681,White LED,100 mA,b'OK Read',10:39:30,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1715,Fruit 8 spot 1,2,64,250,14702.188999999997,4114.963,1048.952,664.701,722.3580000000002,455.1880000000001,White LED,12.5 mA,b'OK Read',10:39:32,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1716,Fruit 8 spot 1,2,64,250,22523.66,6229.904,1545.708,965.467,1072.055,673.63,White LED,25 mA,b'OK Read',10:39:34,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1717,Fruit 8 spot 1,2,64,250,25890.881,7117.6309999999985,1760.82,1095.579,1220.284,766.3760000000002,White LED,50 mA,b'OK Read',10:39:35,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1718,Fruit 8 spot 1,2,64,250,28024.791,7710.151999999999,1897.206,1178.549,1319.4520000000002,826.173,White LED,100 mA,b'OK Read',10:39:37,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1719,Fruit 8 spot 1,3,64,50,14763.854,4122.343,1047.843,664.702,725.49,457.629,White LED,12.5 mA,b'OK Read',10:39:41,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1720,Fruit 8 spot 1,3,64,50,22565.249,6225.688,1541.273,966.41,1075.187,671.189,White LED,25 mA,b'OK Read',10:39:42,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1721,Fruit 8 spot 1,3,64,50,25906.656000000006,7127.12,1757.494,1093.693,1221.329,768.816,White LED,50 mA,b'OK Read',10:39:43,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1722,Fruit 8 spot 1,3,64,50,27986.072,7696.446,1890.553,1173.8339999999996,1315.276,823.732,White LED,100 mA,b'OK Read',10:39:44,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1723,Fruit 8 spot 1,3,64,100,14710.076,4117.072,1050.616,667.058,722.88,454.578,White LED,12.5 mA,b'OK Read',10:39:46,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1724,Fruit 8 spot 1,3,64,100,22662.048,6265.224,1552.361,971.124,1080.406,677.291,White LED,25 mA,b'OK Read',10:39:47,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1725,Fruit 8 spot 1,3,64,100,26010.625,7169.292,1765.81,1100.764,1229.157,771.867,White LED,50 mA,b'OK Read',10:39:48,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1726,Fruit 8 spot 1,3,64,100,28079.287,7722.804,1898.87,1180.906,1323.106,829.834,White LED,100 mA,b'OK Read',10:39:49,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1727,Fruit 8 spot 1,3,64,150,14708.88,4115.315,1051.54,667.8439999999998,723.75,455.595,White LED,12.5 mA,b'OK Read',10:39:50,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1728,Fruit 8 spot 1,3,64,150,22699.097,6278.403,1559.753,975.838,1082.146,679.325,White LED,25 mA,b'OK Read',10:39:51,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1729,Fruit 8 spot 1,3,64,150,26090.695,7190.3780000000015,1774.126,1104.693,1233.507,772.8839999999999,White LED,50 mA,b'OK Read',10:39:52,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1730,Fruit 8 spot 1,3,64,150,28198.792,7757.948,1909.034,1187.977,1329.195,831.867,White LED,100 mA,b'OK Read',10:39:53,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1731,Fruit 8 spot 1,3,64,200,14715.453,4115.754,1052.002,667.058,722.88,456.103,White LED,12.5 mA,b'OK Read',10:39:54,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1732,Fruit 8 spot 1,3,64,200,22792.91,6308.714,1566.221,978.195,1086.93,681.867,White LED,25 mA,b'OK Read',10:39:55,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1733,Fruit 8 spot 1,3,64,200,26168.374,7215.4180000000015,1781.057,1109.014,1238.2910000000004,774.918,White LED,50 mA,b'OK Read',10:39:56,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1734,Fruit 8 spot 1,3,64,200,28287.229,7788.698,1918.274,1192.691,1333.544,834.41,White LED,100 mA,b'OK Read',10:39:57,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1735,Fruit 8 spot 1,3,64,250,14684.979,4114.963,1051.17,667.53,722.3580000000002,456.409,White LED,12.5 mA,b'OK Read',10:39:59,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1736,Fruit 8 spot 1,3,64,250,22826.252,6317.411999999998,1568.993,980.552,1088.757,682.172,White LED,25 mA,b'OK Read',10:40:01,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1737,Fruit 8 spot 1,3,64,250,26190.604,7229.388000000001,1784.106,1110.664,1240.118,776.1389999999999,White LED,50 mA,b'OK Read',10:40:03,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1738,Fruit 8 spot 1,3,64,250,28313.041,7801.876999999998,1920.492,1193.634,1335.11,835.935,White LED,100 mA,b'OK Read',10:40:04,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1739,Fruit 8 spot 1,4,64,50,14728.002,4122.343,1047.843,664.702,725.49,457.629,White LED,12.5 mA,b'OK Read',10:40:08,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1740,Fruit 8 spot 1,4,64,50,22801.873,6304.76,1557.905,975.838,1085.625,683.393,White LED,25 mA,b'OK Read',10:40:09,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1741,Fruit 8 spot 1,4,64,50,26164.79,7216.736,1774.1270000000004,1107.836,1236.986,774.918,White LED,50 mA,b'OK Read',10:40:10,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1742,Fruit 8 spot 1,4,64,50,28237.036,7780.791,1907.186,1187.977,1330.934,835.935,White LED,100 mA,b'OK Read',10:40:11,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1743,Fruit 8 spot 1,4,64,100,14688.565,4117.072,1050.616,667.058,722.88,454.578,White LED,12.5 mA,b'OK Read',10:40:12,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1744,Fruit 8 spot 1,4,64,100,22809.043,6317.939,1566.221,978.195,1088.235,680.341,White LED,25 mA,b'OK Read',10:40:13,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1745,Fruit 8 spot 1,4,64,100,26189.885,7227.279,1782.443,1110.193,1239.596,774.918,White LED,50 mA,b'OK Read',10:40:14,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1746,Fruit 8 spot 1,4,64,100,28276.472,7791.333,1915.502,1190.3339999999996,1333.544,835.935,White LED,100 mA,b'OK Read',10:40:15,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1747,Fruit 8 spot 1,4,64,150,14682.59,4117.072,1051.54,667.8439999999998,722.01,455.595,White LED,12.5 mA,b'OK Read',10:40:16,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1748,Fruit 8 spot 1,4,64,150,22832.944,6324.089,1568.993,980.552,1089.105,683.393,White LED,25 mA,b'OK Read',10:40:17,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1749,Fruit 8 spot 1,4,64,150,26212.593,7239.5790000000015,1785.215,1110.978,1240.466,776.952,White LED,50 mA,b'OK Read',10:40:18,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1750,Fruit 8 spot 1,4,64,150,28315.908,7805.392,1920.122,1192.691,1336.154,835.935,White LED,100 mA,b'OK Read',10:40:19,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1751,Fruit 8 spot 1,4,64,200,14688.565,4115.754,1052.002,667.058,722.88,456.103,White LED,12.5 mA,b'OK Read',10:40:20,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1752,Fruit 8 spot 1,4,64,200,22853.857000000004,6333.754,1571.765,981.731,1089.54,683.3919999999998,White LED,25 mA,b'OK Read',10:40:21,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1753,Fruit 8 spot 1,4,64,200,26223.945,7252.319,1787.987,1113.728,1242.206,777.9689999999998,White LED,50 mA,b'OK Read',10:40:23,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1754,Fruit 8 spot 1,4,64,200,28303.362,7822.963000000002,1921.046,1192.691,1336.154,835.935,White LED,100 mA,b'OK Read',10:40:24,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1755,Fruit 8 spot 1,4,64,250,14683.545,4116.017,1051.17,666.587,722.3580000000002,455.1880000000001,White LED,12.5 mA,b'OK Read',10:40:26,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1756,Fruit 8 spot 1,4,64,250,22799.004,6331.118,1568.993,980.552,1088.757,682.172,White LED,25 mA,b'OK Read',10:40:28,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1757,Fruit 8 spot 1,4,64,250,26169.092,7237.821999999999,1785.215,1111.607,1239.0739999999996,776.1389999999999,White LED,50 mA,b'OK Read',10:40:29,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1758,Fruit 8 spot 1,4,64,250,28201.184,7798.714,1916.056,1189.863,1331.9779999999996,833.495,White LED,100 mA,b'OK Read',10:40:31,1,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1759,Fruit 8 spot 2,1,64,50,14061.155,3995.826,1014.578,631.702,782.903,500.341,White LED,12.5 mA,b'OK Read',10:47:31,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1760,Fruit 8 spot 2,1,64,50,23052.837000000003,6573.608,1607.802,989.981,1195.231,750.512,White LED,25 mA,b'OK Read',10:47:32,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1761,Fruit 8 spot 2,1,64,50,22751.68,7132.392,1602.2579999999996,989.981,1289.18,756.613,White LED,50 mA,b'OK Read',10:47:34,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1762,Fruit 8 spot 2,1,64,50,33801.265,9183.02,2339.629,1437.83,1633.6570000000004,1073.902,White LED,100 mA,b'OK Read',10:47:35,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1763,Fruit 8 spot 2,1,64,100,13860.383,3995.826,1025.667,638.773,803.78,515.595,White LED,12.5 mA,b'OK Read',10:47:36,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1764,Fruit 8 spot 2,1,64,100,26225.737,7551.479,1857.289,1147.906,1377.909,875.597,White LED,25 mA,b'OK Read',10:47:37,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1765,Fruit 8 spot 2,1,64,100,30743.091,8829.827,2159.444,1331.76,1581.464,1000.682,White LED,50 mA,b'OK Read',10:47:38,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1766,Fruit 8 spot 2,1,64,100,33561.057,9660.094,2353.49,1451.9720000000002,1714.557,1086.106,White LED,100 mA,b'OK Read',10:47:39,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1767,Fruit 8 spot 2,1,64,150,13743.267,3992.312,1029.363,642.702,812.4789999999998,520.68,White LED,12.5 mA,b'OK Read',10:47:40,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1768,Fruit 8 spot 2,1,64,150,26219.762,7566.415,1862.833,1150.263,1383.128,876.6139999999998,White LED,25 mA,b'OK Read',10:47:41,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1769,Fruit 8 spot 2,1,64,150,30940.277,8907.143,2180.697,1345.1170000000004,1593.642,1010.851,White LED,50 mA,b'OK Read',10:47:42,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1770,Fruit 8 spot 2,1,64,150,33638.737,9704.902,2367.35,1459.829,1722.386,1090.174,White LED,100 mA,b'OK Read',10:47:43,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1771,Fruit 8 spot 2,1,64,200,13740.279,3987.919,1028.439,641.13,810.304,517.121,White LED,12.5 mA,b'OK Read',10:47:44,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1772,Fruit 8 spot 2,1,64,200,26204.226,7565.975,1864.219,1152.62,1381.823,877.122,White LED,25 mA,b'OK Read',10:47:45,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1773,Fruit 8 spot 2,1,64,200,30884.705,8886.496,2177.463,1343.545,1591.902,1006.783,White LED,50 mA,b'OK Read',10:47:46,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1774,Fruit 8 spot 2,1,64,200,33403.308,9675.909,2349.332000000001,1448.436,1715.862,1080.004,White LED,100 mA,b'OK Read',10:47:47,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1775,Fruit 8 spot 2,1,64,250,13752.827,3988.446,1028.993,642.073,807.956,518.646,White LED,12.5 mA,b'OK Read',10:47:49,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1776,Fruit 8 spot 2,1,64,250,26298.158,7537.246,1865.05,1152.149,1374.777,872.546,White LED,25 mA,b'OK Read',10:47:51,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1777,Fruit 8 spot 2,1,64,250,31136.744,8905.737,2187.72,1347.317,1588.771,1005.563,White LED,50 mA,b'OK Read',10:47:53,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1778,Fruit 8 spot 2,1,64,250,34459.508,9732.315,2416.138,1485.914,1721.342,1101.97,White LED,100 mA,b'OK Read',10:47:55,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1779,Fruit 8 spot 2,2,64,50,13932.087,3995.826,1025.667,636.4159999999998,793.341,512.544,White LED,12.5 mA,b'OK Read',10:48:03,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1780,Fruit 8 spot 2,2,64,50,26681.06,7606.83,1868.377,1150.264,1377.909,872.545,White LED,25 mA,b'OK Read',10:48:04,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1781,Fruit 8 spot 2,2,64,50,31585.613,9003.788,2201.026,1352.974,1602.341,1012.885,White LED,50 mA,b'OK Read',10:48:05,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1782,Fruit 8 spot 2,2,64,50,34532.647000000004,9836.69,2400.615,1475.543,1732.825,1104.411,White LED,100 mA,b'OK Read',10:48:07,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1783,Fruit 8 spot 2,2,64,100,13867.553999999998,3987.919,1022.895,638.773,793.341,509.494,White LED,12.5 mA,b'OK Read',10:48:08,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1784,Fruit 8 spot 2,2,64,100,26494.629,7601.558000000001,1865.605,1152.62,1375.299,869.495,White LED,25 mA,b'OK Read',10:48:09,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1785,Fruit 8 spot 2,2,64,100,31714.68,9043.324,2214.886,1362.402,1607.56,1015.936,White LED,50 mA,b'OK Read',10:48:10,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1786,Fruit 8 spot 2,2,64,100,34876.826,9878.863,2417.2470000000008,1484.971,1740.654,1098.309,White LED,100 mA,b'OK Read',10:48:11,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1787,Fruit 8 spot 2,2,64,150,13912.966,3985.283,1021.971,636.4159999999998,786.382,504.409,White LED,12.5 mA,b'OK Read',10:48:12,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1788,Fruit 8 spot 2,2,64,150,26707.35,7592.773,1872.073,1151.835,1369.21,866.444,White LED,25 mA,b'OK Read',10:48:13,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1789,Fruit 8 spot 2,2,64,150,31884.378,9042.445,2221.354,1365.545,1604.081,1012.885,White LED,50 mA,b'OK Read',10:48:14,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1790,Fruit 8 spot 2,2,64,150,34742.979,9863.048,2413.551,1481.828,1738.044,1094.242,White LED,100 mA,b'OK Read',10:48:15,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1791,Fruit 8 spot 2,2,64,200,13944.635,3978.693,1021.509,635.238,784.2080000000002,501.866,White LED,12.5 mA,b'OK Read',10:48:16,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1792,Fruit 8 spot 2,2,64,200,26715.117,7583.108,1873.921,1152.62,1368.775,864.919,White LED,25 mA,b'OK Read',10:48:17,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1793,Fruit 8 spot 2,2,64,200,32008.665,9005.106,2228.746,1367.116,1597.122,1014.411,White LED,50 mA,b'OK Read',10:48:18,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1794,Fruit 8 spot 2,2,64,200,35231.76,9917.082,2446.354,1500.292,1745.8729999999996,1105.936,White LED,100 mA,b'OK Read',10:48:20,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1795,Fruit 8 spot 2,2,64,250,13944.994,3976.849,1021.231,635.4730000000002,783.947,501.561,White LED,12.5 mA,b'OK Read',10:48:21,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1796,Fruit 8 spot 2,2,64,250,26780.01,7595.232,1877.248,1154.977,1368.514,865.2239999999998,White LED,25 mA,b'OK Read',10:48:23,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1797,Fruit 8 spot 2,2,64,250,32639.66,9192.509,2269.773,1391.63,1627.394,1028.75,White LED,50 mA,b'OK Read',10:48:25,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1798,Fruit 8 spot 2,2,64,250,36071.414,10132.951,2502.627,1532.1129999999996,1780.8429999999996,1125.157,White LED,100 mA,b'OK Read',10:48:27,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1799,Fruit 8 spot 2,3,64,50,14082.666,3985.283,1020.122,631.702,767.245,500.341,White LED,12.5 mA,b'OK Read',10:48:33,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1800,Fruit 8 spot 2,3,64,50,27046.748,7622.644,1879.465,1154.977,1372.689,866.444,White LED,25 mA,b'OK Read',10:48:34,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1801,Fruit 8 spot 2,3,64,50,32983.841,9251.55,2273.099,1390.688,1638.876,1037.292,White LED,50 mA,b'OK Read',10:48:35,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1802,Fruit 8 spot 2,3,64,50,36246.372,10131.897,2489.321,1522.685,1779.799,1122.716,White LED,100 mA,b'OK Read',10:48:36,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1803,Fruit 8 spot 2,3,64,100,14046.813999999997,3982.648,1020.123,634.059,780.293,500.341,White LED,12.5 mA,b'OK Read',10:48:37,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1804,Fruit 8 spot 2,3,64,100,26982.214,7614.738,1882.237,1154.977,1370.08,866.444,White LED,25 mA,b'OK Read',10:48:38,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1805,Fruit 8 spot 2,3,64,100,33166.685,9317.445,2295.276,1404.83,1646.705,1040.343,White LED,50 mA,b'OK Read',10:48:39,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1806,Fruit 8 spot 2,3,64,100,36346.758,10213.606,2508.726,1534.47,1792.8470000000002,1128.818,White LED,100 mA,b'OK Read',10:48:40,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1807,Fruit 8 spot 2,3,64,150,14025.303,3980.011,1021.971,634.845,781.163,500.341,White LED,12.5 mA,b'OK Read',10:48:41,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1808,Fruit 8 spot 2,3,64,150,26948.753,7606.83,1879.465,1153.406,1365.73,860.342,White LED,25 mA,b'OK Read',10:48:42,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1809,Fruit 8 spot 2,3,64,150,33191.781,9323.594,2297.124,1404.83,1642.356,1033.224,White LED,50 mA,b'OK Read',10:48:43,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1810,Fruit 8 spot 2,3,64,150,36432.803,10212.727,2517.042,1536.8270000000002,1788.4979999999996,1124.75,White LED,100 mA,b'OK Read',10:48:44,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1811,Fruit 8 spot 2,3,64,200,13998.413,3974.74,1020.123,632.881,776.3789999999998,498.815,White LED,12.5 mA,b'OK Read',10:48:45,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1812,Fruit 8 spot 2,3,64,200,26955.327,7604.194,1882.237,1154.978,1367.47,861.868,White LED,25 mA,b'OK Read',10:48:46,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1813,Fruit 8 spot 2,3,64,200,33362.078,9362.252,2313.294,1415.437,1653.23,1041.868,White LED,50 mA,b'OK Read',10:48:47,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1814,Fruit 8 spot 2,3,64,200,36753.677,10315.083,2546.149,1555.684,1808.505,1139.496,White LED,100 mA,b'OK Read',10:48:49,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1815,Fruit 8 spot 2,3,64,250,14006.659,3972.631,1021.231,633.5880000000002,777.683,499.12,White LED,12.5 mA,b'OK Read',10:48:51,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1816,Fruit 8 spot 2,3,64,250,26927.721,7601.559,1881.683,1154.035,1366.4260000000004,861.563,White LED,25 mA,b'OK Read',10:48:52,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
8,1817,Fruit 8 spot 2,3,64,250,33471.426,9417.076,2324.106,1422.744,1660.7979999999998,1047.055,White LED,50 mA,b'OK Read',10:48:54,2,118.29132965023533,813.951857255078,3.8789920685737744,26.690990859844977,14.5329639088427
