Fruit number,Read number,gain,integration time,610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,led,led current,saturation check,time
24A,2,64,50,34919.848,9815.605,2871.867,1758.395,1847.65,1305.767,White LED,100 mA,b'OK Read',09:50:40
24A,2,64,100,7313.808,2211.41,792.813,612.845,702.003,591.867,White LED,12.5 mA,b'OK Read',09:50:41
24A,2,64,100,14043.229,4064.356,1289.014,883.911,978.628,756.613,White LED,25 mA,b'OK Read',09:50:42
24A,2,64,100,26154.033,7388.061,2212.114,1388.33,1484.906,1076.953,White LED,50 mA,b'OK Read',09:50:43
24A,2,64,100,34876.826,9699.631,2894.044,1765.466,1845.041,1302.717,White LED,100 mA,b'OK Read',09:50:44
24A,2,64,150,7282.736,2192.96,792.813,614.417,702.873,593.9,White LED,12.5 mA,b'OK Read',09:50:45
24A,2,64,150,13982.28,4016.912,1299.178,894.125,984.718,772.884,White LED,25 mA,b'OK Read',09:50:46
24A,2,64,150,26002.261,7353.796,2213.962,1396.973,1489.255,1082.038,White LED,50 mA,b'OK Read',09:50:47
24A,2,64,150,34876.826,9724.231,2914.372,1778.823,1854.61,1311.869,White LED,100 mA,b'OK Read',09:50:48
24A,2,64,200,7283.334,2195.596,798.357,621.095,711.137,601.019,White LED,12.5 mA,b'OK Read',09:50:49
24A,2,64,200,13984.072,4032.727,1302.874,895.697,990.372,774.918,White LED,25 mA,b'OK Read',09:50:50
24A,2,64,200,25990.908,7351.16,2221.816,1401.294,1496.649,1086.106,White LED,50 mA,b'OK Read',09:50:51
24A,2,64,200,34864.277,9736.531,2931.467,1789.037,1864.613,1319.496,White LED,100 mA,b'OK Read',09:50:52
24A,2,64,250,7282.258,2195.069,802.792,625.102,718.183,608.952,White LED,12.5 mA,b'OK Read',09:50:54
24A,2,64,250,13963.637,4036.944,1307.309,903.24,998.984,784.681,White LED,25 mA,b'OK Read',09:50:56
24A,2,64,250,25939.639,7342.199,2216.549,1393.516,1469.769,1077.563,White LED,50 mA,b'OK Read',09:50:58
24A,2,64,250,34858.184,9755.509,2933.962,1787.622,1861.221,1316.751,White LED,100 mA,b'OK Read',09:50:59
24A,3,64,50,7313.808,2203.503,781.724,598.702,688.954,567.46,White LED,12.5 mA,b'OK Read',09:51:03
24A,3,64,50,14061.155,4022.184,1297.33,890.982,955.141,774.918,White LED,25 mA,b'OK Read',09:51:04
24A,3,64,50,26265.176,7406.512,2217.658,1395.402,1503.173,1086.106,White LED,50 mA,b'OK Read',09:51:06
24A,3,64,50,34797.951,9699.63,2877.411,1758.395,1852.87,1311.869,White LED,100 mA,b'OK Read',09:51:07
24A,3,64,100,7299.467,2208.774,792.813,617.559,709.832,597.968,White LED,12.5 mA,b'OK Read',09:51:08
24A,3,64,100,14007.377,4064.356,1297.33,890.983,983.848,771.867,White LED,25 mA,b'OK Read',09:51:09
24A,3,64,100,26057.234,7374.882,2225.974,1404.83,1495.344,1092.207,White LED,50 mA,b'OK Read',09:51:10
24A,3,64,100,34686.809,9612.65,2891.272,1760.751,1842.431,1302.717,White LED,100 mA,b'OK Read',09:51:11
24A,3,64,150,7246.884,2185.931,792.813,614.417,701.133,597.968,White LED,12.5 mA,b'OK Read',09:51:12
24A,3,64,150,13915.356,4013.398,1291.786,881.554,972.539,760.681,White LED,25 mA,b'OK Read',09:51:13
24A,3,64,150,25901.875,7373.125,2201.026,1381.259,1470.117,1067.801,White LED,50 mA,b'OK Read',09:51:14
24A,3,64,150,34699.954,9747.074,2894.044,1761.537,1835.472,1293.564,White LED,100 mA,b'OK Read',09:51:15
24A,3,64,200,7249.274,2191.642,783.11,602.238,685.04,573.562,White LED,12.5 mA,b'OK Read',09:51:16
24A,3,64,200,13919.539,4072.264,1275.153,866.233,951.227,735.257,White LED,25 mA,b'OK Read',09:51:17
24A,3,64,200,25874.39,7381.472,2178.849,1356.509,1401.396,1034.241,White LED,50 mA,b'OK Read',09:51:18
24A,3,64,200,34715.491,9849.869,2881.57,1744.252,1804.591,1263.056,White LED,100 mA,b'OK Read',09:51:20
24A,3,64,250,7239.236,2186.634,759.548,571.36,648.244,534.51,White LED,12.5 mA,b'OK Read',09:51:21
24A,3,64,250,13912.01,4042.216,1257.412,841.955,920.694,704.138,White LED,25 mA,b'OK Read',09:51:23
24A,3,64,250,25827.781,7369.611,2166.652,1336.003,1416.532,1005.563,White LED,50 mA,b'OK Read',09:51:25
24A,3,64,250,34717.645,9789.247,2876.302,1725.395,1778.755,1237.428,White LED,100 mA,b'OK Read',09:51:27
24A,4,64,50,7292.297,2171.874,731.827,546.846,615.884,506.442,White LED,12.5 mA,b'OK Read',09:51:30
24A,4,64,50,13982.281,4027.456,1241.889,824.984,897.729,683.393,White LED,25 mA,b'OK Read',09:51:32
24A,4,64,50,26143.279,7390.697,2162.217,1329.403,1409.225,1006.783,White LED,50 mA,b'OK Read',09:51:33
24A,4,64,50,34683.225,9725.989,2821.97,1697.11,1769.36,1238.649,White LED,100 mA,b'OK Read',09:51:34
24A,4,64,100,7263.615,2182.417,748.46,560.989,634.151,524.748,White LED,12.5 mA,b'OK Read',09:51:35
24A,4,64,100,13939.258,4032.727,1250.205,839.126,913.386,698.647,White LED,25 mA,b'OK Read',09:51:36
24A,4,64,100,25999.871,7390.697,2167.761,1343.545,1422.273,1018.987,White LED,50 mA,b'OK Read',09:51:37
24A,4,64,100,34711.907,9773.433,2849.69,1720.681,1785.018,1250.852,White LED,100 mA,b'OK Read',09:51:38
24A,4,64,150,7246.884,2185.931,757.7,568.846,641.98,532.883,White LED,12.5 mA,b'OK Read',09:51:39
24A,4,64,150,13917.746,4037.999,1254.825,843.841,922.086,705.765,White LED,25 mA,b'OK Read',09:51:40
24A,4,64,150,25916.216,7385.426,2171.457,1345.117,1424.883,1018.987,White LED,50 mA,b'OK Read',09:51:41
24A,4,64,150,34683.226,9789.247,2868.171,1730.109,1790.238,1254.92,White LED,100 mA,b'OK Read',09:51:42
24A,4,64,200,7236.726,2185.053,759.548,572.775,647.2,536.951,White LED,12.5 mA,b'OK Read',09:51:43
24A,4,64,200,13889.065,4055.131,1257.135,847.376,922.52,709.325,White LED,25 mA,b'OK Read',09:51:44
24A,4,64,200,25784.758,7453.956,2170.533,1351.795,1430.102,1026.614,White LED,50 mA,b'OK Read',09:51:45
24A,4,64,200,34647.373,9895.996,2876.025,1745.43,1800.676,1267.632,White LED,100 mA,b'OK Read',09:51:46
24A,4,64,250,7227.763,2198.231,767.31,583.617,658.682,550.375,White LED,12.5 mA,b'OK Read',09:51:48
24A,4,64,250,13879.026,4070.682,1270.718,863.64,942.615,729.765,White LED,25 mA,b'OK Read',09:51:50
24A,4,64,250,25740.303,7438.141,2187.72,1371.831,1452.024,1050.716,White LED,50 mA,b'OK Read',09:51:52
24A,4,64,250,34634.465,9936.85,2902.914,1771.594,1829.905,1294.784,White LED,100 mA,b'OK Read',09:51:53
24B,1,64,50,8403.709,2087.53,848.254,645.845,756.806,616.274,White LED,12.5 mA,b'OK Read',09:52:06
24B,1,64,50,16061.695,3800.779,1391.58,952.267,1069.967,793.224,White LED,25 mA,b'OK Read',09:52:07
24B,1,64,50,29836.035,6910.987,2389.526,1503.828,1638.876,1110.513,White LED,50 mA,b'OK Read',09:52:08
24B,1,64,50,39006.975,8919.443,3071.456,1890.392,2004.231,1324.072,White LED,100 mA,b'OK Read',09:52:09
24B,1,64,100,8274.642,2047.993,856.571,657.63,772.464,634.579,White LED,12.5 mA,b'OK Read',09:52:10
24B,1,64,100,15828.658,3753.335,1399.897,959.339,1080.406,805.427,White LED,25 mA,b'OK Read',09:52:11
24B,1,64,100,29466.758,6858.271,2386.755,1508.542,1633.657,1116.614,White LED,50 mA,b'OK Read',09:52:12
24B,1,64,100,39175.481,8985.337,3107.493,1909.249,2017.279,1333.226,White LED,100 mA,b'OK Read',09:52:13
24B,1,64,150,8238.79,2036.571,864.887,670.987,758.546,656.952,White LED,12.5 mA,b'OK Read',09:52:14
24B,1,64,150,15997.163,3813.079,1406.365,964.838,1092.584,811.529,White LED,25 mA,b'OK Read',09:52:15
24B,1,64,150,29855.156,6983.031,2409.855,1527.399,1659.754,1130.852,White LED,50 mA,b'OK Read',09:52:16
24B,1,64,150,39692.946,9193.563,3158.315,1954.819,2068.603,1370.853,White LED,100 mA,b'OK Read',09:52:17
24B,1,64,200,8369.65,2071.715,874.589,677.665,792.037,651.358,White LED,12.5 mA,b'OK Read',09:52:18
24B,1,64,200,15950.555,3749.382,1420.687,981.731,1105.198,829.834,White LED,25 mA,b'OK Read',09:52:19
24B,1,64,200,29724.893,6849.047,2420.019,1538.006,1666.278,1134.919,White LED,50 mA,b'OK Read',09:52:20
24B,1,64,200,39582.4,9013.013,3140.758,1917.499,2047.291,1304.242,White LED,100 mA,b'OK Read',09:52:22
24B,1,64,250,8370.725,2046.411,869.322,669.416,787.078,644.341,White LED,12.5 mA,b'OK Read',09:52:24
24B,1,64,250,16035.883,3761.77,1415.975,973.952,1098.152,816.41,White LED,25 mA,b'OK Read',09:52:25
24B,1,64,250,29705.533,6854.054,2416.138,1531.17,1661.842,1130.038,White LED,50 mA,b'OK Read',09:52:27
24B,1,64,250,39637.973,9080.752,3174.577,1958.276,2067.907,1363.124,White LED,100 mA,b'OK Read',09:52:29
24B,2,64,50,8425.219,2055.9,870.431,674.13,788.122,646.782,White LED,12.5 mA,b'OK Read',09:52:33
24B,2,64,50,16097.548,3763.879,1413.757,971.124,1096.064,817.63,White LED,25 mA,b'OK Read',09:52:34
24B,2,64,50,30000.954,6868.814,2406.159,1527.399,1659.754,1122.716,White LED,50 mA,b'OK Read',09:52:35
24B,2,64,50,39566.267,8972.159,3110.265,1913.963,2035.547,1336.276,White LED,100 mA,b'OK Read',09:52:36
24B,2,64,100,8389.368,2053.264,859.342,657.63,769.854,622.375,White LED,12.5 mA,b'OK Read',09:52:37
24B,2,64,100,16065.281,3766.514,1399.897,949.91,1067.358,784.071,White LED,25 mA,b'OK Read',09:52:38
24B,2,64,100,29929.25,6879.358,2386.755,1499.114,1620.609,1086.106,White LED,50 mA,b'OK Read',09:52:39
24B,2,64,100,39677.41,9006.423,3101.949,1890.392,1999.012,1293.564,White LED,100 mA,b'OK Read',09:52:40
24B,2,64,150,8370.247,2027.785,822.382,609.702,708.092,559.324,White LED,12.5 mA,b'OK Read',09:52:41
24B,2,64,150,16023.454,3732.249,1356.467,900.411,1002.116,717.969,White LED,25 mA,b'OK Read',09:52:42
24B,2,64,150,29757.162,6812.585,2345.173,1447.258,1550.147,1018.987,White LED,50 mA,b'OK Read',09:52:43
24B,2,64,150,39618.851,8982.702,3075.153,1852.678,1936.379,1232.547,White LED,100 mA,b'OK Read',09:52:44
24B,2,64,200,8340.968,1996.595,787.269,572.775,653.724,512.544,White LED,12.5 mA,b'OK Read',09:52:45
24B,2,64,200,16025.844,3712.481,1331.981,873.304,960.361,681.867,White LED,25 mA,b'OK Read',09:52:46
24B,2,64,200,29735.649,6810.828,2327.155,1426.044,1521.441,990.004,White LED,50 mA,b'OK Read',09:52:47
24B,2,64,200,39672.031,9005.106,3070.07,1839.714,1912.892,1211.191,White LED,100 mA,b'OK Read',09:52:49
24B,2,64,250,8346.346,1990.533,776.18,560.046,632.585,493.019,White LED,12.5 mA,b'OK Read',09:52:50
24B,2,64,250,16014.371,3704.837,1319.507,858.926,942.615,663.867,White LED,25 mA,b'OK Read',09:52:52
24B,2,64,250,29701.231,6804.502,2315.235,1414.258,1504.217,975.054,White LED,50 mA,b'OK Read',09:52:54
24B,2,64,250,39650.879,8997.462,3067.021,1831.936,1901.932,1197.157,White LED,100 mA,b'OK Read',09:52:56
24B,3,64,50,8310.494,1876.668,681.93,438.42,480.181,323.391,White LED,12.5 mA,b'OK Read',09:52:59
24B,3,64,50,15918.289,3605.733,1208.624,721.271,756.806,463.73,White LED,25 mA,b'OK Read',09:53:00
24B,3,64,50,29642.434,6763.384,2206.57,1286.975,1351.812,817.63,White LED,50 mA,b'OK Read',09:53:01
24B,3,64,50,38583.924,8850.913,2971.662,1777.252,1837.212,1171.53,White LED,100 mA,b'OK Read',09:53:03
24B,3,64,100,7708.18,1932.019,767.864,577.489,649.809,552.206,White LED,12.5 mA,b'OK Read',09:53:04
24B,3,64,100,14670.639,3487.123,1291.786,867.412,934.264,701.697,White LED,25 mA,b'OK Read',09:53:05
24B,3,64,100,26985.801,6283.674,2239.834,1390.687,1437.931,970.173,White LED,50 mA,b'OK Read',09:53:06
24B,3,64,100,35350.073,8170.884,2910.676,1763.109,1777.189,1153.225,White LED,100 mA,b'OK Read',09:53:07
24B,3,64,150,7581.503,1881.939,757.7,571.989,668.077,559.324,White LED,12.5 mA,b'OK Read',09:53:08
24B,3,64,150,15119.984,3465.158,1297.33,856.412,927.305,681.358,White LED,25 mA,b'OK Read',09:53:09
24B,3,64,150,28588.385,6448.849,2280.492,1395.401,1457.939,957.97,White LED,50 mA,b'OK Read',09:53:10
24B,3,64,150,37646.989,8457.305,2988.294,1786.68,1825.033,1155.259,White LED,100 mA,b'OK Read',09:53:11
24B,3,64,200,7917.914,1909.615,762.32,558.632,636.761,518.646,White LED,12.5 mA,b'OK Read',09:53:12
24B,3,64,200,15068.596,3462.083,1290.4,850.912,925.13,675.765,White LED,25 mA,b'OK Read',09:53:13
24B,3,64,200,28841.143,6458.953,2282.802,1389.509,1443.151,951.868,White LED,50 mA,b'OK Read',09:53:14
24B,3,64,200,38356.262,8612.376,3009.085,1793.751,1837.212,1162.377,White LED,100 mA,b'OK Read',09:53:16
24B,3,64,250,8012.205,1935.709,758.439,552.504,625.278,505.222,White LED,12.5 mA,b'OK Read',09:53:17
24B,3,64,250,15021.988,3471.835,1286.242,848.555,918.606,677.291,White LED,25 mA,b'OK Read',09:53:19
24B,3,64,250,28158.16,6360.638,2268.664,1388.802,1442.629,957.97,White LED,50 mA,b'OK Read',09:53:21
24B,3,64,250,37306.156,8494.558,2982.75,1783.851,1835.124,1161.767,White LED,100 mA,b'OK Read',09:53:23
24B,4,64,50,7607.794,1918.84,770.636,589.274,678.515,585.765,White LED,12.5 mA,b'OK Read',09:53:40
24B,4,64,50,14778.194,3531.931,1291.785,872.126,949.922,720.003,White LED,25 mA,b'OK Read',09:53:41
24B,4,64,50,28265.718,6631.595,2267.555,1404.83,1466.638,982.377,White LED,50 mA,b'OK Read',09:53:42
24B,4,64,50,36461.484,8481.906,2910.677,1758.395,1790.237,1171.53,White LED,100 mA,b'OK Read',09:53:43
24B,4,64,100,7880.27,1950.469,765.092,568.06,641.98,530.849,White LED,12.5 mA,b'OK Read',09:53:44
24B,4,64,100,15097.278,3566.196,1294.558,857.983,929.044,689.494,White LED,25 mA,b'OK Read',09:53:45
24B,4,64,100,28104.382,6534.072,2262.011,1395.402,1456.199,973.224,White LED,50 mA,b'OK Read',09:53:46
24B,4,64,100,36988.508,8463.455,2941.169,1772.537,1805.896,1168.479,White LED,100 mA,b'OK Read',09:53:47
24B,4,64,150,7908.951,1929.383,766.94,568.846,641.98,532.883,White LED,12.5 mA,b'OK Read',09:53:48
24B,4,64,150,15093.691,3549.503,1301.026,867.412,937.744,701.697,White LED,25 mA,b'OK Read',09:53:49
24B,4,64,150,28038.656,6468.178,2271.251,1407.973,1471.857,992.546,White LED,50 mA,b'OK Read',09:53:50
24B,4,64,150,37035.117,8453.791,2979.054,1802.394,1838.952,1204.072,White LED,100 mA,b'OK Read',09:53:51
24B,4,64,200,7892.818,1930.701,790.041,599.881,681.125,576.612,White LED,12.5 mA,b'OK Read',09:53:52
24B,4,64,200,14962.832,3541.156,1331.981,908.661,987.762,761.189,White LED,25 mA,b'OK Read',09:53:53
24B,4,64,200,27862.383,6447.092,2309.137,1453.15,1527.965,1057.123,White LED,50 mA,b'OK Read',09:53:54
24B,4,64,200,36669.426,8419.965,3010.471,1844.428,1893.32,1256.954,White LED,100 mA,b'OK Read',09:53:56
24B,4,64,250,7765.543,1937.818,813.88,634.53,730.709,634.579,White LED,12.5 mA,b'OK Read',09:53:58
24B,4,64,250,14841.294,3523.496,1346.118,933.41,1024.037,804.206,White LED,25 mA,b'OK Read',09:53:59
24B,4,64,250,27286.24,6331.118,2310.8,1472.714,1556.411,1100.75,White LED,50 mA,b'OK Read',09:54:01
24B,4,64,250,36332.418,8282.642,3027.103,1874.364,1925.941,1309.429,White LED,100 mA,b'OK Read',09:54:03
24C,1,64,50,9328.69,1997.913,892.607,692.986,835.096,640.681,White LED,12.5 mA,b'OK Read',09:54:29
24C,1,64,50,17933.17,3748.064,1474.743,1032.409,1205.67,848.139,White LED,25 mA,b'OK Read',09:54:30
24C,1,64,50,33543.132,6968.974,2561.395,1673.539,1884.186,1226.445,White LED,50 mA,b'OK Read',09:54:31
24C,1,64,50,43237.51,8956.344,3248.869,2078.959,2301.734,1464.412,White LED,100 mA,b'OK Read',09:54:32
24C,1,64,100,9479.269,2018.999,914.784,709.486,845.535,655.935,White LED,12.5 mA,b'OK Read',09:54:33
24C,1,64,100,18349.054,3864.038,1499.691,1060.694,1234.377,881.698,White LED,25 mA,b'OK Read',09:54:34
24C,1,64,100,34098.838,7227.279,2536.447,1652.325,1925.941,1195.937,White LED,50 mA,b'OK Read',09:54:35
24C,1,64,100,44284.39,9259.458,3198.972,2010.604,2213.005,1345.429,White LED,100 mA,b'OK Read',09:54:36
24C,1,64,150,9464.928,1999.67,794.661,562.56,629.802,447.459,White LED,12.5 mA,b'OK Read',09:54:38
24C,1,64,150,18227.157,3832.409,1404.517,947.553,1068.227,720.003,White LED,25 mA,b'OK Read',09:54:39
24C,1,64,150,33985.306,7167.535,2528.13,1649.968,1842.431,1206.106,White LED,50 mA,b'OK Read',09:54:40
24C,1,64,150,44320.244,9293.722,3213.756,2020.818,2202.566,1350.514,White LED,100 mA,b'OK Read',09:54:41
24C,1,64,200,9468.513,2012.41,852.412,644.666,692.869,572.036,White LED,12.5 mA,b'OK Read',09:54:42
24C,1,64,200,18214.608,3829.773,1379.106,911.018,1059.528,665.087,White LED,25 mA,b'OK Read',09:54:43
24C,1,64,200,33955.43,7142.935,2579.414,1710.074,1787.628,1279.835,White LED,50 mA,b'OK Read',09:54:44
24C,1,64,200,44350.718,9366.206,3327.873,2155.565,2385.244,1537.633,White LED,100 mA,b'OK Read',09:54:45
24C,1,64,250,9536.632,2072.769,913.675,714.672,860.149,668.748,White LED,12.5 mA,b'OK Read',09:54:47
24C,1,64,250,18284.519,3890.396,1493.593,1056.922,1234.899,879.868,White LED,25 mA,b'OK Read',09:54:49
24C,1,64,250,33854.328,7180.89,2561.395,1692.396,1917.59,1261.835,White LED,50 mA,b'OK Read',09:54:51
24C,1,64,250,44333.148,9352.764,3312.072,2139.301,2363.323,1514.446,White LED,100 mA,b'OK Read',09:54:52
24C,2,64,50,9593.995,2071.715,881.519,678.844,814.219,622.375,White LED,12.5 mA,b'OK Read',09:54:56
24C,2,64,50,18349.054,3885.124,1463.655,1018.266,1190.012,835.935,White LED,25 mA,b'OK Read',09:54:57
24C,2,64,50,34253,7195.65,2533.674,1654.682,1878.966,1226.445,White LED,50 mA,b'OK Read',09:54:58
24C,2,64,50,44320.244,9267.364,3232.237,2074.245,2306.953,1470.514,White LED,100 mA,b'OK Read',09:55:00
24C,2,64,100,9547.388,2066.443,873.203,667.058,795.951,607.121,White LED,12.5 mA,b'OK Read',09:55:01
24C,2,64,100,18309.617,3879.852,1449.794,1011.195,1174.354,823.732,White LED,25 mA,b'OK Read',09:55:02
24C,2,64,100,34070.156,7174.564,2522.586,1654.682,1868.528,1220.344,White LED,50 mA,b'OK Read',09:55:03
24C,2,64,100,44348.926,9296.358,3254.413,2093.102,2317.392,1482.717,White LED,100 mA,b'OK Read',09:55:04
24C,2,64,150,9522.291,2059.414,879.671,677.273,809,624.409,White LED,12.5 mA,b'OK Read',09:55:05
24C,2,64,150,18286.911,3878.095,1474.743,1038.694,1200.451,858.308,White LED,25 mA,b'OK Read',09:55:06
24C,2,64,150,33975.746,7179.836,2563.243,1698.681,1917.242,1273.225,White LED,50 mA,b'OK Read',09:55:07
24C,2,64,150,44370.436,9330.623,3309.855,2149.673,2383.504,1545.768,White LED,100 mA,b'OK Read',09:55:08
24C,2,64,200,9542.01,2076.986,923.1,724.807,871.632,681.867,White LED,12.5 mA,b'OK Read',09:55:09
24C,2,64,200,18261.216,3891.713,1505.235,1070.122,1251.34,898.478,White LED,25 mA,b'OK Read',09:55:10
24C,2,64,200,33915.991,7182.471,2571.097,1706.538,1938.989,1287.463,White LED,50 mA,b'OK Read',09:55:11
24C,2,64,200,44345.337,9347.756,3319.557,2156.744,2391.768,1549.836,White LED,100 mA,b'OK Read',09:55:12
24C,2,64,250,9533.764,2073.823,921.437,724.1,872.676,683.392,White LED,12.5 mA,b'OK Read',09:55:14
24C,2,64,250,18245.801,3894.613,1502.463,1069.179,1252.644,898.173,White LED,25 mA,b'OK Read',09:55:16
24C,2,64,250,33844.289,7171.401,2564.721,1698.996,1934.292,1276.479,White LED,50 mA,b'OK Read',09:55:17
24C,2,64,250,44323.109,9358.035,3310.963,2140.244,2375.849,1525.429,White LED,100 mA,b'OK Read',09:55:19
24C,3,64,50,9586.825,2061.172,853.799,645.845,767.245,579.663,White LED,12.5 mA,b'OK Read',09:55:25
24C,3,64,50,18370.565,3879.852,1430.39,985.267,1143.038,793.224,White LED,25 mA,b'OK Read',09:55:26
24C,3,64,50,34310.364,7190.379,2500.41,1621.683,1831.993,1183.734,White LED,50 mA,b'OK Read',09:55:27
24C,3,64,50,44334.585,9241.007,3193.427,2031.818,2259.979,1427.802,White LED,100 mA,b'OK Read',09:55:28
24C,3,64,100,9525.877,2053.264,839.938,629.345,746.367,561.358,White LED,12.5 mA,b'OK Read',09:55:29
24C,3,64,100,18295.276,3866.673,1416.529,971.124,1116.941,768.816,White LED,25 mA,b'OK Read',09:55:30
24C,3,64,100,34084.497,7166.657,2483.777,1602.826,1805.896,1156.275,White LED,50 mA,b'OK Read',09:55:31
24C,3,64,100,44313.071,9275.272,3196.2,2027.104,2239.102,1406.446,White LED,100 mA,b'OK Read',09:55:32
24C,3,64,150,9505.56,2038.328,824.23,612.845,722.01,541.019,White LED,12.5 mA,b'OK Read',09:55:33
24C,3,64,150,18258.229,3858.766,1406.365,960.124,1101.283,756.613,White LED,25 mA,b'OK Read',09:55:35
24C,3,64,150,33959.014,7146.449,2474.537,1593.398,1791.977,1143.055,White LED,50 mA,b'OK Read',09:55:36
24C,3,64,150,44310.684,9291.965,3208.212,2030.246,2235.622,1399.327,White LED,100 mA,b'OK Read',09:55:37
24C,3,64,200,9490.024,2033.496,817.761,604.595,711.137,529.324,White LED,12.5 mA,b'OK Read',09:55:38
24C,3,64,200,18234.327,3849.541,1395.739,946.375,1085.625,741.359,White LED,25 mA,b'OK Read',09:55:39
24C,3,64,200,33860.422,7140.299,2456.056,1576.898,1769.36,1121.191,White LED,50 mA,b'OK Read',09:55:40
24C,3,64,200,44295.147,9293.722,3201.744,2023.568,2218.225,1383.565,White LED,100 mA,b'OK Read',09:55:41
24C,3,64,250,9485.005,2030.597,816.098,601.531,701.481,524.748,White LED,12.5 mA,b'OK Read',09:55:43
24C,3,64,250,18224.289,3851.386,1397.124,946.61,1086.669,740.749,White LED,25 mA,b'OK Read',09:55:45
24C,3,64,250,33755.375,7123.957,2449.403,1568.884,1757.878,1110.513,White LED,50 mA,b'OK Read',09:55:47
24C,3,64,250,44328.848,9301.103,3197.863,2012.961,2203.61,1366.785,White LED,100 mA,b'OK Read',09:55:48
24C,4,64,50,9593.995,2040.086,792.812,575.131,678.515,500.341,White LED,12.5 mA,b'OK Read',09:56:03
24C,4,64,50,18392.077,3858.766,1374.948,923.982,1059.528,720.003,White LED,25 mA,b'OK Read',09:56:04
24C,4,64,50,34339.046,7185.107,2450.512,1569.826,1758.921,1116.614,White LED,50 mA,b'OK Read',09:56:05
24C,4,64,50,44291.562,9235.735,3143.53,1979.961,2186.909,1366.785,White LED,100 mA,b'OK Read',09:56:06
24C,4,64,100,9525.877,2037.45,801.129,589.274,688.954,509.494,White LED,12.5 mA,b'OK Read',09:56:07
24C,4,64,100,18291.691,3861.402,1388.808,938.125,1075.187,735.257,White LED,25 mA,b'OK Read',09:56:08
24C,4,64,100,34055.815,7169.292,2458.828,1581.612,1771.97,1131.869,White LED,50 mA,b'OK Read',09:56:09
24C,4,64,100,44287.974,9270.001,3179.567,2015.318,2220.834,1397.293,White LED,100 mA,b'OK Read',09:56:10
24C,4,64,150,9503.17,2040.086,822.382,614.417,720.27,545.087,White LED,12.5 mA,b'OK Read',09:56:11
24C,4,64,150,18253.449,3864.038,1413.757,971.124,1113.462,772.884,White LED,25 mA,b'OK Read',09:56:12
24C,4,64,150,33959.014,7165.778,2487.473,1615.397,1816.334,1175.598,White LED,50 mA,b'OK Read',09:56:13
