Fruit number,Read number,gain,integration time,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,led,led current,saturation check,time
56A,3,64,150,3729.073,2712.066,5702.079,6699.518,10331.697,6020.017,White LED,12.5 mA,b'OK Read',10:02:01
56A,3,64,150,7184.093,5269.854,11114.312,13031.244,19881.476,11404.257,White LED,25 mA,b'OK Read',10:02:02
56A,3,64,150,11653.107,8560.467,18256.672,21393.752,32486.556,18506.318,White LED,50 mA,b'OK Read',10:02:03
56A,3,64,150,13037.073,9634.331,20609.427,24144.264,36619.551,20836.994,White LED,100 mA,b'OK Read',10:02:04
56A,3,64,200,3566.109,2649.137,5590.256,6578.638,10203.082,5955.828,White LED,12.5 mA,b'OK Read',10:02:05
56A,3,64,200,6798.951,5115.574,10892.008,12794.636,19632.113,11290.398,White LED,25 mA,b'OK Read',10:02:06
56A,3,64,200,11096.194,8413.293,18042.866,21143.669,32180.947,18345.464,White LED,50 mA,b'OK Read',10:02:08
56A,3,64,200,12558.459,9517.1,20368.337,23866.438,36282.476,20655.125,White LED,100 mA,b'OK Read',10:02:09
56A,3,64,250,3468.331,2632.085,5573.617,6547.011,10158.951,5933.821,White LED,12.5 mA,b'OK Read',10:02:10
56A,3,64,250,6682.968,5072.944,10912.137,12785.838,19593.883,11248.675,White LED,25 mA,b'OK Read',10:02:11
56A,3,64,250,10981.679,8348.13,18013.344,21069.715,32048.557,18239.781,White LED,50 mA,b'OK Read',10:02:13
56A,3,64,250,12467.435,9458.94,20289.166,23746.352,36117.047,20530.414,White LED,100 mA,b'OK Read',10:02:15
56A,4,64,50,3411.955,2630.867,5614.41,6567.937,10171.223,5896.224,White LED,12.5 mA,b'OK Read',10:02:27
56A,4,64,50,6594.88,5115.574,10987.281,12821.983,19648.631,11260.596,White LED,25 mA,b'OK Read',10:02:28
56A,4,64,50,10729.159,8331.078,18018.712,20978.401,31920.178,18151.751,White LED,50 mA,b'OK Read',10:02:29
56A,4,64,50,12173.808,9494.262,20375.047,23784.4,36007.546,20485.481,White LED,100 mA,b'OK Read',10:02:31
56A,4,64,100,3438.381,2673.497,5649.298,6591.717,10192.462,5962.706,White LED,12.5 mA,b'OK Read',10:02:32
56A,4,64,100,6688.84,5249.553,11086.581,12905.212,19648.631,11276.643,White LED,25 mA,b'OK Read',10:02:33
56A,4,64,100,10878.909,8535.092,18109.96,21071.14,31898.938,18158.628,White LED,50 mA,b'OK Read',10:02:34
56A,4,64,100,12291.258,9649.556,20431.405,23779.644,35976.868,20455.68,White LED,100 mA,b'OK Read',10:02:35
56A,4,64,150,3435.445,2691.766,5628.723,6579.035,10157.064,5952.772,White LED,12.5 mA,b'OK Read',10:02:36
56A,4,64,150,6675.138,5306.393,10989.071,12837.836,19530.636,11265.181,White LED,25 mA,b'OK Read',10:02:37
56A,4,64,150,10987.551,8739.106,18296.033,21282.78,31942.204,18194.543,White LED,50 mA,b'OK Read',10:02:38
56A,4,64,150,12637.739,10048.45,20865.278,24271.089,36108.236,20575.653,White LED,100 mA,b'OK Read',10:02:40
56A,4,64,200,3674.752,2912.528,5963.297,6892.529,10343.496,6032.626,White LED,12.5 mA,b'OK Read',10:02:41
56A,4,64,200,6909.061,5427.685,11156.357,12992.008,19666.332,11317.908,White LED,25 mA,b'OK Read',10:02:42
56A,4,64,200,10968.466,8591.424,18002.61,20985.535,31798.643,18155.189,White LED,50 mA,b'OK Read',10:02:43
56A,4,64,200,12204.639,9544.504,20352.235,23703.547,35889.551,20440.779,White LED,100 mA,b'OK Read',10:02:44
56A,4,64,250,3407.257,2673.497,5600.454,6545.109,10126.856,5943.907,White LED,12.5 mA,b'OK Read',10:02:45
56A,4,64,250,6561.993,5170.384,10937.9,12756.352,19490.99,11224.834,White LED,25 mA,b'OK Read',10:02:47
56A,4,64,250,10716.239,8399.285,17960.742,20922.281,31750.264,18117.822,White LED,50 mA,b'OK Read',10:02:49
56A,4,64,250,12139.746,9480.864,20305.269,23647.428,35817.809,20409.371,White LED,100 mA,b'OK Read',10:02:51
56B,1,64,50,4081.426,3586.992,6274.613,7205.232,9430.21,5034.257,White LED,12.5 mA,b'OK Read',10:03:02
56B,1,64,50,8010.166,6948.655,12254.013,14101.328,18190.207,9564.171,White LED,25 mA,b'OK Read',10:03:03
56B,1,64,50,13019.455,11284.713,19838.296,22890.283,29305.393,15350.357,White LED,50 mA,b'OK Read',10:03:04
56B,1,64,50,14710.75,12788.935,22436.17,25881.763,33024.617,17289.783,White LED,100 mA,b'OK Read',10:03:05
56B,1,64,100,4181.26,3629.622,6204.835,7209.988,9425.491,5080.106,White LED,12.5 mA,b'OK Read',10:03:07
56B,1,64,100,8121.744,7033.915,12141.295,14068.037,18112.329,9600.85,White LED,25 mA,b'OK Read',10:03:08
56B,1,64,100,13163.333,11397.378,19843.663,22961.624,29343.152,15432.886,White LED,50 mA,b'OK Read',10:03:09
56B,1,64,100,14963.272,12868.105,22379.81,25955.481,33170.93,17438.794,White LED,100 mA,b'OK Read',10:03:10
56B,1,64,150,4245.857,3615.412,6195.889,7203.647,9409.758,5077.049,White LED,12.5 mA,b'OK Read',10:03:11
56B,1,64,150,8125.659,7035.945,12121.614,14045.842,18087.943,9597.794,White LED,25 mA,b'OK Read',10:03:12
56B,1,64,150,13179.972,11414.632,19845.452,22971.135,29327.419,15425.244,White LED,50 mA,b'OK Read',10:03:13
56B,1,64,150,14935.866,12878.255,22466.584,25980.052,33161.491,17407.463,White LED,100 mA,b'OK Read',10:03:14
56B,1,64,200,4195.941,3622.009,6204.835,7196.909,9393.632,5061.766,White LED,12.5 mA,b'OK Read',10:03:15
56B,1,64,200,8134.957,7020.212,12119.826,14045.445,18093.45,9592.827,White LED,25 mA,b'OK Read',10:03:17
56B,1,64,200,13232.335,11440.007,19798.039,22997.292,29429.29,15515.414,White LED,50 mA,b'OK Read',10:03:18
56B,1,64,200,15196.705,12869.628,22183.896,25928.132,33218.13,17585.512,White LED,100 mA,b'OK Read',10:03:19
56B,1,64,250,4234.112,3605.262,6122.175,7179.55,9425.49,5104.865,White LED,12.5 mA,b'OK Read',10:03:20
56B,1,64,250,8192.215,6960.835,11966.315,14004.307,18145.84,9674.209,White LED,25 mA,b'OK Read',10:03:22
56B,1,64,250,13321.305,11326.125,19621.449,22939.746,29493.242,15612.614,White LED,50 mA,b'OK Read',10:03:24
56B,1,64,250,15079.548,12791.371,22183.896,25922.664,33280.43,17594.223,White LED,100 mA,b'OK Read',10:03:25
56B,2,64,50,4251.73,3611.352,6183.365,7229.011,9501.007,5135.125,White LED,12.5 mA,b'OK Read',10:03:29
56B,2,64,50,8227.45,7027.825,12098.354,14096.573,18232.684,9687.964,White LED,25 mA,b'OK Read',10:03:30
56B,2,64,50,13289.593,11357.793,19709.477,22975.891,29517.785,15584.188,White LED,50 mA,b'OK Read',10:03:31
56B,2,64,50,14975.016,12764.575,22232.202,25948.347,33369.162,17606.144,White LED,100 mA,b'OK Read',10:03:32
56B,2,64,100,4237.049,3586.992,6148.476,7205.232,9479.769,5128.248,White LED,12.5 mA,b'OK Read',10:03:33
56B,2,64,100,8180.469,6969.97,12033.945,14068.037,18265.723,9717.766,White LED,25 mA,b'OK Read',10:03:34
56B,2,64,100,13301.338,11302.984,19679.955,22978.269,29612.182,15641.5,White LED,50 mA,b'OK Read',10:03:35
56B,2,64,100,15033.742,12734.126,22250.989,25984.016,33409.282,17631.361,White LED,100 mA,b'OK Read',10:03:37
56B,2,64,150,4232.155,3574.812,6124.323,7183.037,9471.116,5129.012,White LED,12.5 mA,b'OK Read',10:03:38
56B,2,64,150,8164.81,6926.325,11949.853,14015.721,18205.939,9715.474,White LED,25 mA,b'OK Read',10:03:39
56B,2,64,150,13254.357,11278.623,19580.656,22926.747,29579.144,15669.774,White LED,50 mA,b'OK Read',10:03:40
56B,2,64,150,15023.953,12732.095,22166.004,25927.738,33370.736,17647.407,White LED,100 mA,b'OK Read',10:03:41
56B,2,64,200,4223.836,3577.857,6118.955,7174.318,9452.629,5124.809,White LED,12.5 mA,b'OK Read',10:03:42
56B,2,64,200,8159.916,6951.7,11941.355,13988.375,18157.167,9694.841,White LED,25 mA,b'OK Read',10:03:43
56B,2,64,200,13289.592,11309.073,19612.861,22942.6,29554.365,15656.4,White LED,50 mA,b'OK Read',10:03:44
56B,2,64,200,15055.764,12784.368,22193.289,25938.833,33349.104,17633.654,White LED,100 mA,b'OK Read',10:03:46
56B,2,64,250,4225.891,3580.902,6121.102,7176.696,9433.042,5114.035,White LED,12.5 mA,b'OK Read',10:03:47
56B,2,64,250,8171.074,6965.707,11966.315,13999.551,18147.727,9682.462,White LED,25 mA,b'OK Read',10:03:48
56B,2,64,250,13310.734,11330.997,19623.596,22949.258,29544.217,15647.46,White LED,50 mA,b'OK Read',10:03:50
56B,2,64,250,15088.943,12788.935,22244.012,25968.32,33348.395,17608.894,White LED,100 mA,b'OK Read',10:03:52
56B,3,64,50,4245.858,3617.441,6183.365,7224.256,9477.409,5121.37,White LED,12.5 mA,b'OK Read',10:03:56
56B,3,64,50,8192.215,6985.194,12055.415,14077.549,18256.283,9715.474,White LED,25 mA,b'OK Read',10:03:57
56B,3,64,50,13254.358,11339.522,19671.903,22971.135,29546.106,15620.868,White LED,50 mA,b'OK Read',10:03:58
56B,3,64,50,14975.016,12776.755,22242.937,25967.371,33369.162,17615.314,White LED,100 mA,b'OK Read',10:03:59
56B,3,64,100,4237.049,3602.217,6148.476,7195.72,9465.609,5123.663,White LED,12.5 mA,b'OK Read',10:04:00
56B,3,64,100,8180.469,6979.104,12012.474,14041.879,18176.046,9690.256,White LED,25 mA,b'OK Read',10:04:01
56B,3,64,100,13289.592,11351.703,19677.27,22973.513,29517.786,15616.283,White LED,50 mA,b'OK Read',10:04:02
56B,3,64,100,15027.869,12807.206,22245.623,25964.993,33347.925,17617.606,White LED,100 mA,b'OK Read',10:04:03
56B,3,64,150,4239.985,3601.202,6144.003,7192.549,9449.09,5115.257,White LED,12.5 mA,b'OK Read',10:04:04
56B,3,64,150,8184.385,6977.075,12008.897,14042.671,18169.753,9681.851,White LED,25 mA,b'OK Read',10:04:06
56B,3,64,150,13328.744,11359.823,19729.157,23004.426,29575.996,15623.924,White LED,50 mA,b'OK Read',10:04:07
56B,3,64,150,15074.85,12817.355,22287.668,26000.661,33373.883,17619.899,White LED,100 mA,b'OK Read',10:04:08
56B,3,64,200,4242.921,3597.649,6159.211,7193.342,9450.27,5109.908,White LED,12.5 mA,b'OK Read',10:04:09
56B,3,64,200,8209.832,6985.195,12032.603,14034.745,18163.066,9666.185,White LED,25 mA,b'OK Read',10:04:10
56B,3,64,200,13385.022,11391.288,19767.177,23035.339,29529.585,15592.212,White LED,50 mA,b'OK Read',10:04:11
56B,3,64,200,15149.724,12852.88,22348.945,26041.086,33347.925,17583.219,White LED,100 mA,b'OK Read',10:04:12
56B,3,64,250,4255.253,3605.262,6166.189,7199.524,9444.37,5103.948,White LED,12.5 mA,b'OK Read',10:04:13
56B,3,64,250,8225.101,6994.939,12047.9,14036.647,18137.344,9645.782,White LED,25 mA,b'OK Read',10:04:15
56B,3,64,250,13409.393,11402.858,19770.666,23024.4,29544.217,15600.693,White LED,50 mA,b'OK Read',10:04:17
56B,3,64,250,15177.032,12868.105,22323.451,26005.418,33276.656,17534.619,White LED,100 mA,b'OK Read',10:04:19
56B,4,64,50,4263.475,3641.802,6204.835,7233.767,9477.409,5098.446,White LED,12.5 mA,b'OK Read',10:04:22
56B,4,64,50,8250.941,7040.004,12146.663,14115.596,18209.086,9660.454,White LED,25 mA,b'OK Read',10:04:23
56B,4,64,50,13365.937,11412.603,19827.561,23037.717,29498.906,15529.169,White LED,50 mA,b'OK Read',10:04:24
56B,4,64,50,15127.702,12910.735,22446.905,26052.976,33298.367,17500.69,White LED,100 mA,b'OK Read',10:04:26
56B,4,64,100,4278.157,3626.577,6199.468,7219.499,9449.09,5086.983,White LED,12.5 mA,b'OK Read',10:04:27
56B,4,64,100,8239.195,7024.78,12071.517,14068.037,18150.088,9646.699,White LED,25 mA,b'OK Read',10:04:28
56B,4,64,100,13404.108,11427.827,19832.929,23042.473,29494.187,15536.046,White LED,50 mA,b'OK Read',10:04:29
56B,4,64,100,15168.811,12919.869,22409.331,26031.575,33272.407,17509.859,White LED,100 mA,b'OK Read',10:04:30
56B,4,64,150,4271.305,3619.472,6190.522,7216.329,9431.784,5072.465,White LED,12.5 mA,b'OK Read',10:04:31
56B,4,64,150,8264.643,7017.675,12100.144,14064.867,18143.008,9613.077,White LED,25 mA,b'OK Read',10:04:32
56B,4,64,150,13448.152,11428.842,19857.977,23048.815,29505.199,15518.47,White LED,50 mA,b'OK Read',10:04:33
56B,4,64,150,15223.622,12920.885,22457.638,26056.147,33285.781,17476.237,White LED,100 mA,b'OK Read',10:04:35
56B,4,64,200,4269.348,3612.874,6184.707,7206.421,9397.172,5036.549,White LED,12.5 mA,b'OK Read',10:04:36
56B,4,64,200,8256.813,7023.257,12086.278,14049.013,18088.729,9572.194,White LED,25 mA,b'OK Read',10:04:37
56B,4,64,200,13462.833,11438.485,19855.741,23044.851,29452.888,15478.734,White LED,50 mA,b'OK Read',10:04:38
56B,4,64,200,15243.685,12922.915,22448.245,26049.409,33268.867,17462.865,White LED,100 mA,b'OK Read',10:04:39
56B,4,64,250,4264.65,3615.006,6186.585,7202.378,9376.404,5014.083,White LED,12.5 mA,b'OK Read',10:04:40
56B,4,64,250,8259.162,7025.389,12092.987,14041.403,18062.771,9544.914,White LED,25 mA,b'OK Read',10:04:42
56B,4,64,250,13463.421,11461.322,19897.338,23072.912,29436.606,15452.142,White LED,50 mA,b'OK Read',10:04:44
56B,4,64,250,15243.979,12949.711,22479.107,26053.928,33220.016,17427.332,White LED,100 mA,b'OK Read',10:04:45
56C,1,64,50,6406.958,4664.916,8040.521,9616.487,12568.894,6964.514,White LED,12.5 mA,b'OK Read',10:04:58
56C,1,64,50,12408.709,9116.684,15705.317,18766.895,24264.621,13305.476,White LED,25 mA,b'OK Read',10:04:59
56C,1,64,50,19972.561,14567.207,25549.321,30404.651,39202.866,21333.694,White LED,50 mA,b'OK Read',10:05:00
56C,1,64,50,22562.359,16491.637,28941.584,34385.364,44257.798,24029.636,White LED,100 mA,b'OK Read',10:05:01
56C,1,64,100,6401.085,4646.646,8032.47,9568.928,12542.934,6943.881,White LED,12.5 mA,b'OK Read',10:05:02
56C,1,64,100,12408.71,8924.85,15756.309,18688.422,24290.578,13255.041,White LED,25 mA,b'OK Read',10:05:03
56C,1,64,100,20034.222,14494.127,25637.886,30416.541,39290.183,21324.524,White LED,50 mA,b'OK Read',10:05:05
56C,1,64,100,22671.001,16269.353,29038.198,34368.718,44389.956,24034.219,White LED,100 mA,b'OK Read',10:05:06
56C,1,64,150,6395.213,4599.957,8072.726,9578.44,12521.696,6921.721,White LED,12.5 mA,b'OK Read',10:05:07
56C,1,64,150,12389.134,8929.925,15780.462,18667.02,24248.888,13213.778,White LED,25 mA,b'OK Read',10:05:08
56C,1,64,150,20074.352,14492.096,25758.654,30474.404,39295.69,21309.242,White LED,50 mA,b'OK Read',10:05:09
56C,1,64,150,22713.086,16341.418,29156.283,34424.997,44389.954,24006.711,White LED,100 mA,b'OK Read',10:05:10
56C,1,64,200,6390.808,4616.197,8066.017,9561.794,12507.537,6911.787,White LED,12.5 mA,b'OK Read',10:05:12
56C,1,64,200,12392.56,8932.462,15787.172,18662.263,24223.323,13194.292,White LED,25 mA,b'OK Read',10:05:13
56C,1,64,200,20109.098,14561.117,25785.491,30505.715,39270.125,21301.599,White LED,50 mA,b'OK Read',10:05:14
56C,1,64,200,22767.898,16328.73,29126.763,34406.765,44418.272,24020.466,White LED,100 mA,b'OK Read',10:05:15
56C,1,64,250,6403.435,4556.515,8043.742,9539.441,12534.911,6907.66,White LED,12.5 mA,b'OK Read',10:05:16
56C,1,64,250,12400.488,8813.403,15713.905,18601.387,24247.629,13201.856,White LED,25 mA,b'OK Read',10:05:18
56C,1,64,250,19267.854,13704.867,24625.037,29085.356,37700.074,20407.537,White LED,50 mA,b'OK Read',10:05:19
56C,1,64,250,21716.709,15567.18,27820.848,32854.906,42288.688,22898.99,White LED,100 mA,b'OK Read',10:05:21
56C,2,64,50,6395.213,4597.927,8131.769,9611.731,12634.972,6959.928,White LED,12.5 mA,b'OK Read',10:05:34
56C,2,64,50,12396.964,8927.895,15882.445,18762.138,24401.496,13282.551,White LED,25 mA,b'OK Read',10:05:35
56C,2,64,50,19126.913,13781.601,24690.52,29144.331,37716.123,20407.538,White LED,50 mA,b'OK Read',10:05:36
56C,2,64,50,21528.789,15462.431,27792.937,32801.638,42412.348,22920.08,White LED,100 mA,b'OK Read',10:05:37
56C,2,64,100,6401.085,4585.747,8094.197,9580.818,12578.334,6941.589,White LED,12.5 mA,b'OK Read',10:05:38
56C,2,64,100,12388.156,8909.625,15836.821,18702.689,24318.899,13243.579,White LED,25 mA,b'OK Read',10:05:39
56C,2,64,100,19194.447,13787.691,24714.673,29163.355,37727.922,20416.708,White LED,50 mA,b'OK Read',10:05:40
56C,2,64,100,21622.749,15495.927,27838.562,32830.173,42412.349,22926.958,White LED,100 mA,b'OK Read',10:05:41
56C,2,64,150,6401.085,4581.687,8088.829,9573.684,12572.041,6937.004,White LED,12.5 mA,b'OK Read',10:05:42
56C,2,64,150,12398.922,8879.175,15812.668,18673.361,24303.953,13233.646,White LED,25 mA,b'OK Read',10:05:44
56C,2,64,150,19232.619,13789.72,24694.098,29141.159,37728.708,20430.462,White LED,50 mA,b'OK Read',10:05:45
56C,2,64,150,21685.389,15442.132,27753.577,32768.346,42421.787,22952.176,White LED,100 mA,b'OK Read',10:05:46
56C,2,64,200,6401.085,4564.432,8052.598,9551.093,12557.095,6940.443,White LED,12.5 mA,b'OK Read',10:05:47
56C,2,64,200,12389.624,8835.023,15734.839,18621.838,24263.44,13236.702,White LED,25 mA,b'OK Read',10:05:48
56C,2,64,200,19219.406,13751.151,24538.889,29055.156,37654.766,20449.949,White LED,50 mA,b'OK Read',10:05:49
56C,2,64,200,21640.366,15401.532,27583.606,32675.608,42307.334,22962.493,White LED,100 mA,b'OK Read',10:05:50
56C,2,64,250,6374.072,4544.335,8025.493,9527.076,12544.352,6941.589,White LED,12.5 mA,b'OK Read',10:05:51
56C,2,64,250,12320.621,8817.058,15639.834,18554.779,24192.879,13231.2,White LED,25 mA,b'OK Read',10:05:53
56C,2,64,250,19119.865,13648.839,24442.541,28973.117,37569.809,20430.463,White LED,50 mA,b'OK Read',10:05:55
56C,2,64,250,21539.359,15363.774,27502.019,32585.721,42226.387,22926.5,White LED,100 mA,b'OK Read',10:05:57
56C,3,64,50,6348.233,4555.297,8051.256,9559.416,12597.213,6973.684,White LED,12.5 mA,b'OK Read',10:06:01
56C,3,64,50,12267.768,8891.355,15592.6,18600.437,24207.984,13305.476,White LED,25 mA,b'OK Read',10:06:02
56C,3,64,50,18897.883,13489.282,24352.368,28854.219,37536.77,20398.368,White LED,50 mA,b'OK Read',10:06:03
56C,3,64,50,21199.925,15200.562,27427.947,32468.723,42181.079,22887.986,White LED,100 mA,b'OK Read',10:06:04
56C,3,64,100,6312.997,4512.667,7997.582,9499.967,12542.934,6959.928,White LED,12.5 mA,b'OK Read',10:06:05
56C,3,64,100,12214.916,8760.421,15630.172,18545.744,24233.943,13264.211,White LED,25 mA,b'OK Read',10:06:06
56C,3,64,100,18847.966,13528.867,24344.317,28832.818,37494.289,20384.613,White LED,50 mA,b'OK Read',10:06:08
56C,3,64,100,21196.99,15234.058,27382.324,32430.676,42100.84,22865.061,White LED,100 mA,b'OK Read',10:06:09
56C,3,64,150,6293.422,4508.607,7976.112,9488.077,12521.696,6950.758,White LED,12.5 mA,b'OK Read',10:06:10
56C,3,64,150,12171.85,8769.556,15594.39,18506.903,24187.531,13245.872,White LED,25 mA,b'OK Read',10:06:11
56C,3,64,150,18803.923,13491.312,24271.856,28757.513,37415.628,20341.82,White LED,50 mA,b'OK Read',10:06:12
56C,3,64,150,21143.158,15176.203,27236.506,32267.389,41894.74,22750.44,White LED,100 mA,b'OK Read',10:06:13
56C,3,64,200,6285.102,4509.622,7992.214,9490.455,12519.336,6943.881,White LED,12.5 mA,b'OK Read',10:06:14
56C,3,64,200,12175.276,8761.943,15616.754,18519.586,24170.225,13226.387,White LED,25 mA,b'OK Read',10:06:15
56C,3,64,200,18574.893,13349.213,23808.906,28224.058,36669.502,19957.068,White LED,50 mA,b'OK Read',10:06:16
56C,3,64,200,20624.414,14803.193,26542.31,31433.12,40819.407,22171.592,White LED,100 mA,b'OK Read',10:06:18
56C,3,64,250,6281.285,4499.27,7997.582,9476.663,12515.088,6944.34,White LED,12.5 mA,b'OK Read',10:06:19
56C,3,64,250,12157.364,8745.196,15599.041,18485.344,24148.514,13209.192,White LED,25 mA,b'OK Read',10:06:21
56C,3,64,250,18287.137,13167.731,23575.152,27950.592,36322.828,19770.232,White LED,50 mA,b'OK Read',10:06:22
56C,3,64,250,20550.42,14764.522,26413.488,31348.227,40686.781,22155.315,White LED,100 mA,b'OK Read',10:06:24
56C,4,64,50,6266.017,4573.567,7997.582,9511.858,12531.136,6959.928,White LED,12.5 mA,b'OK Read',10:06:28
56C,4,64,50,12132.699,8793.916,15635.541,18552.877,24236.301,13264.211,White LED,25 mA,b'OK Read',10:06:29
56C,4,64,50,18116.834,13105.614,23552.61,27903.032,36304.895,19733.552,White LED,50 mA,b'OK Read',10:06:30
56C,4,64,50,20336.659,14719.455,26424.223,31322.547,40675.451,22108.548,White LED,100 mA,b'OK Read',10:06:31
56C,4,64,100,6263.08,4543.117,7970.744,9478.566,12500.456,6948.466,White LED,12.5 mA,b'OK Read',10:06:32
