Fruit number,Read number,gain,integration time,450 nm,500 nm,550 nm,570 nm,600 nm,650 nm,led,led current,saturation check,time
24A,4,64,150,10137.988,7111.054,12846.227,14651.431,19431.52,11138.331,White LED,25 mA,b'OK Read',10:01:07
24A,4,64,150,19064.272,13359.363,24219.969,27589.141,36309.616,20615.387,White LED,50 mA,b'OK Read',10:01:08
24A,4,64,150,24596.219,17191.984,31337.279,35693.242,46814.372,26514.67,White LED,100 mA,b'OK Read',10:01:09
24A,4,64,200,5297.045,3695.089,6603.372,7554.792,10068.567,5871.007,White LED,12.5 mA,b'OK Read',10:01:10
24A,4,64,200,10265.227,7196.821,12914.215,14742.19,19484.618,11172.336,White LED,25 mA,b'OK Read',10:01:11
24A,4,64,200,19245.833,13478.624,24277.222,27669.993,36315.515,20624.175,White LED,50 mA,b'OK Read',10:01:12
24A,4,64,200,24852.654,17321.395,31430.764,35821.653,46889.102,26566.25,White LED,100 mA,b'OK Read',10:01:13
24A,4,64,250,5308.79,3706.355,6607.398,7559.073,10067.387,5872.382,White LED,12.5 mA,b'OK Read',10:01:15
24A,4,64,250,10284.019,7205.652,12906.701,14746.232,19471.166,11171.648,White LED,25 mA,b'OK Read',10:01:16
24A,4,64,250,19271.377,13484.41,24218.18,27626.238,36235.043,20588.184,White LED,50 mA,b'OK Read',10:01:18
24A,4,64,250,24898.461,17341.797,31404.195,35814.996,46857.48,26551.348,White LED,100 mA,b'OK Read',10:01:20
24B,1,64,50,5232.447,3367.753,6172.63,7248.035,10374.176,5327.693,White LED,12.5 mA,b'OK Read',10:02:26
24B,1,64,50,10282.844,6808.586,11706.527,14172.667,19983.739,10435.307,White LED,25 mA,b'OK Read',10:02:27
24B,1,64,50,19361.815,13111.704,21792.068,26718.806,37253.579,19463.042,White LED,50 mA,b'OK Read',10:02:28
24B,1,64,50,24130.329,16284.577,27374.272,33515.03,46646.031,24313.902,White LED,100 mA,b'OK Read',10:02:29
24B,1,64,100,5346.962,3586.992,5839.845,7217.121,10237.301,5472.118,White LED,12.5 mA,b'OK Read',10:02:30
24B,1,64,100,10347.443,7015.644,11341.537,14089.439,19743.029,10467.402,White LED,25 mA,b'OK Read',10:02:31
24B,1,64,100,19361.815,13151.289,21429.761,26547.593,36925.552,19421.777,White LED,50 mA,b'OK Read',10:02:32
24B,1,64,100,24306.506,16534.266,26979.761,33488.87,46438.359,24414.77,White LED,100 mA,b'OK Read',10:02:33
24B,1,64,150,5347.94,3617.442,5775.434,7198.891,10169.65,5469.826,White LED,12.5 mA,b'OK Read',10:02:34
24B,1,64,150,10333.74,7029.854,11277.126,14049.012,19661.217,10452.119,White LED,25 mA,b'OK Read',10:02:35
24B,1,64,150,19320.706,13174.634,21198.063,26398.574,36682.48,19362.173,White LED,50 mA,b'OK Read',10:02:36
24B,1,64,150,24357.402,16552.536,26864.359,33426.25,46354.974,24411.712,White LED,100 mA,b'OK Read',10:02:37
24B,1,64,200,5339.621,3606.784,5757.99,7180.263,10159.423,5460.656,White LED,12.5 mA,b'OK Read',10:02:38
24B,1,64,200,10321.016,7004.987,11251.631,14018.099,19629.752,10435.308,White LED,25 mA,b'OK Read',10:02:39
24B,1,64,200,19303.09,13110.182,21147.966,26297.908,36579.824,19297.983,White LED,50 mA,b'OK Read',10:02:41
24B,1,64,200,24413.682,16567.761,26794.583,33396.13,46307.383,24411.331,White LED,100 mA,b'OK Read',10:02:42
24B,1,64,250,5339.327,3612.57,5729.274,7174.794,10128.745,5461.572,White LED,12.5 mA,b'OK Read',10:02:44
24B,1,64,250,10323.952,7031.479,11190.173,14000.502,19585.387,10436.225,White LED,25 mA,b'OK Read',10:02:46
24B,1,64,250,19301.914,13157.987,21006.266,26251.773,36465.367,19286.062,White LED,50 mA,b'OK Read',10:02:47
24B,1,64,250,24465.066,16574.461,26694.746,33407.543,46261.836,24434.025,White LED,100 mA,b'OK Read',10:02:49
24B,2,64,50,5314.663,3538.272,5866.682,7200.476,10180.663,5387.297,White LED,12.5 mA,b'OK Read',10:02:52
24B,2,64,50,10306.334,6930.385,11464.989,14087.06,19799.667,10430.722,White LED,25 mA,b'OK Read',10:02:53
24B,2,64,50,19303.09,13123.885,21491.487,26566.616,37022.307,19444.702,White LED,50 mA,b'OK Read',10:02:54
24B,2,64,50,24171.438,16412.467,27025.383,33443.689,46485.557,24378.091,White LED,100 mA,b'OK Read',10:02:55
24B,2,64,100,5341.089,3596.127,5821.058,7198.097,10194.823,5460.656,White LED,12.5 mA,b'OK Read',10:02:57
24B,2,64,100,10300.463,6887.755,11422.049,14037.123,19719.429,10400.921,White LED,25 mA,b'OK Read',10:02:58
24B,2,64,100,19273.727,12965.545,21521.008,26423.938,36838.235,19279.645,White LED,50 mA,b'OK Read',10:02:59
24B,2,64,100,24262.464,16299.802,27175.674,33412.776,46466.68,24295.561,White LED,100 mA,b'OK Read',10:03:00
24B,2,64,150,5334.238,3566.692,5811.218,7179.866,10169.65,5445.372,White LED,12.5 mA,b'OK Read',10:03:01
24B,2,64,150,10312.207,6938.505,11341.537,14017.306,19654.925,10401.685,White LED,25 mA,b'OK Read',10:03:02
24B,2,64,150,19281.558,13000.055,21328.674,26330.405,36662.028,19247.551,White LED,50 mA,b'OK Read',10:03:03
24B,2,64,150,24343.699,16382.017,27061.169,33394.544,46383.294,24306.26,White LED,100 mA,b'OK Read',10:03:04
24B,2,64,200,5335.217,3573.29,5790.195,7174.318,10151.164,5441.169,White LED,12.5 mA,b'OK Read',10:03:05
24B,2,64,200,10315.144,6947.133,11316.041,14000.265,19628.573,10390.605,White LED,25 mA,b'OK Read',10:03:06
24B,2,64,200,19279.6,13000.561,21252.634,26265.803,36557.405,19206.285,White LED,50 mA,b'OK Read',10:03:07
24B,2,64,200,24401.936,16392.675,26990.496,33371.162,46335.703,24305.876,White LED,100 mA,b'OK Read',10:03:08
24B,2,64,250,5333.455,3578.466,5776.508,7168.135,10140.072,5438.648,White LED,12.5 mA,b'OK Read',10:03:10
24B,2,64,250,10311.033,6953.527,11287.861,13990.039,19603.322,10385.791,White LED,25 mA,b'OK Read',10:03:12
24B,2,64,250,19271.377,13009.393,21131.865,26210.873,36441.77,19191.613,White LED,50 mA,b'OK Read',10:03:14
24B,2,64,250,24435.703,16483.111,26820.346,33342.863,46208.031,24327.656,White LED,100 mA,b'OK Read',10:03:16
24B,3,64,50,5285.299,3520.002,5920.357,7229.011,10232.581,5419.391,White LED,12.5 mA,b'OK Read',10:03:28
24B,3,64,50,10282.844,6906.025,11534.767,14110.84,19823.266,10416.968,White LED,25 mA,b'OK Read',10:03:29
24B,3,64,50,19303.09,13099.524,21555.898,26604.663,37017.588,19421.778,White LED,50 mA,b'OK Read',10:03:30
24B,3,64,50,24147.947,16442.917,27025.383,33443.689,46386.44,24327.656,White LED,100 mA,b'OK Read',10:03:31
24B,3,64,100,5344.025,3617.442,5767.383,7195.72,10154.704,5465.241,White LED,12.5 mA,b'OK Read',10:03:32
24B,3,64,100,10332.761,7030.87,11250.289,14037.123,19622.673,10437.6,White LED,25 mA,b'OK Read',10:03:33
24B,3,64,100,19323.644,13200.008,21164.07,26412.048,36642.363,19355.296,White LED,50 mA,b'OK Read',10:03:34
24B,3,64,100,24309.443,16564.717,26773.113,33408.02,46249.565,24384.968,White LED,100 mA,b'OK Read',10:03:35
24B,3,64,150,5345.983,3621.502,5732.495,7173.525,10117.732,5459.127,White LED,12.5 mA,b'OK Read',10:03:37
24B,3,64,150,10329.825,7031.885,11194.825,14004.624,19565.249,10423.082,White LED,25 mA,b'OK Read',10:03:37
24B,3,64,150,19320.706,13182.753,21071.033,26325.649,36509.421,19296.455,White LED,50 mA,b'OK Read',10:03:39
24B,3,64,150,24402.425,16589.075,26764.167,33408.812,46229.115,24382.674,White LED,100 mA,b'OK Read',10:03:40
24B,3,64,200,5345.494,3625.054,5716.392,7169.562,10105.145,5451.486,White LED,12.5 mA,b'OK Read',10:03:41
24B,3,64,200,10332.761,7041.527,11163.068,13997.887,19540.076,10420.406,White LED,25 mA,b'OK Read',10:03:42
24B,3,64,200,19316.303,13181.738,20969.497,26259.858,36414.631,19273.914,White LED,50 mA,b'OK Read',10:03:43
24B,3,64,200,24463.599,16645.409,26677.839,33392.564,46181.128,24397.576,White LED,100 mA,b'OK Read',10:03:45
24B,3,64,250,5342.851,3624.75,5713.172,7170.989,10112.697,5453.319,White LED,12.5 mA,b'OK Read',10:03:46
24B,3,64,250,10327.476,7037.568,11161.189,13994.795,19538.188,10418.803,White LED,25 mA,b'OK Read',10:03:48
24B,3,64,250,19306.613,13167.731,20935.414,26219.434,36361.531,19252.135,White LED,50 mA,b'OK Read',10:03:50
24B,3,64,250,24514.394,16693.824,26608.865,33386.617,46181.602,24420.271,White LED,100 mA,b'OK Read',10:03:52
24B,4,64,50,5385.133,3562.632,5968.664,7295.594,10336.417,5446.901,White LED,12.5 mA,b'OK Read',10:04:00
24B,4,64,50,10453.148,6948.655,11690.425,14224.981,20049.817,10467.403,White LED,25 mA,b'OK Read',10:04:01
24B,4,64,50,19649.571,13142.153,21894.05,26918.555,37499.011,19559.325,White LED,50 mA,b'OK Read',10:04:02
24B,4,64,50,24670.606,16515.996,27567.502,33881.235,47089.698,24501.882,White LED,100 mA,b'OK Read',10:04:03
24B,4,64,100,5452.668,3623.532,5901.571,7286.083,10312.818,5501.92,White LED,12.5 mA,b'OK Read',10:04:04
24B,4,64,100,10576.472,7061.319,11491.827,14227.359,19924.741,10524.714,White LED,25 mA,b'OK Read',10:04:05
24B,4,64,100,19746.467,13200.008,21690.085,26778.254,37244.141,19479.089,White LED,50 mA,b'OK Read',10:04:06
24B,4,64,100,24861.463,16579.942,27473.572,33902.637,47044.858,24554.61,White LED,100 mA,b'OK Read',10:04:07
24B,4,64,150,5475.179,3639.772,5866.682,7278.156,10284.499,5504.976,White LED,12.5 mA,b'OK Read',10:04:08
24B,4,64,150,10574.515,7052.184,11472.146,14204.373,19887.77,10497.969,White LED,25 mA,b'OK Read',10:04:09
24B,4,64,150,19763.107,13198.993,21580.946,26677.588,37099.398,19423.306,White LED,50 mA,b'OK Read',10:04:10
24B,4,64,150,24974.02,16633.735,27399.32,33860.625,46985.859,24552.318,White LED,100 mA,b'OK Read',10:04:12
24B,4,64,200,5464.413,3626.577,5859.973,7270.626,10279.779,5495.043,White LED,12.5 mA,b'OK Read',10:04:12
24B,4,64,200,10583.814,7050.662,11420.708,14190.502,19849.225,10500.643,White LED,25 mA,b'OK Read',10:04:14
24B,4,64,200,19796.384,13218.279,21456.599,26612.986,36977.471,19402.291,White LED,50 mA,b'OK Read',10:04:15
24B,4,64,200,25105.173,16703.263,27283.025,33874.102,46918.603,24587.852,White LED,100 mA,b'OK Read',10:04:17
24B,4,64,250,5481.443,3641.802,5830.183,7267.059,10254.292,5496.418,White LED,12.5 mA,b'OK Read',10:04:18
24B,4,64,250,10604.66,7080.198,11401.652,14185.983,19824.209,10493.078,White LED,25 mA,b'OK Read',10:04:20
24B,4,64,250,19818.699,13228.631,21390.578,26584.69,36891.098,19378.68,White LED,50 mA,b'OK Read',10:04:22
24B,4,64,250,25177.994,16740.107,27234.717,33858.406,46868.809,24584.412,White LED,100 mA,b'OK Read',10:04:24
24C,1,64,50,4069.681,3861.041,6618.133,8070.811,10440.252,4942.558,White LED,12.5 mA,b'OK Read',10:04:44
24C,1,64,50,8233.323,7435.852,12887.378,15761.147,20328.286,9600.85,White LED,25 mA,b'OK Read',10:04:45
24C,1,64,50,15415.458,13970.39,24245.017,29648.459,38037.071,17872.069,White LED,50 mA,b'OK Read',10:04:46
24C,1,64,50,19314.835,17466.031,30524.998,37310.259,47816.548,22434.077,White LED,100 mA,b'OK Read',10:04:47
24C,1,64,100,4342.755,3842.771,6561.774,8082.701,10508.69,5054.889,White LED,12.5 mA,b'OK Read',10:04:48
24C,1,64,100,8430.053,7444.987,12723.67,15687.431,20264.569,9644.407,White LED,25 mA,b'OK Read',10:04:49
24C,1,64,100,15650.36,13930.805,23906.865,29436.819,37824.678,17876.654,White LED,50 mA,b'OK Read',10:04:50
24C,1,64,100,19725.913,17529.977,30197.58,37234.165,47762.271,22569.333,White LED,100 mA,b'OK Read',10:04:51
24C,1,64,150,4355.479,3834.651,6516.15,8053.372,10462.279,5041.898,White LED,12.5 mA,b'OK Read',10:04:52
24C,1,64,150,8354.689,7413.523,12669.099,15631.152,20189.839,9616.134,White LED,25 mA,b'OK Read',10:04:53
24C,1,64,150,15595.55,13909.49,23767.31,29348.835,37735,17876.655,White LED,50 mA,b'OK Read',10:04:54
24C,1,64,150,19485.138,17425.431,30303.141,37205.628,47676.527,22438.664,White LED,100 mA,b'OK Read',10:04:55
24C,1,64,200,4344.223,3826.023,6552.381,8070.811,10486.272,5033.11,White LED,12.5 mA,b'OK Read',10:04:56
24C,1,64,200,8522.546,7434.33,12702.198,15725.477,20296.428,9679.94,White LED,25 mA,b'OK Read',10:04:57
24C,1,64,200,16315.427,14020.632,23835.745,29531.939,37855.357,17928.235,White LED,50 mA,b'OK Read',10:04:59
24C,1,64,200,20611.201,17705.064,30643.083,37693.11,48151.655,22639.253,White LED,100 mA,b'OK Read',10:05:00
24C,1,64,250,4492.505,3862.258,6605.251,8154.515,10563.912,5070.019,White LED,12.5 mA,b'OK Read',10:05:02
24C,1,64,250,8651.448,7484.572,12861.614,15818.218,20378.316,9656.786,White LED,25 mA,b'OK Read',10:05:04
24C,1,64,250,16072.01,13947.248,24031.391,29520.049,37855.828,17838.141,White LED,50 mA,b'OK Read',10:05:06
24C,1,64,250,20317.867,17618.281,30599.068,37571.836,48062.922,22611.057,White LED,100 mA,b'OK Read',10:05:07
24C,2,64,50,4562.975,3934.12,6704.013,8246.78,10652.646,5084.691,White LED,12.5 mA,b'OK Read',10:05:13
24C,2,64,50,8785.343,7575.921,13064.506,16032.235,20592.598,9724.644,White LED,25 mA,b'OK Read',10:05:14
24C,2,64,50,16366.811,14238.348,24647.58,30185.879,38565.691,18087.561,White LED,50 mA,b'OK Read',10:05:15
24C,2,64,50,20665.523,17898.419,31126.157,38090.232,48557.558,22736.685,White LED,100 mA,b'OK Read',10:05:16
24C,2,64,100,4604.083,3928.03,6704.013,8246.78,10659.725,5096.153,White LED,12.5 mA,b'OK Read',10:05:17
24C,2,64,100,8879.303,7591.147,13029.617,16010.834,20561.919,9726.936,White LED,25 mA,b'OK Read',10:05:18
24C,2,64,100,16534.18,14223.124,24510.708,30059.846,38383.977,18032.543,White LED,50 mA,b'OK Read',10:05:19
24C,2,64,100,20918.042,17941.05,31069.8,38128.279,48590.601,22805.459,White LED,100 mA,b'OK Read',10:05:20
24C,2,64,150,4627.574,3926,6698.646,8242.024,10649.499,5095.389,White LED,12.5 mA,b'OK Read',10:05:21
24C,2,64,150,8902.794,7588.101,13019.776,16002.114,20542.253,9720.059,White LED,25 mA,b'OK Read',10:05:22
24C,2,64,150,16597.8,14203.838,24481.188,30014.665,38345.433,18020.316,White LED,50 mA,b'OK Read',10:05:24
24C,2,64,150,21039.409,17953.229,31126.159,38193.278,48655.104,22832.967,White LED,100 mA,b'OK Read',10:05:25
24C,2,64,200,4651.064,3938.688,6699.987,8268.182,10678.605,5128.248,White LED,12.5 mA,b'OK Read',10:05:26
24C,2,64,200,8946.838,7612.461,12979.967,16032.235,20573.718,9776.224,White LED,25 mA,b'OK Read',10:05:27
24C,2,64,200,16685.398,14247.483,24333.582,29988.508,38264.802,18042.859,White LED,50 mA,b'OK Read',10:05:28
24C,2,64,200,21169.094,18004.994,31124.817,38213.887,48673.198,22847.869,White LED,100 mA,b'OK Read',10:05:30
24C,2,64,250,4656.936,3931.684,6716.895,8267.706,10675.301,5114.035,White LED,12.5 mA,b'OK Read',10:05:31
24C,2,64,250,8954.473,7601.499,13024.786,16019.869,20568.998,9731.979,White LED,25 mA,b'OK Read',10:05:33
24C,2,64,250,16741.481,14244.439,24397.455,30025.127,38300.438,18035.293,White LED,50 mA,b'OK Read',10:05:35
24C,2,64,250,21331.471,18065.285,31175.539,38307.102,48749.184,22893.488,White LED,100 mA,b'OK Read',10:05:37
24C,3,64,50,4692.172,3988.93,6843.568,8394.214,10784.8,5125.955,White LED,12.5 mA,b'OK Read',10:05:43
24C,3,64,50,9120.078,7734.261,13332.881,16336.615,20871.067,9825.512,White LED,25 mA,b'OK Read',10:05:44
24C,3,64,50,17018.666,14506.308,25087.715,30694.763,39032.954,18266.374,White LED,50 mA,b'OK Read',10:05:45
24C,3,64,50,21522.915,18275.998,31571.66,38760.818,49133.379,23007.195,White LED,100 mA,b'OK Read',10:05:46
24C,3,64,100,4836.049,4034.605,6797.944,8408.481,10777.721,5158.05,White LED,12.5 mA,b'OK Read',10:05:47
24C,3,64,100,9281.574,7779.936,13263.103,16305.701,20814.429,9825.512,White LED,25 mA,b'OK Read',10:05:48
24C,3,64,100,17271.185,14542.847,24907.903,30635.312,38881.919,18250.327,White LED,50 mA,b'OK Read',10:05:49
24C,3,64,100,21819.48,18342.987,31646.807,38829.778,49206.538,23034.704,White LED,100 mA,b'OK Read',10:05:50
24C,3,64,150,4803.75,4005.17,6813.152,8391.043,10769.067,5145.824,White LED,12.5 mA,b'OK Read',10:05:51
24C,3,64,150,9261.02,7752.531,13259.525,16289.054,20795.55,9819.399,White LED,25 mA,b'OK Read',10:05:53
24C,3,64,150,17245.737,14488.037,24889.118,30518.792,38767.07,18176.203,White LED,50 mA,b'OK Read',10:05:54
24C,3,64,150,21779.351,18284.118,31682.588,38789.352,49182.152,23007.196,White LED,100 mA,b'OK Read',10:05:55
24C,3,64,200,4778.792,3993.497,6811.363,8370.434,10763.561,5139.71,White LED,12.5 mA,b'OK Read',10:05:56
24C,3,64,200,9290.383,7761.666,13279.205,16317.59,20812.068,9828.951,White LED,25 mA,b'OK Read',10:05:57
24C,3,64,200,17417.999,14562.639,24903.879,30582.998,38774.543,18196.454,White LED,50 mA,b'OK Read',10:05:58
24C,3,64,200,22117.512,18438.905,31752.815,38974.834,49318.633,23108.064,White LED,100 mA,b'OK Read',10:06:00
24C,3,64,250,4851.905,4020.598,6831.76,8409.433,10782.912,5147.046,White LED,12.5 mA,b'OK Read',10:06:01
24C,3,64,250,9351.457,7790.289,13285.647,16338.517,20821.981,9833.765,White LED,25 mA,b'OK Read',10:06:03
24C,3,64,250,17452.06,14581.822,24871.941,30600.596,38762.98,18208.604,White LED,50 mA,b'OK Read',10:06:05
24C,3,64,250,22186.514,18484.275,31777.773,39044.27,49357.098,23132.822,White LED,100 mA,b'OK Read',10:06:07
24C,4,64,50,4927.074,4104.64,6972.389,8546.404,10907.516,5185.56,White LED,12.5 mA,b'OK Read',10:06:17
24C,4,64,50,9613.373,7971.77,13622.726,16660.017,21154.255,9953.89,White LED,25 mA,b'OK Read',10:06:18
24C,4,64,50,17852.569,14932.605,25672.773,31360.594,39599.333,18527.715,White LED,50 mA,b'OK Read',10:06:20
24C,4,64,50,22491.887,18799.735,32441.196,39626.397,49935.747,23341.894,White LED,100 mA,b'OK Read',10:06:21
24C,4,64,100,4991.672,4119.864,6969.705,8563.049,10926.395,5203.899,White LED,12.5 mA,b'OK Read',10:06:22
