Fruit number,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time
14B,2,64,50,1859.05,838.6,1619.4,1073.05,2641.45,4639.5,1042.55,1852.05,15000.4,1714.75,2035.35,660.15,1320.85,769.8,617.7,313.85,162.75,141.3,b'White UV',25 mA,b'OK Read',10:57:55
14B,2,64,50,1740.45,366.6,116.85,84.95,102.2,87.25,53.75,88.8,177.55,144.4,151.35,119.45,271.4,312.2,1077.65,1871.7,1152.15,404.4,b'UV IR',25 mA,b'OK Read',10:57:56
14B,2,64,50,1707.25,834,1623.55,1104.35,2683.05,4639.5,1082.85,1920,15114.95,1777.9,2171.05,693.7,1375.1,846.8,1498.2,2060.05,1259.55,521.3,b'White UV IR',25 mA,b'OK Read',10:57:56
14B,2,64,50,298.75,1072.3,2725.45,1855.45,4927.15,8671.6,1950.75,3461.2,28001.9,3136.15,3867.15,1150.55,2288.85,1240.25,994.45,485.05,250.6,233.85,b'White',50 mA,b'OK Read',10:57:58
14B,2,64,50,109.1,110,116.85,84.95,136.25,100.15,77.9,133.2,211.9,189.5,234.85,140.4,325.7,384.9,1901.25,3509.5,2330.35,833.15,b'IR',50 mA,b'OK Read',10:57:59
14B,2,64,50,2385.45,444.5,96,67.05,56.75,64.6,21.5,39.2,137.45,90.25,83.5,90.1,212.6,230.95,188.35,119.85,58.6,29.25,b'UV',50 mA,b'OK Read',10:58:00
14B,2,64,50,350.95,1118.15,2746.3,1922.5,5048.25,8765.25,2009.9,3552.65,28053.45,3221.9,3971.55,1205.05,2370.25,1364.3,2654.75,3846.15,2515.85,1042.65,b'White IR',50 mA,b'OK Read',10:58:00
14B,2,64,50,2153.05,1370.15,2729.6,1895.7,4949.85,8687.75,1964.2,3474.25,27961.8,3145.2,3835.85,1161,2266.2,1218.85,976.9,473.65,250.6,238.75,b'White UV',50 mA,b'OK Read',10:58:01
14B,2,64,50,1977.6,426.15,150.25,120.7,155.15,113.1,86,143.65,217.65,198.55,234.85,153,325.7,384.9,1892.5,3498.05,2336.85,842.9,b'UV IR',50 mA,b'OK Read',10:58:02
14B,2,64,50,1892.25,1379.35,2775.5,1940.4,4999.05,8684.5,2009.9,3547.4,27841.55,3215.15,3945.45,1215.5,2379.3,1377.1,2650.35,3823.35,2528.85,1052.4,b'White UV IR',50 mA,b'OK Read',10:58:03
14B,2,64,50,374.65,1420.6,3359.85,2360.65,6331.15,11204.55,2517.7,4456.45,35940.25,3991.3,4743.95,1467,2894.95,1535.35,1217.85,587.75,309.2,297.2,b'White',100 mA,b'OK Read',10:58:04
14B,2,64,50,161.25,155.8,166.95,138.6,227.05,142.15,134.35,229.9,274.9,288.8,365.3,192.8,416.15,500.4,3171.65,5986.1,4621.6,1778.35,b'IR',100 mA,b'OK Read',10:58:05
14B,2,64,50,2646.25,485.75,108.5,76,60.55,71.1,24.2,41.8,148.9,97,83.5,96.4,221.65,243.75,197.15,125.55,61.85,29.25,b'UV',100 mA,b'OK Read',10:58:06
14B,2,64,50,431.55,1283.1,3025.95,2137.1,5562.9,9611.75,2251.7,3978.45,30699.55,3589.65,4289.9,1366.4,2677.85,1595.2,4004,6345.6,4829.9,2012.2,b'White IR',100 mA,b'OK Read',10:58:07
14B,2,64,50,2413.9,1718.45,3313.95,2333.85,6153.25,10871.8,2450.55,4328.45,34800.5,3878.45,4608.25,1437.65,2818.05,1496.85,1187.2,576.35,305.95,297.2,b'White UV',100 mA,b'OK Read',10:58:07
14B,2,64,50,1915.95,458.25,196.15,174.35,242.2,151.85,145.1,240.35,280.65,295.55,339.25,205.4,420.7,500.4,3136.6,5946.15,4621.6,1788.05,b'UV IR',100 mA,b'OK Read',10:58:08
14B,2,64,50,1754.7,1489.3,3000.9,2128.2,5456.95,9414.65,2208.7,3900.05,30052.35,3522,4336.85,1349.65,2632.6,1569.55,3881.35,6220.05,4800.6,2021.95,b'White UV IR',100 mA,b'OK Read',10:58:09
14B,2,64,100,118.55,291,893.175,579,1366.125,2398.9,540.075,967.825,7849.575,929.575,1135.1,376.175,793.85,517.475,411.8,225.4,109.025,80.4,b'White',12.5 mA,b'OK Read',10:58:11
14B,2,64,100,66.4,68.75,77.225,38,58.65,64.625,26.875,50.95,154.65,108.3,114.825,92.2,244.275,275.85,615.5,961.55,566.3,194.875,b'IR',12.5 mA,b'OK Read',10:58:12
14B,2,64,100,1299.425,277.25,85.55,46.95,47.3,61.375,17.475,32.65,143.2,89.125,99.15,85.925,221.65,241.625,194.95,125.55,56.95,24.35,b'UV',12.5 mA,b'OK Read',10:58:12
14B,2,64,100,132.8,304.725,905.7,590.175,1396.4,2421.525,557.55,996.575,7898.275,957.775,1124.65,390.85,816.475,551.7,841.1,1067.1,621.625,253.35,b'White IR',12.5 mA,b'OK Read',10:58:13
14B,2,64,100,1361.075,513.25,916.125,599.1,1386.95,2418.275,546.8,978.275,7883.95,937.475,1142.925,384.55,793.85,517.475,413.975,225.4,112.275,85.25,b'White UV',12.5 mA,b'OK Read',10:58:14
14B,2,64,100,1304.175,288.7,98.075,62.6,71.9,72.7,33.6,58.775,160.375,113.95,114.825,100.6,246.525,278,622.075,967.25,569.575,199.75,b'UV IR',12.5 mA,b'OK Read',10:58:16
14B,2,64,100,1342.1,520.125,926.575,612.525,1411.55,2431.2,562.925,1001.8,7904,962.275,1174.25,398.175,818.725,551.7,841.1,1067.1,624.9,258.225,b'White UV IR',12.5 mA,b'OK Read',10:58:17
14B,2,64,100,180.2,549.9,1586,1046.2,2639.55,4637.875,1038.525,1849.45,15031.9,1715.875,2032.75,651.775,1323.1,774.1,617.675,316.7,159.475,133.975,b'White',25 mA,b'OK Read',10:58:18
14B,2,64,100,80.625,82.475,91.825,55.875,83.25,75.925,44.325,78.375,174.7,136.5,148.725,108.975,273.675,312.2,1068.9,1860.3,1150.525,401.95,b'IR',25 mA,b'OK Read',10:58:19
14B,2,64,100,1870.875,364.3,91.825,58.125,51.1,63,20.15,36.575,146.05,91.375,99.15,89.075,219.375,239.5,192.75,122.7,58.575,26.8,b'UV',25 mA,b'OK Read',10:58:20
14B,2,64,100,208.675,575.1,1615.225,1079.725,2696.3,4687.95,1066.75,1892.55,15054.825,1763.25,2176.25,677.95,1372.85,842.525,1489.45,2048.625,1253.05,514,b'White IR',25 mA,b'OK Read',10:58:21
14B,2,64,100,1868.525,840.9,1625.65,1077.5,2662.25,4671.8,1039.875,1845.55,15011.85,1713.6,2035.35,658.05,1320.825,769.825,613.3,313.85,161.1,138.85,b'White UV',25 mA,b'OK Read',10:58:22
14B,2,64,100,1757.075,368.9,114.775,87.175,98.4,85.625,52.4,87.5,180.425,141.025,148.725,116.3,271.4,310.075,1066.7,1854.6,1150.525,406.825,b'UV IR',25 mA,b'OK Read',10:58:24
14B,2,64,100,1768.925,845.475,1650.7,1106.575,2713.35,4700.875,1068.075,1892.55,15046.225,1764.375,2178.875,686.35,1370.6,842.525,1480.7,2040.075,1253.05,518.875,b'White UV IR',25 mA,b'OK Read',10:58:25
14B,2,64,100,296.4,1072.3,2760.9,1866.625,4972.575,8741.05,1927.925,3416.8,27832.925,3115.85,3861.95,1146.35,2286.575,1238.125,983.475,479.35,248.975,231.425,b'White',50 mA,b'OK Read',10:58:27
14B,2,64,100,106.7,103.1,114.775,84.95,132.45,96.925,76.575,131.925,206.2,186.15,232.25,136.225,318.9,376.35,1855.25,3432.45,2320.575,840.45,b'IR',50 mA,b'OK Read',10:58:27
14B,2,64,100,2361.725,439.925,98.075,67.075,56.775,66.225,22.85,39.175,143.2,91.375,96.55,90.125,214.85,235.225,188.375,119.825,56.95,26.8,b'UV',50 mA,b'OK Read',10:58:28
14B,2,64,100,353.3,1122.725,2800.55,1926.975,5063.375,8799.2,1988.375,3510.85,27881.625,3214,3856.725,1203.975,2390.625,1379.25,2639.4,3783.4,2515.85,1052.375,b'White IR',50 mA,b'OK Read',10:58:29
14B,2,64,100,2252.65,1404.55,2802.65,1904.625,4963.1,8731.35,1925.225,3403.75,27718.375,3106.825,3880.225,1156.825,2288.825,1240.25,981.3,482.2,252.225,238.725,b'White UV',50 mA,b'OK Read',10:58:31
14B,2,64,100,2048.725,435.35,146.075,122.95,151.375,109.85,85.975,143.675,214.775,196.3,232.25,149.85,323.425,378.5,1853.05,3423.875,2325.45,847.75,b'UV IR',50 mA,b'OK Read',10:58:32
14B,2,64,100,1961,1397.675,2829.775,1949.35,5035,8755.575,1976.3,3489.95,27704.075,3188.05,3958.5,1208.175,2381.575,1374.975,2599.975,3749.15,2512.575,1059.7,b'White UV IR',50 mA,b'OK Read',10:58:33
14B,2,64,100,374.65,1432.025,3457.925,2389.725,6389.775,11333.8,2490.85,4402.925,35819.975,3964.2,4942.25,1465.95,2917.6,1546.05,1211.275,587.775,304.3,294.775,b'White',100 mA,b'OK Read',10:58:35
14B,2,64,100,154.125,148.925,160.7,136.375,221.375,135.7,133,227.275,266.325,283.15,357.5,188.625,404.85,483.275,3027.1,5703.625,4572.775,1797.825,b'IR',100 mA,b'OK Read',10:58:36
14B,2,64,100,2731.625,499.5,102.25,76,60.55,67.85,24.175,41.8,146.05,94.75,83.5,95.35,219.375,237.35,190.575,122.7,60.2,29.225,b'UV',100 mA,b'OK Read',10:58:37
14B,2,64,100,429.2,1289.975,3084.375,2159.475,5614,9750.675,2228.875,3935.325,30702.425,3572.75,4449.075,1363.25,2691.425,1588.8,3863.825,6063.125,4771.3,2031.675,b'White IR',100 mA,b'OK Read',10:58:38
14B,2,64,100,2522.975,1752.8,3424.525,2362.9,6225.175,11034.95,2411.575,4257.95,34683.05,3845.75,4647.375,1435.55,2840.7,1505.425,1180.6,573.5,302.675,292.325,b'White UV',100 mA,b'OK Read',10:58:39
14B,2,64,100,1989.45,465.125,187.825,169.9,238.4,147,141.075,236.4,272.05,291.05,331.4,200.15,407.1,483.275,2992.05,5660.825,4556.5,1807.55,b'UV IR',100 mA,b'OK Read',10:58:40
14B,2,64,100,1818.725,1512.225,3073.95,2148.3,5513.725,9568.15,2181.85,3850.425,30035.175,3501.675,4235.1,1346.5,2646.175,1563.15,3686.4,5903.35,4720.875,2041.425,b'White UV IR',100 mA,b'OK Read',10:58:41
14B,2,64,150,113.817,288.7,909.867,579.733,1376.217,2424.217,531.133,950.85,7812.35,917.533,1137.717,373.033,788.583,511.783,407.417,220.65,107.4,77.95,b'White',12.5 mA,b'OK Read',10:58:43
14B,2,64,150,61.65,62.633,72.35,37.25,56.767,60.317,26.867,50.5,152.733,105.283,127,90.117,238.233,266.583,606,952.983,563.05,194.883,b'IR',12.5 mA,b'OK Read',10:58:44
14B,2,64,150,1346.85,281.067,79.3,46.2,45.417,57.083,17.017,32.217,141.283,86.483,95.683,83.133,214.1,233.8,188.367,119.833,55.333,24.367,b'UV',12.5 mA,b'OK Read',10:58:45
14B,2,64,150,126.467,300.917,921,591.65,1410.283,2455.433,547.25,975.233,7858.167,946.867,1127.267,385.617,811.2,543.15,833.8,1059.5,616.217,253.35,b'White IR',12.5 mA,b'OK Read',10:58:47
14B,2,64,150,1402.183,517.817,930.733,600.6,1397.667,2447.9,538.3,959.567,7848.633,926.567,1144.667,379.317,787.067,510.35,407.417,220.65,109.567,82.833,b'White UV',12.5 mA,b'OK Read',10:58:48
14B,2,64,150,1370.567,294.8,90.433,61.1,68.117,67.85,33.133,57.467,156.55,111.3,111.333,97.8,236.717,266.583,616.233,962.5,565.217,198.133,b'UV IR',12.5 mA,b'OK Read',10:58:50
14B,2,64,150,1391.117,526.983,944.65,615.5,1424.15,2467.283,552.633,982.2,7863.9,950.633,1179.467,394,812.7,546,833.8,1061.4,619.467,258.217,b'White UV IR',12.5 mA,b'OK Read',10:58:51
14B,2,64,150,175.467,548.367,1624.967,1049.183,2666.667,4710.567,1015.683,1805.05,14931.667,1694.433,2111.9,644.083,1317.817,765.533,610.383,311.95,156.217,133.167,b'White',25 mA,b'OK Read',10:58:53
14B,2,64,150,75.883,74.85,83.467,53.65,82,72.15,43.883,78.367,169.917,133.117,144.383,106.183,263.867,303.65,1058.683,1845.1,1142.383,401.133,b'IR',25 mA,b'OK Read',10:58:54
14B,2,64,150,1947.55,375.767,86.25,58.117,49.2,60.317,19.7,35.7,141.283,89.5,81.767,88.017,214.1,232.367,189.833,121.733,57.5,25.983,b'UV',25 mA,b'OK Read',10:58:55
14B,2,64,150,207.083,574.333,1648.617,1080.483,2720.917,4741.8,1051.517,1861.65,15002.317,1748.583,2101.45,676.217,1372.1,841.1,1480.7,2037.217,1246.533,513.2,b'White IR',25 mA,b'OK Read',10:58:57
14B,2,64,150,1945.967,855.4,1656.967,1081.967,2683.067,4725.65,1021.067,1809.4,14912.583,1698.183,2110.15,654.567,1319.317,766.967,610.383,313.85,160.567,138.05,b'White UV',25 mA,b'OK Read',10:58:58
14B,2,64,150,1836.9,380.35,111.3,86.433,98.4,82.917,51.95,87.95,177.55,141.383,163.517,117.367,266.883,305.067,1060.133,1845.1,1147.8,406.017,b'UV IR',25 mA,b'OK Read',10:59:00
14B,2,64,150,1836.9,861.517,1680.617,1108.8,2732.267,4753.65,1051.517,1859.033,14956.5,1748.583,2179.733,683.2,1372.1,838.233,1469.017,2029.6,1247.617,519.7,b'White UV IR',25 mA,b'OK Read',10:59:01
14B,2,64,150,294.033,1073.833,2810.3,1871.85,4999.05,8815.883,1892.55,3346.267,27612.433,3088.783,3858.467,1138.667,2285.817,1235.983,976.9,477.433,246.267,230.617,b'White',50 mA,b'OK Read',10:59:03
14B,2,64,150,102.75,97.767,107.133,83.45,129.933,92.617,76.133,131.483,204.283,186.517,208.75,136.217,313.617,369.233,1829.7,3389.65,2305.367,842.883,b'IR',50 mA,b'OK Read',10:59:04
14B,2,64,150,2453.417,453.667,93.217,67.067,54.233,63.533,22.4,39.183,143.183,91.75,95.683,90.817,214.1,230.95,188.367,119.833,58.583,27.617,b'UV',50 mA,b'OK Read',10:59:06
14B,2,64,150,350.933,1130.35,2884.033,1929.967,5108.8,8911.733,1940.017,3423.767,27614.333,3173.017,3867.167,1193.15,2388.35,1375.683,2610.933,3743.45,2495.233,1049.133,b'White IR',50 mA,b'OK Read',10:59:07
14B,2,64,150,2326.95,1416,2850.65,1912.083,4997.8,8816.967,1891.65,3339.3,27522.7,3079,3851.517,1150.55,2290.35,1240.25,975.45,479.35,250.6,235.483,b'White UV',50 mA,b'OK Read',10:59:08
14B,2,64,150,2151.483,450.617,139.117,120.717,148.85,106.617,85.083,142.8,211.917,194.783,212.233,148.8,318.15,372.083,1825.317,3382.033,2310.8,849.367,b'UV IR',50 mA,b'OK Read',10:59:10
14B,2,64,150,2013.95,1406.833,2884.033,1958.283,5078.517,8850.35,1948.967,3435.083,27545.6,3160.983,3842.817,1202.933,2383.833,1374.267,2553.983,3697.8,2495.233,1062.117,b'White UV IR',50 mA,b'OK Read',10:59:11
14B,2,64,150,373.067,1445.017,3539.3,2411.333,6456,11513.65,2441.583,4310.183,35623.333,3940.883,4959.65,1460.017,2937.183,1551.033,1207.633,585.867,301.6,290.7,b'White',100 mA,b'OK Read',10:59:13
14B,2,64,150,151.75,143.583,155.817,134.133,218.233,132.467,130.767,224.65,263.467,280.533,349.667,186.517,401.067,473.3,2933.65,5529.567,4522.867,1807.567,b'IR',100 mA,b'OK Read',10:59:14
14B,2,64,150,2866,517.817,100.167,74.517,59.283,65.7,24.183,41.8,145.1,94.017,99.15,93.6,215.617,232.367,189.833,121.733,59.667,29.233,b'UV',100 mA,b'OK Read',10:59:16
14B,2,64,150,426.817,1298.383,3146.983,2177.367,5681.483,9919.767,2202.45,3880.033,30680.467,3549.8,4328.167,1362.217,2701.967,1589.517,3763.067,5892.883,4718.15,2039.8,b'White IR',100 mA,b'OK Read',10:59:17
14B,2,64,150,2587.783,1768.85,3486.433,2390.467,6285.717,11186.25,2386.95,4204.817,34640.1,3834.1,4825.7,1436.95,2855.767,1516.817,1179.883,574.45,300.517,290.7,b'White UV',100 mA,b'OK Read',10:59:19
14B,2,64,150,2043.983,470.467,185.033,168.4,234.633,145.383,138.833,234.233,269.2,288.05,349.667,197.7,402.583,474.717,2897.133,5489.633,4523.967,1818.933,b'UV IR',100 mA,b'OK Read',10:59:20
14B,2,64,150,1865.35,1524.45,3123.333,2168.417,5571.75,9711.917,2161.25,3806.9,30038.983,3484.383,4249.883,1346.15,2658.25,1562.433,3560.083,5727.4,4660.65,2052.783,b'White UV IR',100 mA,b'OK Read',10:59:21
14B,3,64,50,90.1,270.35,822.2,554.4,1267.75,2148.5,658.3,1123.25,8075.8,940.85,1090.75,366.75,741.85,474.7,381.15,199.75,97.65,77.95,b'White',12.5 mA,b'OK Read',10:59:33
14B,3,64,50,85.35,96.25,104.35,44.7,71.9,84,29.55,52.25,183.3,112.8,140.9,96.4,280.45,316.5,635.2,970.1,566.3,199.75,b'IR',12.5 mA,b'OK Read',10:59:33
14B,3,64,50,1422.75,302.45,112.7,53.65,60.55,77.55,18.8,36.55,166.1,97,104.4,90.1,253.3,278,210.3,136.95,61.85,29.25,b'UV',12.5 mA,b'OK Read',10:59:34
14B,3,64,50,147,334.5,901.5,585.7,1354.8,2222.8,679.8,1154.6,8173.2,995,1205.55,408.65,850.4,590.2,871.75,1072.8,628.15,263.1,b'White IR',12.5 mA,b'OK Read',10:59:35
14B,3,64,50,1465.4,540.75,905.7,594.65,1339.65,2219.6,671.75,1138.95,8150.3,979.2,1179.45,404.45,827.8,556,446.85,239.65,123.7,92.55,b'White UV',12.5 mA,b'OK Read',10:59:36
14B,3,64,50,1432.2,311.6,121.05,67.05,79.45,87.25,34.95,62.7,183.3,124.1,156.55,106.9,280.45,312.2,639.6,970.1,572.8,204.65,b'UV IR',12.5 mA,b'OK Read',10:59:37
14B,3,64,50,1451.2,545.3,922.4,608.05,1366.15,2235.75,685.2,1159.85,8178.9,1001.75,1221.2,417.05,854.9,590.2,867.4,1072.8,631.4,267.95,b'White UV IR',12.5 mA,b'OK Read',10:59:38
14B,3,64,50,194.45,586.55,1556.8,1032.8,2546.85,4245.35,1279,2157.7,15561.7,1782.4,2171.05,683.2,1357,812.6,661.5,336.7,175.75,146.15,b'White',25 mA,b'OK Read',10:59:39
14B,3,64,50,104.35,105.4,116.85,62.6,94.6,93.7,45.7,81,200.45,144.4,187.9,115.25,307.6,350.7,1086.45,1860.3,1148.9,409.25,b'IR',25 mA,b'OK Read',10:59:40
14B,3,64,50,2025,384.95,116.85,62.6,64.35,80.75,24.2,41.8,171.85,103.8,104.4,96.4,253.3,278,214.65,136.95,65.1,29.25,b'UV',25 mA,b'OK Read',10:59:41
14B,3,64,50,218.15,614.05,1581.85,1064.1,2596.05,4277.65,1308.55,2202.1,15624.7,1829.8,2150.15,708.35,1406.8,881,1533.25,2054.35,1266.05,531.05,b'White IR',25 mA,b'OK Read',10:59:42
14B,3,64,50,2001.3,875.25,1586,1064.1,2558.2,4251.8,1284.4,2160.3,15578.9,1784.7,2082.3,691.6,1352.5,808.3,657.1,331,179,151.05,b'White UV',25 mA,b'OK Read',10:59:42
14B,3,64,50,1915.95,380.35,121.05,84.95,98.4,90.45,53.75,88.8,194.75,142.15,177.45,115.25,266.9,312.2,1051.4,1837.5,1142.4,409.25,b'UV IR',25 mA,b'OK Read',10:59:43
14B,3,64,50,1873.25,866.1,1594.35,1086.45,2611.15,4271.15,1319.3,2209.95,15590.35,1829.8,2139.75,712.55,1366.05,842.5,1498.2,2025.8,1262.8,535.95,b'White UV IR',25 mA,b'OK Read',10:59:44
14B,3,64,50,294.05,1127.3,2658.65,1833.1,4775.8,7947.85,2402.2,4028.05,28895.4,3242.2,3924.55,1196.65,2279.8,1240.25,1025.1,490.75,270.15,248.5,b'White',50 mA,b'OK Read',10:59:46
14B,3,64,50,118.55,119.15,129.4,84.95,136.25,106.6,77.9,133.2,223.35,187.25,250.5,134.15,316.65,380.65,1866.2,3435.3,2317.3,847.75,b'IR',50 mA,b'OK Read',10:59:47
14B,3,64,50,2522.95,449.1,116.85,67.05,60.55,74.3,24.2,41.8,166.1,99.25,99.15,92.2,226.15,252.35,192.75,125.55,58.6,29.25,b'UV',50 mA,b'OK Read',10:59:47
14B,3,64,50,355.7,1182.3,2708.75,1891.2,4870.4,8002.8,2461.3,4119.5,28941.2,3332.45,4060.25,1255.35,2388.35,1389.95,2707.3,3806.2,2538.6,1076.75,b'White IR',50 mA,b'OK Read',10:59:48
14B,3,64,50,2371.2,1452.65,2696.2,1877.8,4787.15,7954.35,2412.95,4035.9,28769.4,3251.25,3799.3,1213.4,2293.35,1253.1,1029.5,496.45,276.65,258.2,b'White UV',50 mA,b'OK Read',10:59:49
14B,3,64,50,2195.75,449.1,166.95,125.2,158.95,119.55,88.65,146.3,234.85,203.05,234.85,150.9,334.75,397.75,1870.6,3429.6,2327.05,857.5,b'UV IR',50 mA,b'OK Read',10:59:50
14B,3,64,50,2077.2,1457.25,2742.15,1927,4877.95,8015.7,2453.25,4093.35,28769.4,3309.9,4028.95,1265.8,2406.45,1411.3,2676.65,3783.4,2538.6,1086.5,b'White UV IR',50 mA,b'OK Read',10:59:51
14B,3,64,50,379.4,1516.8,3318.1,2338.3,6160.85,10341.95,3092.75,5159.15,37097.2,4122.15,5010.1,1534.05,2931.15,1586.65,1296.7,616.3,345,321.55,b'White',100 mA,b'OK Read',10:59:52
14B,3,64,50,175.45,174.15,187.8,143.05,234.65,155.1,137.05,235.1,297.85,297.8,360.1,199.1,447.8,534.6,3167.3,5906.2,4589.05,1807.55,b'IR',100 mA,b'OK Read',10:59:53
14B,3,64,50,2873.9,508.65,133.55,80.5,71.9,87.25,29.55,47,171.85,110.55,125.25,104.8,257.85,282.25,214.65,136.95,68.35,34.1,b'UV',100 mA,b'OK Read',10:59:54
14B,3,64,50,417.35,1328.95,2938.3,2101.35,5358.55,8833.1,2689.7,4542.65,31650.35,3679.9,4488.2,1402.05,2659.75,1582.4,3982.1,6254.3,4813.6,2056.05,b'White IR',100 mA,b'OK Read',10:59:55
14B,3,64,50,2617.8,1787.2,3238.8,2293.6,5930,9976.85,2953,4978.9,35871.55,3991.3,4686.55,1485.85,2818.05,1505.4,1226.6,582.05,328.7,316.7,b'White UV',100 mA,b'OK Read',10:59:56
14B,3,64,50,2091.4,472,208.7,174.35,246,158.3,145.1,240.35,286.4,297.8,375.75,199.1,411.65,496.1,3088.45,5854.85,4589.05,1822.2,b'UV IR',100 mA,b'OK Read',10:59:56
14B,3,64,50,1892.25,1548.9,2946.65,2092.4,5275.3,8661.9,2635.95,4451.25,31071.85,3616.75,4425.6,1387.35,2637.15,1573.85,3885.7,6140.15,4787.6,2070.65,b'White UV IR',100 mA,b'OK Read',10:59:57
14B,3,64,100,118.55,307.025,886.925,567.8,1322.6,2211.5,647.575,1106.275,8130.225,948.75,1169.025,380.375,791.6,519.625,418.35,219.7,110.65,82.825,b'White',12.5 mA,b'OK Read',10:59:59
14B,3,64,100,73.5,80.2,89.725,40.25,62.45,72.7,26.875,50.95,168.95,104.925,127.85,86.975,246.525,280.125,602.35,947.275,558.175,197.325,b'IR',12.5 mA,b'OK Read',11:00:00
14B,3,64,100,1439.325,291,98.075,49.175,51.1,67.85,18.8,32.65,154.65,86.875,112.2,80.675,219.375,243.775,184,119.825,53.7,24.35,b'UV',12.5 mA,b'OK Read',11:00:00
14B,3,64,100,132.8,318.475,891.075,581.225,1351,2226.05,667.725,1137.625,8178.925,976.95,1202.95,395.05,811.95,551.7,836.725,1050,618.375,260.65,b'White IR',12.5 mA,b'OK Read',11:00:01
14B,3,64,100,1491.5,533.85,905.7,592.4,1341.525,2226.05,656.975,1119.35,8170.325,961.15,1179.45,390.85,798.375,526.05,420.55,225.4,113.925,87.7,b'White UV',12.5 mA,b'OK Read',11:00:02
14B,3,64,100,1441.7,304.725,108.525,62.6,73.8,80.775,33.6,58.775,174.7,111.675,125.25,96.4,248.775,282.275,606.725,952.975,561.425,202.2,b'UV IR',12.5 mA,b'OK Read',11:00:03
14B,3,64,100,1465.4,538.45,914.05,603.575,1362.35,2235.75,673.1,1145.475,8187.5,984.85,1155.975,403.425,816.475,553.85,838.925,1052.85,621.625,265.525,b'White UV IR',12.5 mA,b'OK Read',11:00:04
14B,3,64,100,177.85,572.825,1554.7,1028.325,2543.05,4253.4,1250.8,2122.45,15584.6,1758.725,2074.5,666.425,1323.1,776.225,633.025,316.7,165.975,141.3,b'White',25 mA,b'OK Read',11:00:06
14B,3,64,100,90.1,93.95,102.25,55.875,87.05,85.625,44.325,78.375,186.15,132,177.45,102.7,275.925,320.75,1049.2,1828.925,1137.5,406.825,b'IR',25 mA,b'OK Read',11:00:07
14B,3,64,100,2039.25,380.35,106.425,60.35,56.775,72.7,21.5,37.875,157.5,90.25,112.2,85.925,223.9,248.05,184,122.7,55.325,26.8,b'UV',25 mA,b'OK Read',11:00:08
14B,3,64,100,206.3,598.025,1581.825,1059.625,2596.025,4284.1,1280.35,2170.775,15636.15,1808.375,2139.725,695.775,1377.375,848.925,1498.225,2025.8,1253.05,526.2,b'White IR',25 mA,b'OK Read',11:00:09
14B,3,64,100,2029.75,866.1,1588.1,1059.625,2556.3,4263.1,1256.175,2130.275,15590.35,1762.125,2155.375,677.95,1327.625,778.375,633.025,316.7,169.25,148.6,b'White UV',25 mA,b'OK Read',11:00:10
14B,3,64,100,1934.9,382.65,125.2,87.175,102.175,90.475,53.75,88.825,189,141.025,159.175,114.225,269.15,310.075,1049.2,1828.925,1139.125,411.7,b'UV IR',25 mA,b'OK Read',11:00:11
14B,3,64,100,1894.6,870.675,1608.975,1088.675,2607.375,4282.475,1291.1,2185.125,15639.025,1818.525,2218,708.35,1379.625,851.075,1493.825,2017.25,1259.55,535.925,b'White UV IR',25 mA,b'OK Read',11:00:12
14B,3,64,100,289.3,1118.125,2687.875,1830.85,4768.2,7959.175,2336.35,3951,28909.7,3209.5,3801.925,1184.075,2300.15,1250.95,1027.275,487.9,266.875,246.05,b'White',50 mA,b'OK Read',11:00:14
14B,3,64,100,111.45,114.575,127.3,84.95,136.225,105,76.575,130.6,220.5,183.875,245.275,130.975,318.9,378.5,1831.15,3383.95,2302.65,852.625,b'IR',50 mA,b'OK Read',11:00:15
14B,3,64,100,2575.125,453.675,110.6,69.3,58.65,72.7,24.175,40.5,157.5,93.625,96.55,88.025,217.125,241.625,181.8,119.825,55.325,29.225,b'UV',50 mA,b'OK Read',11:00:16
14B,3,64,100,346.2,1168.55,2729.6,1888.975,4859.025,8002.8,2398.15,4050.275,28958.4,3300.875,3924.575,1242.75,2395.125,1387.8,2659.125,3740.6,2517.475,1081.6,b'White IR',50 mA,b'OK Read',11:00:17
14B,3,64,100,2418.625,1454.95,2723.35,1871.1,4758.75,7939.8,2337.7,3948.4,28786.575,3203.85,3919.35,1199.8,2311.45,1261.65,1029.475,490.75,271.775,255.775,b'White UV',50 mA,b'OK Read',11:00:18
14B,3,64,100,2228.95,453.675,158.6,122.95,155.15,119.55,87.325,144.975,229.1,197.425,247.9,148.8,330.2,389.175,1826.775,3378.225,2309.175,864.8,b'UV IR',50 mA,b'OK Read',11:00:19
14B,3,64,100,2074.8,1436.625,2742.125,1911.325,4832.55,7949.475,2388.75,4037.2,28812.35,3287.325,4039.4,1248,2381.575,1372.825,2610.925,3700.65,2515.85,1091.35,b'White UV IR',50 mA,b'OK Read',11:00:20
14B,3,64,100,360.425,1489.325,3341.05,2340.55,6102.175,10296.7,3021.525,5101.7,37286.225,4090.55,4863.975,1519.375,2926.625,1552.45,1266.025,593.475,328.725,314.25,b'White',100 mA,b'OK Read',11:00:22
