Fruit number,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time
12A,1,64,150,817.283,189.417,82.083,52.167,60.55,50.617,30.45,49.633,213.833,131.617,274.867,123.65,334.733,376.35,622.067,922.55,548.95,186.767,b'UV IR',12.5 mA,b'OK Read',09:09:06
12A,1,64,150,834.667,322.3,517.533,345.75,929.683,1381.717,319.75,550.317,6918.85,955.883,1301.233,424.033,826.267,595.9,811.9,1008.15,596.683,230.617,b'White UV IR',12.5 mA,b'OK Read',09:09:07
12A,1,64,150,131.2,334.517,861.183,569.3,1711.767,2610.517,573.233,989.167,13114.133,1689.917,2132.767,688.783,1271.067,781.217,606,340.483,143.2,107.183,b'White',25 mA,b'OK Read',09:09:09
12A,1,64,150,63.233,59.567,83.467,47.683,76.95,52.767,42.1,68.783,211.917,155.683,316.617,123.65,322.667,372.083,1029.483,1692.917,1108.75,371.9,b'IR',25 mA,b'OK Read',09:09:10
12A,1,64,150,1130.283,230.65,75.133,46.2,42.883,43.083,17.017,27.867,198.55,106.05,233.117,112.467,309.1,340.717,221.95,167.383,55.333,25.983,b'UV',25 mA,b'OK Read',09:09:12
12A,1,64,150,158.083,357.433,882.05,594.633,1754.65,2633.133,604.583,1039.667,13152.317,1739.55,2186.7,716.033,1305.75,832.533,1384.317,1875.533,1195.533,459.6,b'White IR',25 mA,b'OK Read',09:09:13
12A,1,64,150,1136.6,507.133,879.267,588.683,1718.067,2611.6,578.6,995.267,13093.133,1692.183,2202.35,695.083,1260.517,769.817,600.167,334.783,146.467,112.067,b'White UV',25 mA,b'OK Read',09:09:14
12A,1,64,150,1078.117,241.35,98.783,71.533,85.783,63.533,49.267,79.233,232.917,159.433,300.95,141.117,357.35,407.717,1010.5,1708.133,1108.75,378.4,b'UV IR',25 mA,b'OK Read',09:09:16
12A,1,64,150,1079.7,516.3,895.95,612.517,1758.433,2633.133,609.95,1044.9,13135.133,1740.3,2259.767,720.917,1298.217,823.983,1363.867,1864.117,1195.533,464.483,b'White UV IR',25 mA,b'OK Read',09:09:17
12A,1,64,150,210.25,647.667,1488.617,1000,3193.95,4887.183,1063.15,1827.683,24177.817,3051.183,3766.267,1192.45,2100.367,1151.867,918.5,481.25,220.233,181.9,b'White',50 mA,b'OK Read',09:09:19
12A,1,64,150,94.85,90.117,107.133,77.5,119.833,76.467,74.333,122.767,261.55,209.083,398.367,163.467,405.6,471.867,1724.55,3091,2238.117,782.783,b'IR',50 mA,b'OK Read',09:09:20
12A,1,64,150,1422.733,278,79.3,53.65,46.667,46.317,19.7,31.35,206.183,109.8,241.8,121.55,330.2,363.517,233.633,176.9,57.5,29.233,b'UV',50 mA,b'OK Read',09:09:21
12A,1,64,150,265.583,696.533,1531.75,1055.15,3277.2,4924.883,1127.65,1928.7,24259.917,3148.95,3893.267,1255.333,2204.4,1288.717,2402.117,3402.967,2404.1,946.817,b'White IR',50 mA,b'OK Read',09:09:23
12A,1,64,150,1375.3,846.233,1512.267,1028.317,3190.167,4869.95,1068.533,1830.3,24091.9,3050.433,3881.083,1207.133,2116.95,1167.55,930.183,490.75,226.733,188.383,b'White UV',50 mA,b'OK Read',09:09:24
12A,1,64,150,1258.317,290.233,129.383,102.833,133.717,85.083,83.3,133.217,273.017,221.867,407.067,180.933,423.683,488.967,1727.483,3091,2245.7,792.533,b'UV IR',50 mA,b'OK Read',09:09:26
12A,1,64,150,1210.9,856.933,1542.883,1073.033,3259.533,4899.033,1127.65,1925.217,24114.817,3129.4,3990.683,1257.417,2198.367,1285.867,2355.383,3366.817,2400.85,953.317,b'White UV IR',50 mA,b'OK Read',09:09:27
12A,1,64,150,267.15,872.2,1867.033,1283.167,4098.4,6325.983,1376.633,2359.717,31129.133,3878.467,4928.333,1525.667,2664.283,1412.75,1125.85,582.067,270.133,230.617,b'White',100 mA,b'OK Read',09:09:29
12A,1,64,150,140.7,132.9,150.25,122.2,198.05,110.933,129.867,215.067,324.567,308.35,523.617,220.75,499.083,581.633,2721.9,5017.9,4399.2,1684.133,b'IR',100 mA,b'OK Read',09:09:30
12A,1,64,150,1650.367,311.617,90.433,59.617,52.983,48.467,21.5,33.967,208.1,121.083,262.683,125.75,334.733,367.8,255.55,180.7,64,30.85,b'UV',100 mA,b'OK Read',09:09:32
12A,1,64,150,325.65,809.583,1691.75,1195.233,3635.45,5447.2,1285.283,2197.75,26696.017,3492.65,4451.683,1414.6,2465.25,1465.5,3433.05,5331.75,4567.35,1859.533,b'White IR',100 mA,b'OK Read',09:09:33
12A,1,64,150,1525.483,1053.983,1835.05,1274.217,3982.333,6146.133,1342.6,2295.283,30216.55,3768.667,4799.6,1484.467,2570.8,1357.15,1086.433,559.233,263.633,227.367,b'White UV',100 mA,b'OK Read',09:09:35
12A,1,64,150,1221.967,316.2,165.55,143.067,206.867,114.15,136.133,222.033,318.833,308.35,506.233,221.45,479.483,558.833,2675.183,4972.233,4387.267,1692.25,b'UV IR',100 mA,b'OK Read',09:09:36
12A,1,64,150,1139.767,939.417,1694.533,1190.767,3581.2,5369.667,1261.1,2153.35,26121.367,3418.95,4241.183,1390.85,2421.517,1436.983,3243.217,5181.483,4508.767,1872.517,b'White UV IR',100 mA,b'OK Read',09:09:37
12A,2,64,50,66.4,160.4,446.6,304.05,859.05,1311.7,300.95,519.85,6792.85,902.5,1210.75,377.25,723.75,487.55,372.35,222.55,84.6,58.45,b'White',12.5 mA,b'OK Read',09:09:44
12A,2,64,50,61.65,64.15,79.3,35.75,53,51.7,24.2,41.8,211.9,124.1,302.7,121.55,361.85,406.3,630.85,935.85,550.05,185.15,b'IR',12.5 mA,b'OK Read',09:09:45
12A,2,64,50,829.9,187.9,83.45,40.25,45.4,48.45,16.1,26.1,206.2,117.3,266.15,119.45,343.8,380.65,262.85,182.6,61.85,29.25,b'UV',12.5 mA,b'OK Read',09:09:46
12A,2,64,50,109.1,201.65,496.65,330.85,900.65,1331.1,319.75,553.8,6884.5,965.65,1320.35,431.7,850.4,628.7,832.35,1027.15,602.1,229,b'White IR',12.5 mA,b'OK Read',09:09:47
12A,2,64,50,863.1,320.8,496.65,335.3,885.55,1327.9,309,535.5,6867.3,947.6,1283.85,425.45,832.3,594.45,446.85,268.2,110.65,73.1,b'White UV',12.5 mA,b'OK Read',09:09:48
12A,2,64,50,829.9,197.05,96,53.65,64.35,54.9,32.25,52.25,223.35,142.15,297.45,134.15,366.4,410.55,648.35,935.85,559.8,190,b'UV IR',12.5 mA,b'OK Read',09:09:49
12A,2,64,50,844.15,329.95,509.2,348.75,908.25,1337.55,325.15,559,6890.2,970.2,1315.15,438,854.9,628.7,832.35,1021.45,605.35,233.85,b'White UV IR',12.5 mA,b'OK Read',09:09:50
12A,2,64,50,137.55,339.1,838.9,567.8,1676.45,2542.65,583.1,1003.1,13058.75,1707.95,2134.5,699.95,1284.65,799.75,622.05,348.1,149.7,112.05,b'White',25 mA,b'OK Read',09:09:51
12A,2,64,50,75.9,77.9,91.8,53.65,79.45,61.4,43,73.15,234.85,164.7,349.65,144.6,389,440.5,1051.4,1740.45,1119.6,375.15,b'IR',25 mA,b'OK Read',09:09:52
12A,2,64,50,1147.65,238.3,87.65,49.2,49.2,48.45,18.8,28.75,206.2,119.6,287.05,123.65,343.8,380.65,258.45,182.6,65.1,29.25,b'UV',25 mA,b'OK Read',09:09:53
12A,2,64,50,166,362,863.95,594.65,1721.85,2568.5,615.3,1055.35,13098.85,1759.85,2197.15,729.3,1329.9,863.9,1415,1905.95,1210.75,462.85,b'White IR',25 mA,b'OK Read',09:09:54
12A,2,64,50,1152.4,508.65,859.8,585.7,1687.8,2552.35,588.45,1010.95,13053.05,1710.2,2223.25,708.35,1284.65,799.75,622.05,348.1,152.95,116.95,b'White UV',25 mA,b'OK Read',09:09:55
12A,2,64,50,1090.75,247.45,112.7,76,90.8,67.85,51.05,81,240.55,171.45,354.9,153,389,444.8,1051.4,1740.45,1122.85,380.05,b'UV IR',25 mA,b'OK Read',09:09:56
12A,2,64,50,1095.5,517.8,880.65,612.5,1729.4,2571.75,620.7,1060.55,13087.4,1759.85,2270.2,735.6,1329.9,863.9,1406.2,1900.25,1214,467.7,b'White UV IR',25 mA,b'OK Read',09:09:57
12A,2,64,50,218.15,646.15,1444.1,997,3140.95,4784.9,1088.25,1865.15,24233.2,3095.55,3882.8,1211.3,2112.4,1171.85,937.5,496.45,227.85,185.15,b'White',50 mA,b'OK Read',09:09:58
12A,2,64,50,104.35,100.8,116.85,80.5,124.9,80.75,75.25,125.4,269.2,218.85,417.5,176.05,434.25,504.65,1782.95,3195.6,2262,774.65,b'IR',50 mA,b'OK Read',09:09:59
12A,2,64,50,1432.2,279.55,91.8,53.65,53,48.45,18.8,31.35,206.2,124.1,266.15,127.85,343.8,376.35,262.85,182.6,65.1,29.25,b'UV',50 mA,b'OK Read',09:10:00
12A,2,64,50,270.3,691.95,1490,1046.2,3220.45,4820.4,1150.05,1961.8,24261.8,3181.3,4023.75,1265.8,2198.35,1295.85,2457.6,3498.05,2427.95,935.45,b'White IR',50 mA,b'OK Read',09:10:01
12A,2,64,50,1380.05,843.2,1464.95,1019.4,3148.55,4781.65,1093.6,1870.35,24175.9,3093.3,3903.7,1221.8,2112.4,1171.85,941.85,496.45,231.1,190,b'White UV',50 mA,b'OK Read',09:10:02
12A,2,64,50,1261.5,293.3,137.75,107.3,136.25,87.25,83.3,135.85,274.9,227.9,417.5,186.5,438.75,504.65,1782.95,3189.9,2265.25,784.4,b'UV IR',50 mA,b'OK Read',09:10:03
12A,2,64,50,1214.05,847.75,1494.2,1059.6,3186.4,4781.65,1144.65,1953.95,24027,3151.95,3851.5,1265.8,2189.3,1291.6,2418.15,3469.55,2427.95,945.2,b'White UV IR',50 mA,b'OK Read',09:10:04
12A,2,64,50,265.6,852.35,1782.15,1251.85,3992.45,6135.35,1391.85,2379.75,30894.3,3894.25,4910.95,1521.5,2614.5,1398.5,1125.85,582.05,273.4,229,b'White',100 mA,b'OK Read',09:10:06
12A,2,64,50,147,142.05,162.75,129.65,204.35,116.3,134.35,222.05,332.2,315.85,511.45,228.45,515.65,607.3,2921.95,5409.75,4484.9,1651.65,b'IR',100 mA,b'OK Read',09:10:07
12A,2,64,50,1650.35,316.2,96,62.6,53,51.7,21.5,33.95,206.2,124.1,266.15,129.95,343.8,376.35,262.85,182.6,65.1,29.25,b'UV',100 mA,b'OK Read',09:10:08
12A,2,64,50,331.95,797.35,1636.1,1175.85,3549.65,5285.65,1297.8,2209.95,26409.65,3506.2,4425.6,1412.5,2438.1,1471.2,3627.25,5723.6,4657.4,1827.05,b'White IR',100 mA,b'OK Read',09:10:08
12A,2,64,50,1527.05,1035.65,1761.3,1242.95,3882.7,5951.2,1356.95,2314.45,29977.9,3788.2,4603,1490.05,2551.2,1368.55,1099.55,570.65,270.15,229,b'White UV',100 mA,b'OK Read',09:10:09
12A,2,64,50,1218.8,320.8,179.45,152,215.7,122.75,142.4,229.9,332.2,324.9,537.55,236.8,515.65,607.3,2900.05,5392.6,4488.15,1661.4,b'UV IR',100 mA,b'OK Read',09:10:10
12A,2,64,50,1133.45,921.1,1627.75,1171.4,3485.35,5179.05,1276.35,2173.4,25877,3445.25,4352.5,1395.75,2401.9,1449.8,3517.75,5615.15,4631.35,1836.8,b'White UV IR',100 mA,b'OK Read',09:10:11
12A,2,64,100,94.85,187.875,486.225,317.45,876.075,1326.25,302.3,523.75,6838.675,934.075,1286.45,418.1,832.3,596.6,446.825,268.2,105.775,68.2,b'White',12.5 mA,b'OK Read',09:10:13
12A,2,64,100,61.65,64.15,79.3,38,56.775,51.7,25.525,44.4,214.775,137.625,313.125,127.85,364.125,406.3,637.4,927.3,554.925,185.15,b'IR',12.5 mA,b'OK Read',09:10:14
12A,2,64,100,834.675,190.175,83.475,42.475,45.4,46.85,14.775,26.125,203.325,117.325,284.425,120.5,343.775,378.5,260.65,182.6,63.475,26.8,b'UV',12.5 mA,b'OK Read',09:10:14
12A,2,64,100,106.7,199.35,498.75,330.85,902.55,1344.025,318.4,549.875,6881.625,961.15,1315.15,431.725,852.65,626.55,830.15,1018.6,602.1,229,b'White IR',12.5 mA,b'OK Read',09:10:15
12A,2,64,100,867.875,323.075,500.85,333.075,889.3,1334.35,309,531.6,6867.3,943.1,1239.475,424.375,832.3,596.6,449.025,271.05,109.025,70.65,b'White UV',12.5 mA,b'OK Read',09:10:16
12A,2,64,100,837.05,199.35,93.9,55.875,66.225,54.925,30.9,50.95,220.5,143.275,315.75,135.175,366.4,408.425,643.975,935.85,558.175,190.025,b'UV IR',12.5 mA,b'OK Read',09:10:17
12A,2,64,100,853.625,329.95,513.375,346.5,910.125,1348.875,323.775,555.1,6887.35,967.925,1315.15,438,854.925,628.675,830.15,1018.6,603.725,233.85,b'White UV IR',12.5 mA,b'OK Read',09:10:18
12A,2,64,100,137.525,336.825,845.175,565.575,1678.325,2553.975,579.05,997.875,13044.45,1701.2,2218,698.925,1286.9,799.75,622.075,350.95,149.725,109.625,b'White',25 mA,b'OK Read',09:10:20
12A,2,64,100,75.875,75.6,91.825,53.65,79.475,61.375,43,71.825,234.825,164.7,349.675,144.6,389,442.65,1042.625,1726.2,1119.6,375.15,b'IR',25 mA,b'OK Read',09:10:21
12A,2,64,100,1164.275,240.575,87.65,49.175,49.2,48.475,17.475,30.05,206.2,120.7,287.025,124.7,346.05,378.5,262.85,182.6,65.1,29.225,b'UV',25 mA,b'OK Read',09:10:22
12A,2,64,100,163.625,362.025,872.3,592.4,1727.525,2587.9,611.3,1047.5,13090.275,1751.975,2202.35,729.3,1334.4,866.05,1406.225,1894.55,1207.475,462.85,b'White IR',25 mA,b'OK Read',09:10:22
12A,2,64,100,1166.625,513.25,863.95,587.925,1687.8,2560.45,584.425,1003.1,13027.275,1706.85,2139.725,708.35,1291.425,804.025,626.45,350.95,152.975,114.5,b'White UV',25 mA,b'OK Read',09:10:23
