Fruit number,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time
56C,1,64,150,214.983,572.817,1999.2,764.533,2638.917,3732.7,887.6,1442.817,13469.25,1786.183,2084.067,743.283,1376.617,873.883,3330.833,5527.667,5654.4,2104.767,b'White IR',100 mA,b'OK Read',9:29:16
56C,1,64,150,1945.967,1438.9,3832.85,1384.5,5357.3,8162.183,1705.35,2733.267,29378.417,3397.133,3900.217,1319.6,2483.35,1233.133,914.117,416.567,239.767,214.367,b'White UV',100 mA,b'OK Read',9:29:17
56C,1,64,150,347.783,154.283,122.433,129.65,215.7,100.15,133.45,229,225.283,263.983,360.1,181.633,339.25,399.167,2970.15,5367.883,5557.85,2020.317,b'UV IR',100 mA,b'OK Read',9:29:18
56C,1,64,150,232.383,572.817,1968.6,763.05,2590.983,3716.55,882.233,1434.117,13400.517,1753.1,2051,739.083,1370.583,865.333,3135.15,5369.783,5575.217,2121,b'White UV IR',100 mA,b'OK Read',9:29:20
56C,2,64,50,75.9,265.8,1206.2,380.05,1513.7,2319.75,475.6,768,8476.75,1006.3,1195.1,410.75,809.7,466.15,359.2,176.9,91.15,68.2,b'White',12.5 mA,b'OK Read',9:29:41
56C,2,64,50,33.2,27.5,33.4,26.85,37.85,22.6,21.5,39.2,108.8,90.25,125.25,75.45,180.95,201,591.4,924.45,644.4,199.75,b'IR',12.5 mA,b'OK Read',9:29:42
56C,2,64,50,1636.15,274.95,33.4,35.75,22.7,19.4,10.75,18.3,91.65,74.45,114.8,67.05,158.3,166.8,135.8,85.6,35.8,19.5,b'UV',12.5 mA,b'OK Read',9:29:42
56C,2,64,50,90.1,274.95,1214.55,393.45,1532.65,2326.2,491.7,794.1,8493.95,1026.6,1179.45,425.45,832.3,500.4,814.8,1015.75,699.75,258.2,b'White IR',12.5 mA,b'OK Read',9:29:43
56C,2,64,50,1479.65,490.35,1210.4,397.9,1513.7,2319.75,480.95,773.2,8482.45,1008.55,1195.1,417.05,809.7,470.45,363.6,176.9,91.15,73.1,b'White UV',12.5 mA,b'OK Read',9:29:44
56C,2,64,50,1436.95,256.6,45.9,49.2,45.4,29.1,26.85,44.4,108.8,97,146.15,81.75,185.45,205.3,591.4,924.45,647.65,204.65,b'UV IR',12.5 mA,b'OK Read',9:29:45
56C,2,64,50,1294.7,472,1222.9,411.35,1536.4,2329.45,494.4,796.75,8499.65,1031.1,1231.65,429.6,832.3,504.65,814.8,1015.75,703,258.2,b'White UV IR',12.5 mA,b'OK Read',9:29:46
56C,2,64,50,123.3,536.15,2178.7,693,2910.1,4481.2,918.95,1473.3,16254.75,1868.15,2124.05,735.6,1411.3,748.45,569.5,268.2,143.2,116.95,b'White',25 mA,b'OK Read',9:29:48
56C,2,64,50,52.15,45.85,45.9,44.7,68.1,35.55,40.3,70.55,126,117.3,177.45,92.2,212.6,239.5,1068.9,1820.35,1344.15,423.9,b'IR',25 mA,b'OK Read',9:29:48
56C,2,64,50,2143.6,348.25,41.75,44.7,26.5,19.4,13.45,20.9,91.65,76.7,114.8,69.15,158.3,171.05,135.8,85.6,35.8,19.5,b'UV',25 mA,b'OK Read',9:29:49
56C,2,64,50,156.5,563.65,2203.7,724.3,2963.1,4507,953.9,1528.15,16306.3,1917.8,2186.7,769.1,1461.05,821.15,1502.6,1997.25,1454.85,531.05,b'White IR',25 mA,b'OK Read',9:29:50
56C,2,64,50,1702.55,788.2,2191.2,715.35,2910.1,4477.95,921.65,1475.9,16249,1872.65,2124.05,741.9,1415.8,748.45,573.9,268.2,146.45,121.8,b'White UV',25 mA,b'OK Read',9:29:51
56C,2,64,50,1617.15,293.3,62.6,67.05,75.7,42,45.7,75.75,131.75,124.1,161.8,98.5,212.6,239.5,1068.9,1814.65,1347.4,428.75,b'UV IR',25 mA,b'OK Read',9:29:52
56C,2,64,50,1180.85,733.2,2207.9,733.25,2959.3,4500.55,953.9,1528.15,16283.35,1917.8,2259.75,771.2,1465.6,821.15,1498.2,1991.55,1451.55,531.05,b'White UV IR',25 mA,b'OK Read',9:29:53
56C,2,64,50,199.2,976.05,3439.15,1113.25,4881.75,7569.85,1547.7,2468.55,27217.25,3075.25,3606.2,1196.65,2275.25,1150.45,867.4,393.75,218.05,190,b'White',50 mA,b'OK Read',9:29:55
56C,2,64,50,80.6,73.3,75.15,76,121.1,61.4,75.25,128,166.1,171.45,224.4,125.75,262.35,312.2,1927.55,3435.3,2756.7,901.35,b'IR',50 mA,b'OK Read',9:29:55
56C,2,64,50,2522.95,403.25,45.9,49.2,30.25,22.6,13.45,23.5,97.35,78.95,99.15,71.25,162.85,171.05,135.8,85.6,35.8,19.5,b'UV',50 mA,b'OK Read',9:29:56
56C,2,64,50,213.4,751.55,2717.1,916.55,3746.45,5676.6,1222.6,1959.15,20470.2,2416.45,2849.5,972.4,1836.5,1039.25,2462,3652.15,2893.4,1032.9,b'White IR',50 mA,b'OK Read',9:29:57
56C,2,64,50,1621.9,1154.8,3318.1,1090.9,4666.05,7217.7,1480.55,2364.05,26020.15,2948.9,3454.9,1152.65,2184.8,1107.7,836.7,376.65,211.55,185.15,b'White UV',50 mA,b'OK Read',9:29:58
56C,2,64,50,1275.7,270.35,87.65,93.9,128.65,67.85,77.9,133.2,166.1,176,245.3,132.05,262.35,312.2,1923.15,3423.9,2759.95,906.2,b'UV IR',50 mA,b'OK Read',9:29:59
56C,2,64,50,692.4,820.25,2675.35,907.6,3667,5560.3,1198.4,1920,20023.45,2369.05,2792.1,957.75,1809.35,1026.4,2422.55,3612.2,2890.15,1037.75,b'White UV IR',50 mA,b'OK Read',9:30:00
56C,2,64,50,222.9,1131.9,3848.15,1256.35,5547.8,8594.05,1760,2805.55,30854.2,3479.1,3950.65,1351.75,2569.3,1287.3,968.15,433.7,244.1,214.35,b'White',100 mA,b'OK Read',9:30:01
56C,2,64,50,132.8,123.75,125.2,134.15,223.25,103.4,137.05,232.5,229.1,268.5,344.45,184.4,352.8,423.4,3263.65,5889.1,5500.35,1939.1,b'IR',100 mA,b'OK Read',9:30:02
56C,2,64,50,2845.45,444.5,45.9,58.1,30.25,25.85,16.1,23.5,97.35,78.95,99.15,73.35,162.85,171.05,135.8,85.6,39.05,19.5,b'UV',100 mA,b'OK Read',9:30:03
56C,2,64,50,218.15,536.15,1940.8,701.95,2607.4,3786.55,889.4,1436.75,13637.25,1753.1,2024.9,744,1393.2,902.4,3601,6020.35,5591.5,2026.8,b'White IR',100 mA,b'OK Read',9:30:04
56C,2,64,50,1621.9,1306,3710.45,1229.5,5309.35,8206.35,1684.75,2688,29519.7,3336.95,3773.25,1299.35,2460.75,1236,928.7,416.55,237.6,209.5,b'White UV',100 mA,b'OK Read',9:30:05
56C,2,64,50,308.25,155.8,125.2,134.15,223.25,103.4,137.05,232.5,229.1,268.5,370.55,184.4,352.8,423.4,3237.35,5854.85,5510.1,1944,b'UV IR',100 mA,b'OK Read',9:30:06
56C,2,64,50,232.4,536.15,1919.9,697.45,2577.1,3738.1,878.65,1423.65,13505.5,1735.05,2071.9,737.7,1379.65,893.85,3473.95,5889.1,5549.15,2041.4,b'White UV IR',100 mA,b'OK Read',9:30:06
56C,2,64,100,73.5,263.5,1195.775,380.025,1498.575,2297.125,474.25,765.375,8479.6,1000.65,1148.15,411.8,811.95,470.45,363.6,179.75,89.5,68.2,b'White',12.5 mA,b'OK Read',9:30:08
56C,2,64,100,35.575,29.775,33.4,26.825,39.725,24.225,22.85,39.175,108.825,90.25,127.85,76.5,185.45,203.15,578.25,910.175,642.8,204.625,b'IR',12.5 mA,b'OK Read',9:30:09
56C,2,64,100,1579.225,265.775,35.475,35.775,22.7,17.775,10.75,18.275,94.5,73.325,112.2,67.075,160.575,171.075,138,85.6,35.8,17.05,b'UV',12.5 mA,b'OK Read',9:30:10
56C,2,64,100,87.725,277.25,1204.125,397.925,1528.85,2310.05,493.075,794.125,8519.7,1027.725,1223.825,427.525,836.825,504.65,810.45,1010.05,701.375,258.225,b'White IR',12.5 mA,b'OK Read',9:30:11
56C,2,64,100,1441.7,485.75,1206.2,402.375,1511.825,2301.975,479.625,773.225,8499.65,1008.525,1195.125,417.05,811.95,470.45,363.6,179.75,92.75,73.075,b'White UV',12.5 mA,b'OK Read',9:30:12
56C,2,64,100,1391.9,249.75,45.9,49.175,47.3,29.075,26.875,44.4,111.675,97.025,146.125,81.725,185.45,205.275,587.025,918.75,646.05,207.075,b'UV IR',12.5 mA,b'OK Read',9:30:13
56C,2,64,100,1259.125,469.7,1216.625,415.8,1534.525,2311.675,495.75,799.35,8519.7,1032.225,1176.85,431.725,836.825,504.65,810.45,1010.05,704.625,260.65,b'White UV IR',12.5 mA,b'OK Read',9:30:13
56C,2,64,100,125.675,540.725,2166.15,697.475,2904.45,4448.875,917.6,1472,16274.775,1869.3,2207.575,736.65,1418.075,752.7,571.7,268.2,143.2,119.375,b'White',25 mA,b'OK Read',9:30:15
56C,2,64,100,49.8,43.525,45.9,44.7,68.125,37.15,40.3,69.225,126,118.45,177.45,93.25,212.6,241.625,1053.575,1797.55,1344.175,428.75,b'IR',25 mA,b'OK Read',9:30:16
56C,2,64,100,2074.8,336.825,39.65,44.7,26.5,21,12.1,20.9,94.5,75.575,99.15,69.15,160.575,171.075,138,88.45,37.425,19.5,b'UV',25 mA,b'OK Read',9:30:17
56C,2,64,100,156.5,565.95,2191.2,726.525,2953.65,4468.25,951.2,1526.85,16289.1,1916.675,2259.75,769.125,1467.85,823.275,1487.275,1977.3,1453.2,533.5,b'White IR',25 mA,b'OK Read',9:30:18
56C,2,64,100,1662.225,783.6,2172.425,717.6,2898.775,4435.95,920.3,1475.9,16251.875,1870.425,2118.85,742.925,1418.075,752.7,573.875,268.2,146.45,124.25,b'White UV',25 mA,b'OK Read',9:30:20
56C,2,64,100,1574.475,288.7,62.6,67.075,75.675,43.625,45.675,75.75,131.725,125.225,180.05,99.55,212.6,241.625,1055.75,1797.55,1345.8,433.625,b'UV IR',25 mA,b'OK Read',9:30:20
56C,2,64,100,1154.775,733.2,2193.275,742.175,2953.65,4458.55,952.55,1529.45,16300.55,1918.925,2259.75,772.275,1470.1,823.275,1476.3,1965.875,1454.825,538.375,b'White UV IR',25 mA,b'OK Read',9:30:21
56C,2,64,100,199.175,985.25,3420.35,1128.925,4868.5,7489.1,1546.375,2471.175,27211.5,3074.125,3483.575,1199.8,2286.575,1152.575,865.2,390.9,219.7,190.025,b'White',50 mA,b'OK Read',9:30:23
56C,2,64,100,80.625,71.025,75.125,76,121.1,61.375,75.225,126.7,163.225,171.475,227.025,126.8,262.35,310.075,1879.35,3349.7,2758.325,913.525,b'IR',50 mA,b'OK Read',9:30:24
56C,2,64,100,2534.825,396.375,43.825,49.175,28.375,22.625,13.425,23.5,97.375,78.975,112.2,71.25,162.85,171.075,138,88.45,37.425,19.5,b'UV',50 mA,b'OK Read',9:30:25
56C,2,64,100,213.4,772.15,2687.875,959.025,3748.35,5571.575,1223.925,1970.925,20561.825,2424.325,2828.625,976.6,1850.075,1037.1,2405.025,3563.7,2914.525,1052.375,b'White IR',50 mA,b'OK Read',9:30:26
56C,2,64,100,1586.35,1157.075,3274.275,1115.5,4650.9,7157.925,1484.575,2373.2,26066,2952.275,3337.45,1156.825,2193.85,1109.825,836.725,379.475,214.8,187.575,b'White UV',50 mA,b'OK Read',9:30:27
56C,2,64,100,1254.375,261.2,85.55,93.9,128.675,64.625,77.925,130.6,160.375,173.725,247.9,127.85,262.35,307.925,1866.2,3338.275,2766.45,920.825,b'UV IR',50 mA,b'OK Read',9:30:27
56C,2,64,100,685.275,831.725,2621.1,941.125,3661.3,5452.05,1201.1,1933.05,20126.55,2379.2,2799.9,958.775,1816.15,1020,2345.9,3520.9,2903.15,1054.825,b'White UV IR',50 mA,b'OK Read',9:30:29
56C,2,64,100,227.625,1159.375,3781.375,1305.525,5530.75,8422.8,1765.35,2822.525,31000.25,3492.65,4068.1,1359.075,2587.375,1287.3,963.775,433.7,245.725,216.8,b'White',100 mA,b'OK Read',9:30:30
56C,2,64,100,130.425,119.15,123.125,129.65,219.5,101.775,134.35,227.275,220.5,262.85,341.825,179.175,346.05,410.575,3079.675,5572.375,5492.225,1982.95,b'IR',100 mA,b'OK Read',9:30:31
56C,2,64,100,2838.35,423.875,45.9,53.65,30.275,22.625,14.775,23.5,91.65,77.85,112.2,70.2,160.575,171.075,138,85.6,37.425,21.925,b'UV',100 mA,b'OK Read',9:30:32
56C,2,64,100,218.15,549.9,1901.125,728.775,2613.05,3731.625,896.125,1455.025,13840.575,1770.025,2092.75,747.125,1400,893.85,3412.6,5700.775,5583.35,2075.525,b'White IR',100 mA,b'OK Read',9:30:33
56C,2,64,100,1595.825,1315.175,3591.475,1285.4,5258.275,7976.95,1692.8,2710.2,29682.925,3352.775,3760.175,1306.675,2476.55,1233.85,926.525,419.425,239.225,211.95,b'White UV',100 mA,b'OK Read',9:30:34
56C,2,64,100,279.8,146.65,125.2,131.9,219.5,101.775,134.35,227.275,220.5,262.85,362.7,179.175,343.775,408.425,3046.8,5538.125,5484.075,1990.275,b'UV IR',100 mA,b'OK Read',9:30:36
56C,2,64,100,227.625,538.45,1846.875,713.125,2533.575,3594.3,874.625,1418.45,13508.375,1737.3,2058.825,730.35,1370.6,876.725,3239.575,5540.975,5528.025,2092.575,b'White UV IR',100 mA,b'OK Read',9:30:37
56C,2,64,150,74.3,264.25,1144.983,388.967,1465.783,2204.517,475.6,768.867,8528.3,1002.517,1141.183,410.067,814.217,469.017,360.683,180.7,90.05,68.217,b'White',12.5 mA,b'OK Read',9:30:39
56C,2,64,150,34.783,29.017,32,26.833,39.1,23.7,22.4,38.317,105,88.75,127,74.05,183.95,202.433,570.95,905.433,646.583,204.633,b'IR',12.5 mA,b'OK Read',9:30:40
56C,2,64,150,1482.8,245.933,34.783,34.283,22.7,17.233,9.85,17.417,89.733,70.7,113.083,64.267,159.833,169.65,137.267,87.5,35.8,17.867,b'UV',12.5 mA,b'OK Read',9:30:41
56C,2,64,150,88.533,270.367,1138.033,394.933,1464.517,2202.35,491.717,794.117,8558.833,1024.333,1170.767,424.733,838.333,503.233,804.6,1006.233,705.167,259.85,b'White IR',12.5 mA,b'OK Read',9:30:43
56C,2,64,150,1343.683,458.25,1135.25,397.917,1443.083,2188.35,478.283,772.35,8539.75,1005.533,1189.9,414.25,812.7,470.433,362.15,180.7,92.217,71.45,b'White UV',12.5 mA,b'OK Read',9:30:44
56C,2,64,150,1291.517,229.133,45.917,46.2,46.667,29.083,25.967,43.533,106.917,94.017,127,79.633,183.95,203.85,581.183,913.033,648.767,207.883,b'UV IR',12.5 mA,b'OK Read',9:30:45
56C,2,64,150,1163.467,442.983,1139.417,409.833,1462,2195.9,495.3,799.35,8564.567,1028.85,1172.5,429.617,838.333,504.65,803.133,1006.233,706.25,263.1,b'White UV IR',12.5 mA,b'OK Read',9:30:47
56C,2,64,150,124.883,523.933,2029.817,691.517,2760.017,4216.25,915.367,1472.433,16340.65,1862.9,2110.15,734.2,1421.85,749.85,570.95,268.2,143.2,118.55,b'White',25 mA,b'OK Read',9:30:48
56C,2,64,150,50.583,44.3,47.3,44.717,66.85,36.617,40.3,67.917,124.1,115.067,160.05,91.517,211.083,240.917,1041.15,1780.417,1348.517,432,b'IR',25 mA,b'OK Read',9:30:50
56C,2,64,150,1917.517,305.5,38.95,41.733,25.233,19.383,11.65,20.033,91.633,72.95,113.083,67.067,159.833,171.067,138.717,87.5,35.8,19.483,b'UV',25 mA,b'OK Read',9:30:51
56C,2,64,150,156.5,548.367,2045.117,722.8,2806.683,4233.483,948.517,1527.283,16373.1,1911.033,2171.033,766.333,1471.617,819.717,1474.85,1961.117,1459.167,539.183,b'White IR',25 mA,b'OK Read',9:30:53
56C,2,64,150,1520.733,740.833,2032.6,712.367,2753.7,4203.333,918.067,1475.033,16310.1,1865.9,2188.433,739.783,1421.85,749.85,570.95,268.2,146.467,123.433,b'White UV',25 mA,b'OK Read',9:30:54
56C,2,64,150,1432.217,261.2,61.217,65.567,75.683,42,44.783,74.017,126,121.833,161.783,97.1,211.083,240.917,1041.15,1780.417,1349.6,436.867,b'UV IR',25 mA,b'OK Read',9:30:56
56C,2,64,150,1051.233,695.017,2045.117,736.217,2799.117,4224.867,951.2,1529.9,16346.367,1914.033,2251.067,769.817,1470.1,818.283,1460.25,1951.617,1459.167,542.433,b'White UV IR',25 mA,b'OK Read',9:30:57
56C,2,64,150,199.183,937.883,3173.417,1107.3,4577.733,7065.85,1536.067,2459.85,27219.133,3050.433,3456.617,1193.15,2287.333,1149.017,861.55,391.85,218.067,190.017,b'White',50 mA,b'OK Read',9:30:59
56C,2,64,150,79.033,70.267,73.733,74.517,121.1,60.317,74.333,125.383,158.467,166.967,224.417,123.65,260.85,306.5,1845.75,3296.433,2754.517,922.45,b'IR',50 mA,b'OK Read',9:31:00
56C,2,64,150,2263.717,357.433,43.133,47.683,27.75,21.533,13.433,21.767,91.633,75.2,114.817,68.467,159.833,171.067,137.267,87.5,36.883,19.483,b'UV',50 mA,b'OK Read',9:31:01
56C,2,64,150,211.833,711.817,2463.883,898.667,3473.983,5258.733,1201.083,1933.917,20281.183,2375.067,2706.85,960.533,1827.45,1026.417,2368.517,3513.283,2887.95,1052.383,b'White IR',50 mA,b'OK Read',9:31:03
56C,2,64,150,1440.117,1084.533,3048.2,1080.483,4358.25,6735.233,1471.583,2356.233,26029.717,2924.083,3312.233,1148.45,2192.333,1106.25,830.883,378.533,212.633,186.767,b'White UV',50 mA,b'OK Read',9:31:04
56C,2,64,150,1109.733,238.283,84.867,90.917,127.4,64.617,77.917,129.733,160.367,172.233,224.417,127.833,260.85,306.5,1839.917,3290.733,2755.6,925.7,b'UV IR',50 mA,b'OK Read',9:31:06
56C,2,64,150,607.033,766.8,2426.317,889.717,3402.083,5147.817,1180.483,1897.35,19910.8,2334.45,2752.067,945.867,1797.3,1012.167,2307.2,3469.533,2879.283,1055.633,b'White UV IR',50 mA,b'OK Read',9:31:07
56C,2,64,150,224.467,1081.467,3529.567,1247.4,5168.083,8000.65,1746.55,2792.483,30871.383,3449.783,4053.3,1349.633,2582.85,1285.867,960.85,431.783,243.017,214.367,b'White',100 mA,b'OK Read',9:31:09
56C,2,64,150,128.05,117.617,122.433,126.683,215.7,100.15,132.567,224.65,217.65,259.467,337.483,177.433,342.267,403.433,2987.667,5398.317,5415.733,1992.7,b'IR',100 mA,b'OK Read',9:31:10
56C,2,64,150,2537.2,392.567,45.917,53.65,30.267,22.617,14.333,22.633,91.633,76.717,97.417,69.85,159.833,169.65,137.267,87.5,37.967,21.117,b'UV',100 mA,b'OK Read',9:31:11
56C,2,64,150,211.833,499.5,1726.533,672.133,2371.5,3418.233,852.683,1383.617,13201.95,1690.667,2017.95,715.333,1347.967,865.333,3311.85,5520.067,5494.933,2077.15,b'White IR',100 mA,b'OK Read',9:31:13
56C,2,64,150,1419.567,1214.367,3390.45,1211.633,4933.467,7636.633,1671.317,2674.05,29494.867,3303.133,3741.917,1295.85,2469.767,1233.133,922.883,416.567,236.5,209.5,b'White UV',100 mA,b'OK Read',9:31:14
56C,2,64,150,256.083,140.533,122.433,128.167,215.7,100.15,132.567,224.65,217.65,258.717,337.483,177.433,342.267,403.433,2955.55,5364.083,5403.8,1997.567,b'UV IR',100 mA,b'OK Read',9:31:16
56C,2,64,150,221.317,501.017,1716.783,670.65,2351.317,3421.467,852.683,1383.617,13228.683,1678.633,2005.783,716.033,1347.967,861.05,3132.233,5373.6,5421.15,2091.767,b'White UV IR',100 mA,b'OK Read',9:31:17
56C,3,64,50,71.15,261.2,1122.75,402.4,1415.35,2180.8,489.05,786.3,8539.75,1031.1,1210.75,414.95,818.75,479,368,188.3,91.15,68.2,b'White',12.5 mA,b'OK Read',9:41:42
56C,3,64,50,33.2,27.5,33.4,26.85,37.85,22.6,21.5,39.2,120.3,92.5,135.7,77.55,194.5,213.85,626.45,953,657.45,199.75,b'IR',12.5 mA,b'OK Read',9:41:43
56C,3,64,50,2086.65,307.05,33.4,35.75,22.7,19.4,10.75,18.3,103.1,76.7,125.25,69.15,167.35,179.6,144.55,91.3,35.8,19.5,b'UV',12.5 mA,b'OK Read',9:41:44
56C,3,64,50,85.35,274.95,1135.25,420.25,1441.8,2190.5,502.45,812.4,8545.5,1055.9,1195.1,431.7,841.35,513.2,849.85,1044.3,716,253.35,b'White IR',12.5 mA,b'OK Read',9:41:45
56C,3,64,50,1911.2,522.4,1135.25,429.2,1422.9,2184.05,491.7,791.5,8528.3,1040.1,1210.75,421.25,818.75,479,368,188.3,94.4,73.1,b'White UV',12.5 mA,b'OK Read',9:41:46
56C,3,64,50,1863.75,288.7,45.9,49.2,49.2,29.1,26.85,44.4,120.3,99.25,151.35,83.85,194.5,213.85,626.45,953,660.7,204.65,b'UV IR',12.5 mA,b'OK Read',9:41:46
56C,3,64,50,1678.8,504.1,1147.75,442.65,1445.6,2196.95,507.85,817.65,8539.75,1060.45,1195.1,435.9,845.85,513.2,845.5,1044.3,719.3,258.2,b'White UV IR',12.5 mA,b'OK Read',9:41:47
56C,3,64,50,123.3,536.15,2036.75,742.2,2739.85,4229.15,940.45,1512.5,16329.2,1922.3,2150.15,744,1424.85,757,578.25,273.9,146.45,121.8,b'White',25 mA,b'OK Read',9:41:49
56C,3,64,50,47.4,41.25,45.9,44.7,68.1,35.55,40.3,67.9,137.45,119.6,182.65,94.3,212.6,243.75,1125.85,1860.3,1373.45,419,b'IR',25 mA,b'OK Read',9:41:50
56C,3,64,50,2736.4,389.5,37.55,44.7,22.7,19.4,10.75,18.3,80.2,72.2,104.4,62.85,149.25,158.25,131.4,79.9,32.55,19.5,b'UV',25 mA,b'OK Read',9:41:50
56C,3,64,50,151.75,559.05,2053.45,773.5,2792.8,4258.25,972.7,1562.1,16312,1960.65,2270.2,764.95,1447.5,804.05,1528.9,2031.5,1480.85,526.2,b'White IR',25 mA,b'OK Read',9:41:51
56C,3,64,50,2186.25,856.95,2141.1,795.85,2826.85,4297,937.75,1507.25,16105.8,1917.8,2181.5,737.7,1393.2,722.75,547.6,256.8,143.2,121.8,b'White UV',25 mA,b'OK Read',9:41:52
56C,3,64,50,2062.95,325.35,58.45,67.05,75.7,42,45.7,75.75,126,121.85,167,96.4,199.05,230.95,1117.1,1854.6,1379.95,423.9,b'UV IR',25 mA,b'OK Read',9:41:53
56C,3,64,50,810.95,678.2,2145.3,786.9,2857.15,4216.25,945.8,1520.3,15773.6,1958.4,2265,754.45,1420.35,791.2,1533.25,2025.8,1490.65,526.2,b'White UV IR',25 mA,b'OK Read',9:41:54
56C,3,64,50,166,838.6,2817.25,1041.75,3844.85,6044.9,1303.2,2087.15,22509.2,2576.6,2870.35,1003.85,1899.8,958,709.7,331,182.25,160.8,b'White',50 mA,b'OK Read',9:41:55
56C,3,64,50,75.9,68.75,70.95,76,121.1,61.4,75.25,128,160.35,162.45,213.95,121.55,253.3,299.35,2019.55,3515.2,2818.5,891.6,b'IR',50 mA,b'OK Read',9:41:56
56C,3,64,50,3068.35,426.15,37.55,49.2,26.5,22.6,13.45,20.9,108.8,74.45,109.6,69.15,149.25,162.5,131.4,85.6,32.55,19.5,b'UV',50 mA,b'OK Read',9:41:57
56C,3,64,50,213.4,769.85,2128.6,1001.5,2944.2,5498.9,1244.1,2000.95,20412.9,2030.6,2364.15,982.9,1827.45,1030.7,2453.2,3743.45,2938.95,1023.15,b'White IR',50 mA,b'OK Read',9:41:58
56C,3,64,50,2371.2,1301.45,3280.55,1256.35,4753.05,7337.25,1585.35,2533.85,27217.25,3179.05,3543.6,1221.8,2275.25,1141.9,867.4,399.45,224.55,199.75,b'White UV',50 mA,b'OK Read',9:41:58
56C,3,64,50,1214.05,233.7,87.65,93.9,132.45,64.6,80.6,133.2,183.3,180.5,250.5,134.15,266.9,316.5,2028.3,3515.2,2831.55,896.45,b'UV IR',50 mA,b'OK Read',9:41:59
56C,3,64,50,507.45,673.65,2191.2,853.95,3035,4526.4,1037.2,1669.2,16838.95,2091.55,2432,838.3,1560.55,910.95,2440.1,3674.95,2942.2,1008.55,b'White UV IR',50 mA,b'OK Read',9:42:00
56C,3,64,50,132.8,600.3,2679.5,818.2,3788.1,4713.8,1015.7,1635.25,17663.7,2542.75,2943.45,808.95,1524.4,795.45,722.8,291.05,185.5,131.55,b'White',100 mA,b'OK Read',9:42:02
56C,3,64,50,132.8,119.15,125.2,134.15,223.25,106.6,139.7,235.1,246.3,270.75,375.75,190.7,357.35,436.25,3443.25,6060.25,5663.1,1924.5,b'IR',100 mA,b'OK Read',9:42:02
56C,3,64,50,3177.4,439.9,41.75,53.65,30.25,22.6,13.45,20.9,114.55,81.2,114.8,73.35,162.85,171.05,144.55,91.3,39.05,19.5,b'UV',100 mA,b'OK Read',9:42:03
56C,3,64,50,199.2,435.35,1285.5,621.45,1737,2833.45,725.5,1178.1,10515.75,1281.55,1518.7,624.5,1148.95,799.75,3653.55,6151.6,5721.65,1997.55,b'White IR',100 mA,b'OK Read',9:42:04
56C,3,64,50,1631.4,1228.1,3318.1,1269.75,4832.55,7476.15,1612.2,2578.25,27721.25,3226.4,3710.6,1238.55,2311.45,1163.25,880.55,405.15,227.85,199.75,b'White UV',100 mA,b'OK Read',9:42:05
56C,3,64,50,170.75,128.3,125.2,134.15,223.25,106.6,139.7,235.1,246.3,270.75,375.75,190.7,357.35,431.95,3408.2,6026.05,5659.85,1929.35,b'UV IR',100 mA,b'OK Read',9:42:06
56C,3,64,50,199.2,430.75,1464.95,612.5,1982.95,2775.3,712.05,1157.2,10309.55,1437.2,1638.7,614.05,1135.35,786.9,3548.4,6008.9,5698.9,2012.2,b'White UV IR',100 mA,b'OK Read',9:42:06
56C,3,64,100,71.125,265.775,1131.075,415.8,1449.375,2222.825,482.325,779.75,8439.525,1025.45,1158.575,416,807.425,468.3,365.8,185.45,91.125,68.2,b'White',12.5 mA,b'OK Read',9:42:08
56C,3,64,100,30.825,27.5,31.3,26.825,37.85,24.225,22.85,39.175,126,91.375,133.075,78.6,187.725,207.425,611.125,938.725,659.075,202.2,b'IR',12.5 mA,b'OK Read',9:42:09
56C,3,64,100,1946.775,286.4,33.4,35.775,22.7,17.775,9.4,16.975,111.675,74.45,104.375,69.15,162.85,173.2,144.575,91.3,35.8,17.05,b'UV',12.5 mA,b'OK Read',9:42:10
56C,3,64,100,87.725,279.525,1143.6,431.45,1477.775,2240.6,499.775,807.175,8471.025,1051.4,1187.3,432.775,832.3,504.65,838.925,1038.575,717.65,255.775,b'White IR',12.5 mA,b'OK Read',9:42:10
56C,3,64,100,1700.15,501.775,1143.6,438.15,1460.75,2230.9,486.35,786.275,8448.1,1032.225,1158.575,421.225,809.675,470.45,367.975,188.325,94.375,73.075,b'White UV',12.5 mA,b'OK Read',9:42:11
56C,3,64,100,1657.475,261.2,43.825,49.175,47.3,29.075,25.525,44.4,128.875,99.275,148.725,84.875,189.975,209.55,619.875,947.275,662.325,204.625,b'UV IR',12.5 mA,b'OK Read',9:42:12
56C,3,64,100,1410.875,474.3,1154.025,447.1,1483.45,2242.2,502.475,811.1,8468.15,1055.925,1239.475,436.95,834.575,506.8,838.925,1038.575,720.9,260.65,b'White UV IR',12.5 mA,b'OK Read',9:42:13
56C,3,64,100,125.675,547.6,2059.725,760.075,2807.95,4316.4,931.05,1498.125,16165.95,1912.15,2137.125,745.025,1411.3,748.425,573.875,273.9,146.45,119.375,b'White',25 mA,b'OK Read',9:42:15
