Fruit number,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time
56A,2,64,50,80.6,68.75,75.15,76,121.1,61.4,75.25,125.4,189,173.75,271.4,129.95,298.55,359.25,2212.3,3509.5,2672.05,891.6,b'IR',50 mA,b'OK Read',9:15:18
56A,2,64,50,1152.4,242.85,45.9,44.7,30.25,19.4,13.45,20.9,108.8,78.95,135.7,73.35,185.45,209.55,170.85,114.15,39.05,19.5,b'UV',50 mA,b'OK Read',9:15:19
56A,2,64,50,237.1,659.9,1848.95,943.35,3719.95,5469.8,1322,2251.75,25619.25,3034.65,3574.9,1154.75,2401.9,1257.35,2790.55,3754.85,2828.3,1052.4,b'White IR',50 mA,b'OK Read',9:15:20
56A,2,64,50,1010.15,856.95,2011.75,997,4045.4,6044.9,1402.6,2392.8,28408.55,3273.8,3955.9,1213.4,2496.9,1171.85,841.1,393.75,214.8,194.9,b'White UV',50 mA,b'OK Read',9:15:20
56A,2,64,50,872.6,229.15,83.45,93.9,124.9,61.4,77.9,130.6,154.65,169.2,203.55,119.45,230.7,282.25,2142.2,3452.4,2668.8,896.45,b'UV IR',50 mA,b'OK Read',9:15:21
56A,2,64,50,763.55,756.1,1819.75,938.9,3629.15,5324.45,1289.75,2196.9,24943.4,2962.45,3590.55,1123.3,2302.4,1176.1,2724.85,3692.1,2821.8,1057.25,b'White UV IR',50 mA,b'OK Read',9:15:22
56A,2,64,50,227.65,843.2,2316.4,1153.5,4832.55,7240.3,1676.7,2855.15,33941.35,3880.7,4696.95,1429.25,2944.75,1347.15,955,439.4,244.1,224.1,b'White',100 mA,b'OK Read',9:15:24
56A,2,64,50,128.05,119.15,125.2,129.65,219.5,103.4,137.05,229.9,257.75,273,396.65,186.5,402.6,483.25,3719.25,5991.8,5347.4,1929.35,b'IR',100 mA,b'OK Read',9:15:25
56A,2,64,50,1304.15,274.95,45.9,49.2,30.25,22.6,16.1,23.5,108.8,81.2,135.7,77.55,185.45,209.55,170.85,114.15,39.05,19.5,b'UV',100 mA,b'OK Read',9:15:26
56A,2,64,50,284.55,691.95,1857.3,983.6,3719.95,5369.65,1346.2,2293.55,24937.65,3057.2,3752.35,1192.45,2456.2,1377.1,4301.9,6237.15,5500.35,2090.15,b'White IR',100 mA,b'OK Read',9:15:27
56A,2,64,50,1086,994.4,2266.35,1144.55,4666.05,6981.85,1617.6,2753.3,32566.75,3761.15,4576.95,1404.1,2908.55,1394.2,990.05,473.65,250.6,229,b'White UV',100 mA,b'OK Read',9:15:27
56A,2,64,50,659.2,233.7,137.75,143.05,223.25,106.6,139.7,232.5,257.75,277.5,370.55,190.7,402.6,483.25,3671.05,5951.85,5347.4,1939.1,b'UV IR',100 mA,b'OK Read',9:15:28
56A,2,64,50,564.35,746.95,1844.8,979.15,3667,5282.45,1324.7,2259.6,24542.45,3014.35,3700.15,1179.9,2424.55,1360,4148.55,6088.8,5467.8,2104.75,b'White UV IR',100 mA,b'OK Read',9:15:29
56A,2,64,100,71.125,176.425,642.75,310.725,1144.75,1696.2,395,681.8,8130.225,984.85,1239.475,395.05,854.925,500.375,372.375,202.575,87.875,65.775,b'White',12.5 mA,b'OK Read',9:15:31
56A,2,64,100,35.575,29.775,33.4,26.825,39.725,24.225,21.5,39.175,126,93.625,151.35,81.725,212.6,245.925,672.45,952.975,626.525,202.2,b'IR',12.5 mA,b'OK Read',9:15:32
56A,2,64,100,701.875,162.675,35.475,31.3,22.7,16.15,10.75,18.275,108.825,74.45,135.7,71.25,185.45,209.55,170.85,116.975,37.425,17.05,b'UV',12.5 mA,b'OK Read',9:15:33
56A,2,64,100,85.375,190.175,655.275,324.15,1173.125,1713.95,412.45,709.225,8167.45,1011.925,1276,409.7,882.05,536.725,882.725,1047.15,678.6,250.925,b'White IR',12.5 mA,b'OK Read',9:15:34
56A,2,64,100,704.25,313.9,657.35,326.375,1156.1,1704.275,400.375,688.325,8141.675,993.875,1244.7,399.225,854.925,502.525,372.375,205.425,91.125,68.2,b'White UV',12.5 mA,b'OK Read',9:15:34
56A,2,64,100,666.3,164.975,48,44.7,47.3,29.075,26.875,44.4,128.875,99.275,153.95,86.975,214.85,250.2,681.2,961.55,628.15,204.625,b'UV IR',12.5 mA,b'OK Read',9:15:35
56A,2,64,100,668.675,316.2,671.975,339.8,1180.7,1717.2,415.15,713.15,8147.425,1017.55,1278.625,413.9,882.05,538.875,880.525,1047.15,680.225,255.775,b'White UV IR',12.5 mA,b'OK Read',9:15:36
56A,2,64,100,116.2,355.15,1172.825,563.35,2219.5,3293.85,763.1,1310.025,15555.975,1837.7,2267.6,698.925,1476.9,771.95,560.725,288.175,136.7,112.05,b'White',25 mA,b'OK Read',9:15:38
56A,2,64,100,49.8,43.525,48,42.475,66.225,37.15,40.3,67.925,146.05,120.7,203.525,98.5,244.275,288.675,1211.275,1848.9,1301.85,423.875,b'IR',25 mA,b'OK Read',9:15:39
56A,2,64,100,943.75,208.5,39.65,38,26.5,19.375,12.1,20.9,108.825,76.7,122.65,73.35,187.725,213.825,173.05,119.825,39.05,19.5,b'UV',25 mA,b'OK Read',9:15:39
56A,2,64,100,147.025,380.35,1202.025,594.65,2268.675,3318.075,795.35,1363.575,15584.6,1887.35,2340.65,729.3,1533.425,848.925,1598.975,2014.375,1401.125,521.325,b'White IR',25 mA,b'OK Read',9:15:40
56A,2,64,100,908.175,520.125,1191.6,585.7,2221.375,3293.85,765.8,1313.95,15524.475,1839.95,2270.2,704.15,1476.9,774.1,562.925,288.175,139.95,116.925,b'White UV',25 mA,b'OK Read',9:15:41
