Fruit number,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time
24A,1,64,50,71.15,142.05,492.5,308.5,855.25,1554.05,311.7,532.9,6363.3,886.7,1127.25,345.8,696.6,423.4,311.05,171.2,74.85,58.45,b'White',12.5 mA,b'OK Read',09:21:28
24A,1,64,50,42.7,45.85,45.9,31.3,41.65,35.55,21.5,36.55,108.8,81.2,135.7,75.45,212.6,243.75,573.9,890.2,537,175.4,b'IR',12.5 mA,b'OK Read',09:21:28
24A,1,64,50,953.25,233.7,79.3,40.25,34.05,35.55,10.75,18.3,120.3,74.45,120.05,75.45,194.5,209.55,148.95,108.4,39.05,19.5,b'UV',12.5 mA,b'OK Read',09:21:29
24A,1,64,50,118.55,206.2,596.85,335.3,927.15,1592.8,325.15,556.4,6340.4,916.05,1184.7,379.3,773.5,517.5,775.4,987.2,595.6,224.1,b'White IR',12.5 mA,b'OK Read',09:21:30
24A,1,64,50,829.9,348.25,596.85,344.25,915.8,1586.35,317.05,543.35,6386.2,900.25,1205.55,370.95,750.9,487.55,350.45,205.45,91.15,68.2,b'White UV',12.5 mA,b'OK Read',09:21:31
24A,1,64,50,787.25,238.3,133.55,58.1,68.1,61.4,26.85,44.4,148.9,108.3,172.2,96.4,244.25,273.7,608.9,901.6,556.55,185.15,b'UV IR',12.5 mA,b'OK Read',09:21:32
24A,1,64,50,782.5,352.85,605.2,357.7,946.05,1596.05,335.9,572.1,6472.1,927.3,1242.1,387.7,778,521.75,784.15,987.2,602.1,229,b'White UV IR',12.5 mA,b'OK Read',09:21:33
24A,1,64,50,156.5,339.1,964.15,585.7,1740.8,3017.6,612.65,1047.5,12491.75,1665.1,2113.65,643.4,1253,722.75,516.95,285.3,130.2,107.2,b'White',25 mA,b'OK Read',09:21:34
24A,1,64,50,94.85,123.75,150.25,53.65,87.05,77.55,40.3,65.3,166.1,128.6,203.55,106.9,275.95,316.5,1064.5,1734.75,1145.65,370.3,b'IR',25 mA,b'OK Read',09:21:35
24A,1,64,50,943.75,279.55,154.45,53.65,56.75,67.85,13.45,20.9,131.75,85.75,161.8,81.75,226.15,248.05,184,125.55,45.55,24.35,b'UV',25 mA,b'OK Read',09:21:36
24A,1,64,50,189.7,371.2,968.3,617,1778.6,3004.7,652.95,1115.4,12755.2,1728.25,2265,676.9,1302.75,795.45,1410.6,1894.55,1236.75,462.85,b'White IR',25 mA,b'OK Read',09:21:37
24A,1,64,50,939,508.65,959.95,612.5,1737,2975.6,628.75,1073.65,12755.2,1685.4,2202.35,655.95,1257.5,727.05,530.05,285.3,136.7,112.05,b'White UV',25 mA,b'OK Read',09:21:38
24A,1,64,50,872.6,293.3,187.8,80.5,105.95,93.7,45.7,73.15,171.85,137.65,229.65,115.25,280.45,320.75,1064.5,1734.75,1152.15,380.05,b'UV IR',25 mA,b'OK Read',09:21:39
24A,1,64,50,896.3,522.4,980.8,643.8,1782.4,2998.2,661,1125.85,12801.05,1739.55,2265,685.3,1307.25,795.45,1401.85,1888.85,1240,467.7,b'White UV IR',25 mA,b'OK Read',09:21:39
24A,1,64,50,246.6,600.3,1556.8,1037.25,3228,5573.2,1166.15,1990.5,23694.8,3077.5,3997.65,1148.45,2157.65,1146.15,832.35,422.3,208.3,185.15,b'White',50 mA,b'OK Read',09:21:41
24A,1,64,50,123.3,155.8,192,84.95,140,106.6,72.55,117.55,200.45,182.75,292.25,136.2,325.7,384.9,1870.6,3229.85,2343.35,784.4,b'IR',50 mA,b'OK Read',09:21:42
24A,1,64,50,1128.7,320.8,171.1,62.6,64.35,74.3,16.1,26.1,137.45,90.25,146.15,88,230.7,252.35,184,125.55,48.8,24.35,b'UV',50 mA,b'OK Read',09:21:43
24A,1,64,50,298.75,641.55,1590.2,1090.9,3296.1,5573.2,1225.25,2084.55,23723.45,3156.45,3950.65,1205.05,2248.15,1278.75,2514.55,3520.9,2509.35,950.05,b'White IR',50 mA,b'OK Read',09:21:44
24A,1,64,50,1119.2,774.45,1569.3,1068.55,3220.45,5544.1,1176.9,2003.6,23740.6,3079.75,3971.55,1161,2162.2,1146.15,836.7,428,214.8,194.9,b'White UV',50 mA,b'OK Read',09:21:45
24A,1,64,50,991.15,339.1,221.2,111.75,158.95,119.55,80.6,128,211.9,194.05,276.6,146.7,330.2,389.2,1866.2,3218.45,2353.1,789.3,b'UV IR',50 mA,b'OK Read',09:21:46
24A,1,64,50,1000.65,783.6,1586,1104.35,3246.95,5498.9,1217.2,2068.9,23442.8,3113.6,4008.1,1200.85,2230.05,1270.2,2475.1,3486.65,2509.35,959.8,b'White UV IR',50 mA,b'OK Read',09:21:46
24A,1,64,50,298.75,756.1,1878.15,1301.05,4064.35,7056.15,1491.3,2539.1,30178.35,3862.65,4822.2,1448.15,2695.95,1394.2,1011.95,507.9,253.85,233.85,b'White',100 mA,b'OK Read',09:21:48
24A,1,64,50,175.45,206.2,242.1,134.15,230.85,148.6,129,214.2,263.45,282.05,391.4,192.8,416.15,500.4,3123.45,5518.15,4680.2,1680.9,b'IR',100 mA,b'OK Read',09:21:49
24A,1,64,50,1285.2,352.85,179.45,67.05,68.1,77.55,18.8,26.1,143.2,92.5,146.15,90.1,230.7,252.35,184,125.55,48.8,24.35,b'UV',100 mA,b'OK Read',09:21:50
24A,1,64,50,360.4,733.2,1723.75,1216.1,3602.65,6032,1370.35,2327.5,25579.15,3454.3,4451.7,1339.15,2487.85,1458.35,3793.75,5809.2,4849.4,1861.15,b'White IR',100 mA,b'OK Read',09:21:51
24A,1,64,50,1242.5,925.65,1857.3,1296.6,3954.6,6855.85,1451,2468.55,29244.75,3756.65,4837.85,1416.7,2628.1,1364.3,990.05,496.45,253.85,233.85,b'White UV',100 mA,b'OK Read',09:21:52
24A,1,64,50,962.7,366.6,262.95,160.95,242.2,155.1,137.05,224.65,269.2,291.05,396.65,201.2,420.7,500.4,3092.8,5483.9,4686.7,1690.65,b'UV IR',100 mA,b'OK Read',09:21:53
24A,1,64,50,939,843.2,1711.2,1216.1,3534.55,5899.5,1351.55,2296.15,25126.7,3397.9,4389.05,1324.5,2451.7,1437,3675.45,5677.95,4826.65,1875.75,b'White UV IR',100 mA,b'OK Read',09:21:54
24A,1,64,100,123.3,231.425,580.15,333.075,906.35,1549.2,323.775,557.7,6684.025,907,1216,375.125,764.45,500.375,365.8,211.15,89.5,63.35,b'White',12.5 mA,b'OK Read',09:21:56
24A,1,64,100,90.1,128.3,166.95,40.25,71.9,80.775,22.85,37.875,151.775,103.775,177.45,92.2,255.575,286.55,604.55,893.075,561.425,182.7,b'IR',12.5 mA,b'OK Read',09:21:57
24A,1,64,100,663.95,245.175,173.2,46.95,60.55,77.55,12.1,19.6,140.325,84.6,164.4,83.825,235.225,256.6,188.375,128.4,47.2,21.925,b'UV',12.5 mA,b'OK Read',09:21:58
24A,1,64,100,137.525,247.45,592.675,346.5,934.725,1563.725,341.25,585.15,6744.175,936.325,1205.55,390.85,791.6,538.875,792.925,984.375,608.625,229,b'White IR',12.5 mA,b'OK Read',09:21:59
24A,1,64,100,697.125,357.425,596.85,350.975,921.475,1557.275,330.5,566.85,6726.975,919.425,1223.825,382.475,768.975,506.8,372.375,214,94.375,68.2,b'White UV',12.5 mA,b'OK Read',09:22:00
24A,1,64,100,659.2,256.625,185.725,60.35,85.15,88.85,28.225,45.725,157.5,110.55,198.325,99.55,262.35,292.95,613.3,904.475,566.3,185.15,b'UV IR',12.5 mA,b'OK Read',09:22:00
24A,1,64,100,680.55,366.6,607.275,364.375,944.175,1568.575,346.625,592.975,6767.075,945.35,1257.75,398.175,796.125,543.15,795.1,984.375,613.5,233.85,b'White UV IR',12.5 mA,b'OK Read',09:22:01
24A,1,64,100,170.725,359.725,939.075,592.4,1721.85,2946.525,627.425,1076.25,12878.35,1688.8,2207.575,655.95,1266.55,737.75,543.225,291.025,133.45,107.175,b'White',25 mA,b'OK Read',09:22:03
24A,1,64,100,106.7,148.925,187.825,58.125,100.275,96.925,40.3,66.6,171.825,132,216.575,110.025,289.5,333.575,1057.95,1714.8,1155.4,375.15,b'IR',25 mA,b'OK Read',09:22:04
24A,1,64,100,886.825,293.275,183.65,55.875,68.125,82.375,14.775,23.5,143.2,90.25,153.95,88.025,242,265.15,192.75,134.1,48.825,24.35,b'UV',25 mA,b'OK Read',09:22:05
24A,1,64,100,199.175,384.925,962.05,621.475,1769.15,2965.925,659.65,1129.8,12929.9,1741.8,2194.525,687.4,1318.575,810.45,1410.6,1877.425,1244.9,467.725,b'White IR',25 mA,b'OK Read',09:22:06
24A,1,64,100,910.55,515.525,957.875,619.225,1731.325,2948.15,634.125,1085.375,12881.225,1696.675,2207.575,665.375,1273.325,744.15,549.775,296.725,139.95,114.5,b'White UV',25 mA,b'OK Read',09:22:07
24A,1,64,100,851.275,304.725,208.675,82.725,113.525,105,47.025,74.45,177.55,142.15,219.2,119.45,296.275,337.875,1062.325,1720.5,1160.275,382.45,b'UV IR',25 mA,b'OK Read',09:22:07
24A,1,64,100,874.975,529.275,982.9,646.05,1780.5,2975.6,665.025,1135.025,12907,1747.45,2270.2,694.725,1325.35,814.725,1404.025,1871.725,1249.775,475.025,b'White UV IR',25 mA,b'OK Read',09:22:08
24A,1,64,100,256.1,604.9,1538.025,1046.2,3201.525,5481.125,1175.575,2008.8,23900.975,3087.65,3976.775,1162.075,2180.275,1169.7,860.825,439.4,214.8,187.575,b'White',50 mA,b'OK Read',09:22:10
24A,1,64,100,137.525,178.725,221.2,87.175,149.475,124.375,72.55,120.175,209.05,187.275,284.425,143.55,350.575,410.575,1844.3,3161.375,2354.725,794.15,b'IR',50 mA,b'OK Read',09:22:11
24A,1,64,100,1078.9,336.825,200.35,64.825,75.675,90.475,17.475,26.125,148.925,94.75,161.775,94.3,255.575,280.125,205.9,139.8,53.7,26.8,b'UV',50 mA,b'OK Read',09:22:12
24A,1,64,100,310.625,653,1573.5,1099.85,3273.425,5489.2,1240.05,2112,23986.9,3179.025,3966.325,1222.85,2275.275,1304.4,2499.225,3458.125,2522.35,964.675,b'White IR',50 mA,b'OK Read',09:22:13
24A,1,64,100,1086.025,781.325,1556.8,1077.5,3195.825,5450.425,1183.625,2019.25,23903.85,3095.55,3984.6,1175.7,2189.325,1178.25,869.575,442.25,221.325,194.875,b'White UV',50 mA,b'OK Read',09:22:14
24A,1,64,100,957.975,352.85,246.25,116.25,166.5,134.075,80.6,129.3,217.65,198.55,307.9,154.025,357.35,416.975,1837.725,3152.825,2361.25,803.9,b'UV IR',50 mA,b'OK Read',09:22:15
24A,1,64,100,972.2,790.475,1575.575,1115.5,3229.9,5437.5,1234.675,2100.225,23777.85,3141.8,4039.4,1222.85,2266.225,1300.125,2446.65,3412.475,2520.725,972,b'White UV IR',50 mA,b'OK Read',09:22:16
24A,1,64,100,310.625,767.575,1867.725,1321.175,4047.3,6972.15,1512.775,2582.2,30613.65,3903.275,5036.2,1478.525,2747.95,1436.975,1053.575,527.85,262,236.3,b'White',100 mA,b'OK Read',09:22:18
24A,1,64,100,182.575,222.25,269.2,134.125,236.525,161.55,127.625,212.9,269.2,284.275,425.325,197,438.775,515.35,2989.85,5238.55,4670.425,1707.675,b'IR',100 mA,b'OK Read',09:22:19
24A,1,64,100,1233.025,366.6,204.5,71.525,79.475,93.7,18.8,28.725,151.775,98.15,177.45,97.45,257.825,282.275,208.075,142.65,55.325,29.225,b'UV',100 mA,b'OK Read',09:22:20
24A,1,64,100,367.55,740.075,1709.125,1227.275,3583.725,5981.9,1386.5,2362.775,25962.9,3481.375,4485.6,1361.15,2521.8,1479.75,3671.075,5529.575,4834.775,1892.825,b'White IR',100 mA,b'OK Read',09:22:21
24A,1,64,100,1202.2,930.25,1848.95,1318.925,3939.45,6784.775,1472.475,2509.05,29645.7,3791.6,4728.275,1445,2673.325,1400.625,1027.275,516.425,260.375,238.725,b'White UV',100 mA,b'OK Read',09:22:22
24A,1,64,100,929.525,380.35,287.975,160.95,247.875,166.4,134.35,222.05,274.925,292.175,404.45,205.375,438.775,513.2,2954.825,5204.3,4663.9,1719.85,b'UV IR',100 mA,b'OK Read',09:22:23
24A,1,64,100,915.3,847.775,1698.7,1227.275,3517.5,5849.45,1367.675,2328.8,25496.1,3423.825,4276.85,1346.5,2483.35,1456.225,3502.4,5381.2,4792.475,1907.45,b'White UV IR',100 mA,b'OK Read',09:22:24
24A,1,64,150,131.2,244.4,592.667,338.3,908.233,1545.417,326.917,563.367,6745.117,913.767,1186.417,382.117,790.083,528.883,388.433,226.35,94.383,64.967,b'White',12.5 mA,b'OK Read',09:22:26
24A,1,64,150,98.017,146.633,190.6,44.717,82,96.933,23.283,39.183,156.55,106.05,207.017,96.4,280.45,315.05,617.683,899.717,567.4,185.133,b'IR',12.5 mA,b'OK Read',09:22:27
24A,1,64,150,635.483,258.15,197.55,50.667,71.9,93.7,12.533,20.9,145.1,89.5,177.433,89.417,257.833,283.683,205.9,142.667,52.067,24.367,b'UV',12.5 mA,b'OK Read',09:22:28
24A,1,64,150,145.433,259.683,603.8,350.233,935.983,1558.35,345.733,593.85,6825.3,944.617,1266.433,398.183,812.7,561.683,808.983,991.017,614.05,230.617,b'White IR',12.5 mA,b'OK Read',09:22:29
24A,1,64,150,668.683,368.133,609.367,354.7,922.1,1549.733,334.983,576.433,6817.667,928.817,1193.383,391.2,791.6,530.317,392.8,226.35,98.717,71.45,b'White UV',12.5 mA,b'OK Read',09:22:31
24A,1,64,150,633.9,267.317,210.083,64.083,94.6,105.533,28.667,46.15,164.183,114.317,193.1,104.083,281.95,316.483,626.45,907.333,570.65,188.383,b'UV IR',12.5 mA,b'OK Read',09:22:32
24A,1,64,150,657.617,375.767,620.5,368.117,944.817,1559.417,351.1,602.55,6850.133,953.633,1271.667,405.867,815.717,563.1,810.433,991.017,617.3,237.117,b'White UV IR',12.5 mA,b'OK Read',09:22:34
24A,1,64,150,180.217,371.183,939.083,596.133,1711.767,2910.983,635.917,1092.783,13024.4,1700.45,2144.95,665.733,1286.15,759.833,565.117,304.35,138.867,110.433,b'White',25 mA,b'OK Read',09:22:35
24A,1,64,150,115.4,163.45,211.467,61.1,109.75,113.083,40.3,67.05,177.55,134.617,226.15,113.867,307.583,350.7,1058.683,1708.133,1158.65,378.4,b'IR',25 mA,b'OK Read',09:22:37
24A,1,64,150,847.317,303.967,210.083,59.617,79.467,99.083,15.233,24.383,148.917,93.25,179.183,92.917,259.333,285.117,207.35,142.667,53.167,25.983,b'UV',25 mA,b'OK Read',09:22:38
24A,1,64,150,207.083,395.617,961.35,624.45,1755.917,2924.983,669.967,1147.633,13087.4,1752.333,2207.567,696.467,1335.917,828.267,1417.9,1869.817,1250.867,470.967,b'White IR',25 mA,b'OK Read',09:22:39
24A,1,64,150,867.867,522.4,957.167,622.95,1716.817,2896.983,644.883,1104.967,13056.867,1710.983,2144.95,676.217,1290.667,764.117,570.95,308.15,144.283,116.933,b'White UV',25 mA,b'OK Read',09:22:41
24A,1,64,150,806.217,317.717,236.517,86.433,126.15,121.7,47.467,75.75,183.283,145.15,243.55,123.65,312.117,356.4,1060.133,1710.033,1165.167,386.517,b'UV IR',25 mA,b'OK Read',09:22:42
24A,1,64,150,833.083,534.633,979.433,648.283,1763.483,2921.75,677.117,1156.35,13102.683,1761.367,2299.767,706.25,1338.917,831.117,1407.683,1862.217,1254.117,477.467,b'White UV IR',25 mA,b'OK Read',09:22:44
24A,1,64,150,262.417,609.467,1515.05,1049.183,3157.367,5363.2,1191.233,2038.417,24141.533,3106.083,3988.933,1175.683,2190.833,1180.383,886.367,447,219.15,190.017,b'White',50 mA,b'OK Read',09:22:46
24A,1,64,150,143.85,192.467,243.467,89.417,158.933,138.933,72.55,119.3,213.833,188.767,309.65,145.3,360.367,420.55,1812.167,3110.033,2355.283,800.65,b'IR',50 mA,b'OK Read',09:22:47
24A,1,64,150,1030.683,343.683,221.2,68.55,85.783,104.467,17.017,27,152.733,97.767,182.667,97.8,266.883,292.25,213.2,146.467,55.333,27.617,b'UV',50 mA,b'OK Read',09:22:48
24A,1,64,150,314.583,655.3,1552.617,1101.35,3230.533,5380.433,1253.933,2140.283,24231.267,3194.833,4112.45,1235.067,2285.817,1311.533,2480.967,3404.867,2523.433,969.55,b'White IR',50 mA,b'OK Read',09:22:49
24A,1,64,150,1044.917,777.5,1535.933,1077.5,3144.75,5330.883,1195.717,2043.633,24090,3100.817,3981.983,1187.567,2196.867,1187.517,889.3,448.917,224.567,198.133,b'White UV',50 mA,b'OK Read',09:22:51
24A,1,64,150,920.033,360.483,265.733,117.733,174.083,146.467,80.617,129.733,219.55,200.05,313.133,156.483,364.883,423.4,1807.783,3106.217,2361.783,810.4,b'UV IR',50 mA,b'OK Read',09:22:52
24A,1,64,150,939,789.717,1559.583,1119.233,3196.467,5340.583,1249.45,2130.717,24044.167,3164.75,3936.75,1236.467,2276.767,1308.683,2426.933,3368.717,2520.183,980.917,b'White UV IR',50 mA,b'OK Read',09:22:54
24A,1,64,150,316.167,771.383,1847.567,1333.833,3998.733,6873.083,1534.283,2621.817,30970.667,3931.867,5079.683,1499.833,2774.35,1455.517,1080.583,536.417,266.883,238.733,b'White',100 mA,b'OK Read',09:22:55
24A,1,64,150,186.533,233.7,287.983,135.617,242.2,173.383,126.283,211.583,271.1,282.783,405.333,197.7,443.3,517.483,2885.45,5059.733,4640.033,1723.117,b'IR',100 mA,b'OK Read',09:22:57
24A,1,64,150,1174.533,375.767,228.167,74.517,89.567,107.7,19.7,29.6,154.65,101.533,184.4,101.983,271.4,297.95,216.117,148.367,57.5,29.233,b'UV',100 mA,b'OK Read',09:22:58
24A,1,64,150,374.65,745.417,1687.567,1233.983,3540.833,5874.75,1409.783,2409.35,26409.65,3511.45,4376.867,1383.867,2545.167,1491.15,3587.833,5358.383,4812.533,1909.867,b'White IR',100 mA,b'OK Read',09:22:59
24A,1,64,150,1152.417,931.783,1826.7,1326.383,3890.25,6648,1499.35,2559.117,30109.633,3831.083,4910.933,1473.283,2704.983,1425.583,1060.133,528.8,266.883,241.983,b'White UV',100 mA,b'OK Read',09:23:01
24A,1,64,150,896.317,389.517,308.85,160.95,254.817,178.767,133.45,221.167,276.833,293.317,429.683,206.783,444.8,517.483,2856.25,5023.6,4637.867,1736.1,b'UV IR',100 mA,b'OK Read',09:23:02
24A,1,64,150,891.583,850.817,1680.617,1232.5,3476.5,5750.9,1387.383,2369.3,25884.617,3451.283,4436.017,1367.1,2504.45,1469.767,3402.383,5215.717,4759.383,1926.117,b'White UV IR',100 mA,b'OK Read',09:23:04
24A,2,64,50,66.4,137.5,496.65,317.45,930.95,1608.95,322.45,540.75,6689.75,888.95,1184.7,350,705.65,440.5,324.2,182.6,74.85,58.45,b'White',12.5 mA,b'OK Read',09:23:12
24A,2,64,50,90.1,132.9,166.95,40.25,75.7,87.25,24.2,39.2,160.35,106.05,213.95,98.5,289.5,329.3,630.85,918.75,563.05,185.15,b'IR',12.5 mA,b'OK Read',09:23:13
24A,2,64,50,682.9,252.05,187.8,49.2,68.1,90.45,13.45,20.9,148.9,90.25,187.9,92.2,271.4,299.35,219.05,148.35,52.05,24.35,b'UV',12.5 mA,b'OK Read',09:23:14
24A,2,64,50,142.25,256.6,617.7,353.2,999.05,1657.4,346.6,587.75,6947.5,949.85,1236.85,402.4,836.85,581.65,827.95,1004.35,608.6,229,b'White IR',12.5 mA,b'OK Read',09:23:15
24A,2,64,50,711.35,366.6,617.7,362.15,987.7,1647.75,335.9,569.45,6936.05,934.1,1205.55,394,814.2,551.7,407.4,233.95,100.9,73.1,b'White UV',12.5 mA,b'OK Read',09:23:16
24A,2,64,50,673.4,265.8,208.7,62.6,94.6,103.4,29.55,47,166.1,115.05,203.55,106.9,298.55,337.85,639.6,924.45,566.3,190,b'UV IR',12.5 mA,b'OK Read',09:23:16
24A,2,64,50,697.15,375.75,630.25,375.55,1006.6,1657.4,352,595.6,6970.4,958.9,1242.1,408.65,841.35,585.9,832.35,1010.05,615.15,233.85,b'White UV IR',12.5 mA,b'OK Read',09:23:17
24A,2,64,50,180.2,375.75,968.3,608.05,1839.15,3108.05,639.5,1081.45,13264.95,1710.2,2244.1,668.55,1316.3,786.9,591.4,319.55,139.95,112.05,b'White',25 mA,b'OK Read',09:23:19
24A,2,64,50,113.8,160.4,208.7,62.6,109.75,113.1,40.3,67.9,183.3,137.65,240.05,119.45,330.2,376.35,1086.45,1746.2,1152.15,375.15,b'IR',25 mA,b'OK Read',09:23:20
24A,2,64,50,905.8,302.45,208.7,58.1,79.45,100.15,16.1,26.1,154.65,97,193.1,98.5,284.95,312.2,227.8,154.05,55.35,29.25,b'UV',25 mA,b'OK Read',09:23:21
24A,2,64,50,208.65,398.7,989.15,634.9,1884.6,3124.2,671.75,1133.7,13305.05,1762.1,2322.4,702.05,1370.6,859.65,1454.4,1905.95,1243.25,467.7,b'White IR',25 mA,b'OK Read',09:23:22
24A,2,64,50,924.75,531.55,985,634.9,1842.95,3098.4,647.55,1091.9,13276.4,1719.25,2171.05,681.1,1325.35,795.45,595.8,325.25,146.45,116.95,b'White UV',25 mA,b'OK Read',09:23:22
24A,2,64,50,858.4,316.2,233.75,89.4,124.9,122.75,48.35,75.75,189,148.9,266.15,129.95,339.25,384.9,1090.8,1746.2,1158.65,384.9,b'UV IR',25 mA,b'OK Read',09:23:23
24A,2,64,50,886.85,540.75,1010.05,661.7,1892.15,3121,679.8,1144.15,13316.5,1768.9,2311.95,710.45,1375.1,868.2,1450.05,1905.95,1249.8,477.45,b'White UV IR',25 mA,b'OK Read',09:23:24
24A,2,64,50,265.6,627.8,1565.15,1068.55,3409.65,5763.8,1203.8,2021.85,24702.85,3129.4,4117.65,1182,2234.55,1218.85,924.35,467.95,224.55,190,b'White',50 mA,b'OK Read',09:23:26
24A,2,64,50,147,187.9,242.1,89.4,158.95,138.95,72.55,120.15,223.35,191.8,307.9,153,393.55,457.6,1888.1,3235.55,2343.35,789.3,b'IR',50 mA,b'OK Read',09:23:27
24A,2,64,50,1105,343.7,217.05,67.05,83.25,103.4,18.8,28.75,160.35,101.55,198.3,104.8,294,325.05,236.55,159.8,58.6,29.25,b'UV',50 mA,b'OK Read',09:23:27
24A,2,64,50,317.75,673.65,1606.9,1122.2,3481.55,5783.2,1260.2,2118.5,24679.95,3212.9,4143.75,1238.55,2329.55,1355.75,2571.5,3532.3,2512.6,954.95,b'White IR',50 mA,b'OK Read',09:23:28
24A,2,64,50,1109.75,797.35,1590.2,1099.85,3409.65,5750.9,1206.45,2032.3,24639.85,3131.65,3908.9,1194.55,2243.6,1227.45,928.7,467.95,227.85,199.75,b'White UV',50 mA,b'OK Read',09:23:29
24A,2,64,50,981.7,362,267.1,120.7,174.1,145.4,80.6,133.2,229.1,205.3,334,163.45,398.05,461.9,1888.1,3224.15,2353.1,794.15,b'UV IR',50 mA,b'OK Read',09:23:30
24A,2,64,50,991.15,806.5,1606.9,1135.6,3432.35,5705.65,1252.15,2100.25,24370.65,3170,3961.1,1236.45,2311.45,1347.15,2527.7,3498.05,2512.6,964.7,b'White UV IR',50 mA,b'OK Read',09:23:31
24A,2,64,50,317.75,783.6,1894.85,1341.3,4306.55,7327.55,1534.3,2575.65,31363.95,3932.6,5062.3,1487.95,2790.95,1479.75,1112.7,553.55,270.15,238.75,b'White',100 mA,b'OK Read',09:23:33
24A,2,64,50,194.45,233.7,288,143.05,246,177.7,131.65,216.8,286.4,291.05,454.05,207.45,484,568.8,3127.85,5489.65,4663.9,1680.9,b'IR',100 mA,b'OK Read',09:23:33
24A,2,64,50,1256.75,375.75,225.4,76,90.8,106.6,18.8,31.35,160.35,106.05,187.9,106.9,298.55,329.3,240.95,165.5,61.85,29.25,b'UV',100 mA,b'OK Read',09:23:34
24A,2,64,50,379.4,756.1,1736.25,1247.4,3799.45,6248.45,1408,2364.05,26621.55,3515.2,4394.25,1374.8,2569.3,1531.05,3824.4,5786.35,4836.4,1861.15,b'White IR',100 mA,b'OK Read',09:23:35
24A,2,64,50,1223.55,944,1869.8,1332.35,4185.45,7094.95,1493.95,2507.75,30413.2,3828.85,4921.35,1458.6,2714.05,1445.55,1086.45,542.1,266.9,238.75,b'White UV',100 mA,b'OK Read',09:23:36
24A,2,64,50,953.25,389.5,308.85,165.45,257.35,184.15,137.05,227.25,286.4,302.35,454.05,215.85,484,564.55,3097.2,5461.1,4663.9,1690.65,b'UV IR',100 mA,b'OK Read',09:23:37
24A,2,64,50,939,866.1,1727.9,1247.4,3731.3,6125.7,1383.8,2324.9,26083.15,3454.3,4316,1360.1,2528.6,1509.7,3692.95,5660.8,4810.35,1875.75,b'White UV IR',100 mA,b'OK Read',09:23:38
24A,2,64,100,142.275,258.9,615.625,346.5,972.575,1628.35,333.2,565.55,6941.775,928.45,1216,395.05,832.3,573.075,424.925,248.225,100.9,68.2,b'White',12.5 mA,b'OK Read',09:23:40
24A,2,64,100,106.7,155.8,206.6,49.175,90.825,108.225,24.175,40.5,168.95,112.8,213.975,106.875,316.625,354.975,646.15,921.6,569.575,185.15,b'IR',12.5 mA,b'OK Read',09:23:40
24A,2,64,100,663.95,265.775,210.775,53.65,77.575,101.775,13.425,23.5,157.5,95.9,198.325,98.5,296.275,325.025,236.55,162.625,58.575,26.8,b'UV',12.5 mA,b'OK Read',09:23:41
24A,2,64,100,154.125,270.375,626.05,359.9,999.05,1644.5,349.3,591.675,6981.85,956.65,1296.875,408.675,854.925,603.025,838.925,1010.05,615.125,231.425,b'White IR',12.5 mA,b'OK Read',09:23:42
24A,2,64,100,701.875,378.05,628.15,364.375,985.8,1638.025,338.55,574.7,6964.675,938.6,1265.575,400.275,832.3,570.95,427.125,248.225,104.15,73.075,b'White UV',12.5 mA,b'OK Read',09:23:43
24A,2,64,100,666.3,274.95,221.2,67.075,100.275,111.475,29.55,47.025,171.825,119.575,211.375,113.175,316.625,354.975,652.725,927.3,572.825,190.025,b'UV IR',12.5 mA,b'OK Read',09:23:44
24A,2,64,100,690.025,384.925,638.575,377.8,1008.525,1647.725,353.35,598.2,6981.85,963.4,1247.3,414.95,854.925,605.15,838.925,1010.05,618.375,238.725,b'White UV IR',12.5 mA,b'OK Read',09:23:44
24A,2,64,100,184.95,380.35,968.3,610.275,1833.5,3087.075,640.85,1084.075,13279.275,1713.6,2246.725,674.825,1329.875,801.9,602.35,325.275,144.825,112.05,b'White',25 mA,b'OK Read',09:23:46
24A,2,64,100,120.925,167.25,219.125,62.6,113.525,117.925,40.3,67.925,186.15,139.875,245.275,121.55,341.525,389.175,1082.05,1731.925,1155.4,380.025,b'IR',25 mA,b'OK Read',09:23:47
24A,2,64,100,901.05,309.325,214.95,62.6,83.25,103.375,16.125,26.125,157.5,98.15,198.325,101.65,291.75,322.9,236.55,159.775,58.575,29.225,b'UV',25 mA,b'OK Read',09:23:48
24A,2,64,100,211.05,403.25,991.25,639.35,1880.8,3108.075,673.1,1135.025,13319.375,1764.375,2236.275,704.15,1379.625,868.175,1447.85,1891.7,1244.9,470.15,b'White IR',25 mA,b'OK Read',09:23:49
24A,2,64,100,924.775,533.85,987.075,637.1,1841.05,3088.675,646.225,1091.925,13267.825,1721.5,2173.65,683.2,1332.15,801.9,600.175,325.275,148.075,119.375,b'White UV',25 mA,b'OK Read',09:23:50
24A,2,64,100,860.75,320.775,235.825,87.175,126.775,122.775,48.375,77.05,191.875,150.05,263.55,130.975,341.525,387.05,1079.85,1729.05,1160.275,387.325,b'UV IR',25 mA,b'OK Read',09:23:51
