Fruit number,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time
26C,2,64,100,1939.65,850.05,1932.425,742.175,2030.275,3641.15,928.35,1157.225,7328.375,729.9,897.65,390.85,884.325,568.8,403.025,219.7,115.55,80.4,b'White UV',12.5 mA,b'OK Read',11:23:08
26C,2,64,100,1885.125,428.475,91.825,64.825,77.575,95.3,45.675,67.925,126,99.275,78.275,88.025,264.625,301.5,668.075,1021.45,574.45,190.025,b'UV IR',12.5 mA,b'OK Read',11:23:09
26C,2,64,100,1707.275,815.675,1942.875,753.35,2054.875,3652.475,943.15,1182.025,7342.7,753.575,892.425,404.475,906.95,605.15,873.95,1109.9,634.65,246.05,b'White UV IR',12.5 mA,b'OK Read',11:23:10
26C,2,64,100,173.1,966.9,3441.225,1305.525,3882.675,6991.55,1769.4,2192.975,14012.4,1330.05,1615.225,680.05,1481.4,853.2,595.775,299.6,169.25,129.1,b'White',25 mA,b'OK Read',11:23:12
26C,2,64,100,73.5,71.025,81.375,55.875,96.5,100.15,57.775,90.125,143.2,119.575,106.975,96.4,287.225,340,1163.1,1960.175,1165.175,382.45,b'IR',25 mA,b'OK Read',11:23:13
26C,2,64,100,2783.8,579.675,89.725,64.825,56.775,88.85,32.25,45.725,108.825,78.975,49.575,77.55,242,267.3,194.95,128.4,55.325,26.8,b'UV',25 mA,b'OK Read',11:23:14
26C,2,64,100,203.925,994.4,3466.275,1334.575,3939.45,7020.625,1800.3,2243.9,14035.325,1379.675,1740.475,711.5,1535.7,932.325,1563.925,2131.375,1282.325,492.075,b'White IR',25 mA,b'OK Read',11:23:15
26C,2,64,100,2250.275,1381.625,3470.45,1334.575,3886.475,6991.55,1773.425,2196.875,13998.075,1335.7,1623.05,689.475,1492.725,861.775,600.175,302.45,174.125,133.975,b'White UV',25 mA,b'OK Read',11:23:16
26C,2,64,100,2136.45,485.75,108.525,84.95,109.75,111.475,64.5,97.95,148.925,128.6,114.825,105.825,298.55,346.425,1165.275,1960.175,1168.425,389.775,b'UV IR',25 mA,b'OK Read',11:23:17
26C,2,64,100,1555.525,1273.925,3480.875,1354.7,3939.45,7014.15,1802.975,2247.825,14043.9,1383.075,1740.475,716.725,1542.475,934.475,1552.975,2122.8,1283.95,496.95,b'White UV IR',25 mA,b'OK Read',11:23:18
26C,2,64,100,272.7,1766.55,5455.05,2117,6548.725,11845.875,2990.625,3693.7,23537.3,2186.3,2789.475,1112.825,2372.525,1276.6,876.15,422.275,252.225,204.625,b'White',50 mA,b'OK Read',11:23:19
26C,2,64,100,101.95,98.525,110.6,87.175,153.275,126,91.35,144.975,177.55,172.6,193.1,127.85,343.775,414.85,2037.05,3626.475,2362.875,803.9,b'IR',50 mA,b'OK Read',11:23:20
26C,2,64,100,3326.8,678.2,98.075,71.525,62.45,92.075,30.9,45.725,108.825,80.1,49.575,78.6,246.525,271.575,197.125,131.25,56.95,26.8,b'UV',50 mA,b'OK Read',11:23:21
26C,2,64,100,263.2,1267.075,4184.15,1631.9,4883.625,8602.125,2222.15,2776.8,17151.1,1713.6,2184.1,877.05,1872.675,1137.625,2523.3,3829.05,2502.825,937.875,b'White IR',50 mA,b'OK Read',11:23:22
26C,2,64,100,2143.575,2055.25,5275.575,2058.875,6272.475,11322.475,2864.35,3538.275,22540.7,2103.95,2604.2,1076.15,2286.575,1235.975,849.875,410.875,247.35,202.2,b'White UV',50 mA,b'OK Read',11:23:23
26C,2,64,100,1666.95,426.175,123.125,111.775,157.05,138.925,96.725,152.825,186.15,173.725,195.7,140.4,375.45,446.925,2012.95,3632.175,2356.375,811.2,b'UV IR',50 mA,b'OK Read',11:23:24
26C,2,64,100,666.3,1257.9,3990.075,1529.075,4618.725,7936.575,2056.9,2576.975,15873.85,1635.775,2084.925,829.9,1782.225,1111.95,2472.925,3786.25,2497.95,935.45,b'White UV IR',50 mA,b'OK Read',11:23:25
26C,2,64,100,301.15,1979.65,5943.375,2322.675,7226.1,13050.975,3294.275,4068.55,25931.4,2405.15,3110.425,1229.125,2623.575,1413.475,970.325,465.075,278.275,226.55,b'White',100 mA,b'OK Read',11:23:27
26C,2,64,100,156.5,148.925,164.85,143.075,257.325,172.85,150.475,242.95,246.275,270.75,320.95,186.525,459.125,555.975,3340.325,6037.45,4660.65,1722.3,b'IR',100 mA,b'OK Read',11:23:28
26C,2,64,100,3597.125,728.625,106.425,80.475,68.125,100.15,36.275,52.25,117.425,88,65.225,86.975,275.925,303.65,219.025,145.525,61.85,29.225,b'UV',100 mA,b'OK Read',11:23:29
26C,2,64,100,213.4,527,2182.85,757.825,2435.2,3303.525,937.775,1222.525,6623.9,985.975,1239.475,467.35,1024.55,821.125,3546.225,6094.525,4724.125,1773.45,b'White IR',100 mA,b'OK Read',11:23:30
26C,2,64,100,443.425,1218.95,4094.4,1517.9,4732.25,8199.875,2074.375,2571.75,16429.425,1604.175,1962.275,796.375,1730.2,990.075,707.5,345.25,201.8,148.6,b'White UV',100 mA,b'OK Read',11:23:30
26C,2,64,100,158.875,151.225,162.775,140.825,257.325,172.85,149.125,242.95,246.275,268.5,294.875,186.525,459.125,553.85,3305.275,6000.35,4657.4,1724.725,b'UV IR',100 mA,b'OK Read',11:23:32
26C,2,64,100,604.65,1147.925,1389.85,1359.175,1542.1,6901.075,1836.575,2327.5,13757.525,692.675,858.5,777.5,1657.825,1114.1,3274.6,6008.925,4649.25,1839.225,b'White UV IR',100 mA,b'OK Read',11:23:33
26C,2,64,150,115.4,481.167,1915.733,721.317,2020.817,3636.85,923.433,1154.6,7336.967,727.267,897.65,390.5,910.717,603.017,424.933,232.067,118.25,77.95,b'White',12.5 mA,b'OK Read',11:23:35
26C,2,64,150,61.65,61.1,73.733,43.217,70.633,92.617,41.2,64.433,127.917,97.767,90.467,86.617,291,333.583,677.55,1023.367,577.15,190.017,b'IR',12.5 mA,b'OK Read',11:23:36
26C,2,64,150,2440.767,523.933,91.817,62.6,60.55,93.7,32.25,47.883,114.55,82.733,64.367,81.733,272.917,302.217,219.033,144.567,59.667,27.617,b'UV',12.5 mA,b'OK Read',11:23:37
26C,2,64,150,129.633,494.917,1925.467,736.217,2051.083,3655.167,941.35,1180.733,7363.7,753.583,892.417,405.167,936.35,638.667,896.6,1120.367,639,245.233,b'White IR',12.5 mA,b'OK Read',11:23:38
26C,2,64,150,2442.35,945.517,1940.783,754.1,2035.95,3650.85,931.5,1163.317,7352.233,737.783,868.067,400.983,918.25,607.3,427.85,233.967,121.5,84.45,b'White UV',12.5 mA,b'OK Read',11:23:40
26C,2,64,150,2387.017,526.983,104.35,76,85.783,105.533,48.367,73.15,131.733,106.8,97.417,96.4,297.033,337.867,689.233,1032.867,580.417,194.883,b'UV IR',12.5 mA,b'OK Read',11:23:41
26C,2,64,150,2344.333,939.417,1951.9,766.017,2061.183,3662.7,946.717,1187.7,7367.517,761.85,934.167,414.25,942.367,642.933,896.6,1122.267,642.25,250.1,b'White UV IR',12.5 mA,b'OK Read',11:23:43
26C,2,64,150,178.633,969.967,3441.917,1308.5,3881.433,6988.317,1768.95,2196.017,14019.083,1334.933,1682.217,687.383,1516.85,889.567,620.6,315.75,174.667,129.917,b'White',25 mA,b'OK Read',11:23:45
26C,2,64,150,79.033,76.383,87.65,59.617,100.917,106.617,59.117,93.167,147,124.85,111.333,102.683,318.15,373.5,1176.967,1963.033,1170.583,386.517,b'IR',25 mA,b'OK Read',11:23:46
26C,2,64,150,3381.35,693.483,102.95,76,65.6,99.083,35.833,51.367,116.467,87.233,53.933,86.617,274.417,302.217,219.033,144.567,61.833,29.233,b'UV',25 mA,b'OK Read',11:23:47
26C,2,64,150,208.667,997.467,3472.533,1338.3,3941.967,7019.55,1801.183,2245.65,14051.533,1386.083,1750.05,717.433,1568.117,962.267,1579.983,2136.117,1289.917,496.95,b'White IR',25 mA,b'OK Read',11:23:49
26C,2,64,150,3197.967,1558.05,3485.05,1351.717,3890.25,6995.85,1776.117,2202.117,14000,1344.717,1631.767,701.367,1527.4,895.267,622.067,317.667,180.083,138.05,b'White UV',25 mA,b'OK Read',11:23:50
26C,2,64,150,3114.2,669.05,126.6,102.833,118.567,121.7,67.183,102.75,152.733,137.633,118.3,115.267,327.2,377.783,1178.417,1963.033,1176.017,394.65,b'UV IR',25 mA,b'OK Read',11:23:51
26C,2,64,150,2940.3,1538.2,3533.75,1380.033,3964.683,7030.317,1804.767,2251.75,14005.717,1394.35,1689.167,726.517,1577.15,966.55,1566.85,2124.717,1294.267,505.083,b'White UV IR',25 mA,b'OK Read',11:23:53
26C,2,64,150,301.933,1988.8,6029.617,2330.867,7291.083,13053.683,3293.367,4065.5,25878.9,2421.683,3106.95,1228.083,2632.617,1418.45,972.533,466.033,278.817,225.75,b'White',50 mA,b'OK Read',11:23:55
26C,2,64,150,107.5,102.35,115.467,89.417,155.15,130.317,92.25,147.15,183.283,177.483,179.183,133.433,369.417,441.933,2026.833,3593.183,2368.3,813.65,b'IR',50 mA,b'OK Read',11:23:56
26C,2,64,150,4208.117,838.6,114.083,89.417,70.633,103.383,38.517,53.983,118.367,91,69.583,90.117,275.933,302.217,219.033,144.567,62.917,30.85,b'UV',50 mA,b'OK Read',11:23:57
26C,2,64,150,354.1,1982.7,5879.367,2336.817,7158.633,12800.6,3277.25,4074.217,25390.15,2447.267,3146.967,1260.917,2679.35,1535.35,2749.65,3897.517,2579.85,1011.783,b'White IR',50 mA,b'OK Read',11:23:59
26C,2,64,150,3632.7,2622.717,6056.05,2378.55,7250.717,13008.45,3290.683,4063.767,25806.35,2423.2,3122.617,1244.15,2647.7,1424.15,972.533,466.033,284.233,232.233,b'White UV',50 mA,b'OK Read',11:24:00
26C,2,64,150,3408.217,739.317,144.683,134.133,167.767,141.083,102.1,157.6,185.183,181.25,196.583,141.817,346.8,410.567,1981.567,3566.55,2361.783,821.767,b'UV IR',50 mA,b'OK Read',11:24:01
26C,2,64,150,2774.317,2372.217,5733.283,2287.65,6908.867,12279.35,3151.85,3923.567,24426.017,2378.817,2957.35,1223.2,2572.3,1466.917,2651.817,3830.95,2569,1013.4,b'White UV IR',50 mA,b'OK Read',11:24:03
26C,2,64,150,368.333,2557.033,7216.35,2868.867,8944.817,16198.367,4094.1,5048.567,32129.533,2961.683,3728,1518.683,3219.15,1680.767,1133.15,532.6,327.633,272.833,b'White',100 mA,b'OK Read',11:24:05
26C,2,64,150,150.183,145.117,158.6,137.117,251.017,165.85,147.783,240.333,240.55,267.733,311.383,180.933,428.217,517.483,3216.933,5835.817,4641.133,1739.35,b'IR',100 mA,b'OK Read',11:24:06
26C,2,64,150,4287.15,852.35,112.683,87.933,69.383,98,37.617,53.983,114.55,89.5,66.1,85.917,250.3,273.717,198.6,131.25,59.667,29.233,b'UV',100 mA,b'OK Read',11:24:07
26C,2,64,150,336.717,1530.55,4234.933,1888.233,4982.65,9897.15,2589.367,3253.1,19698.883,1808.75,2231.933,1042.967,2184.8,1347.167,3675.45,6043.15,4766.967,1890.383,b'White IR',100 mA,b'OK Read',11:24:09
26C,2,64,150,3928.3,3171.1,7102.267,2852.467,8766.95,15852.667,4018.867,4955.4,31488.05,2912.05,3651.45,1505.417,3160.35,1649.4,1105.417,523.1,326.55,276.083,b'White UV',100 mA,b'OK Read',11:24:10
26C,2,64,150,2915.017,705.7,198.95,180.333,272.467,186.317,158.533,254.25,248.2,282.783,321.833,198.4,456.867,544.567,3159.983,5795.867,4660.65,1760.467,b'UV IR',100 mA,b'OK Read',11:24:11
26C,2,64,150,491.633,1176.183,5807.017,1490.317,6987.067,7435.25,1974.95,2498.167,14715.933,2455.533,3051.283,839.683,1759.6,1157.567,3653.55,5820.6,4824.467,1875.767,b'White UV IR',100 mA,b'OK Read',11:24:13
26C,3,64,50,94.85,476.6,1995.05,724.3,2111.65,3751,929.7,1159.85,7096.4,701.7,829.8,354.15,818.75,517.5,359.2,194,91.15,68.2,b'White',12.5 mA,b'OK Read',11:27:14
26C,3,64,50,52.15,50.4,58.45,35.75,60.55,74.3,34.95,54.85,108.8,76.7,88.7,67.05,244.25,290.8,687.8,1032.85,576.05,185.15,b'IR',12.5 mA,b'OK Read',11:27:15
26C,3,64,50,2622.55,531.55,79.3,53.65,49.2,80.75,29.55,41.8,108.8,69.95,62.65,67.05,235.2,269.45,192.75,131.25,48.8,24.35,b'UV',12.5 mA,b'OK Read',11:27:16
26C,3,64,50,118.55,504.1,2028.4,746.65,2149.5,3773.6,951.2,1193.8,7119.3,742.3,866.35,385.6,886.6,598.75,902.45,1129.9,641.15,243.6,b'White IR',12.5 mA,b'OK Read',11:27:17
26C,3,64,50,2651,980.65,2045.1,764.55,2134.35,3770.4,943.15,1175.5,7107.85,726.5,845.45,381.4,873,568.8,398.65,222.55,110.65,77.95,b'White UV',12.5 mA,b'OK Read',11:27:18
26C,3,64,50,2603.6,536.15,91.8,67.05,75.7,93.7,45.7,67.9,126,94.75,78.3,83.85,262.35,312.2,700.9,1044.3,585.85,190,b'UV IR',12.5 mA,b'OK Read',11:27:19
26C,3,64,50,2527.7,962.35,2049.3,773.5,2153.25,3757.45,953.9,1193.8,7125.05,749.05,908.1,391.9,873,577.35,867.4,1112.75,637.9,248.5,b'White UV IR',12.5 mA,b'OK Read',11:27:20
26C,3,64,50,166,994.4,3631.15,1323.4,4071.9,7178.95,1778.8,2207.35,13580,1324.4,1581.3,655.95,1433.9,816.85,565.1,291.05,159.5,126.7,b'White',25 mA,b'OK Read',11:27:22
26C,3,64,50,61.65,59.55,70.95,53.65,87.05,90.45,56.45,86.2,143.2,110.55,104.4,85.9,262.35,320.75,1222.25,1997.25,1178.2,380.05,b'IR',25 mA,b'OK Read',11:27:23
26C,3,64,50,3552.1,682.8,87.65,62.6,53,80.75,32.25,44.4,108.8,72.2,62.65,69.15,217.1,248.05,179.6,125.55,48.8,24.35,b'UV',25 mA,b'OK Read',11:27:24
26C,3,64,50,194.45,1017.3,3635.3,1350.25,4102.2,7172.45,1805.65,2254.35,13637.25,1374.05,1711.8,685.3,1488.2,898.1,1612.1,2162.75,1295.35,487.2,b'White IR',25 mA,b'OK Read',11:27:25
26C,3,64,50,3338.65,1585.55,3639.5,1354.7,4049.2,7143.4,1781.5,2212.55,13591.45,1333.45,1654.35,670.65,1452,829.7,573.9,296.75,162.75,136.4,b'White UV',25 mA,b'OK Read',11:27:26
26C,3,64,50,3210.6,659.9,112.7,93.9,105.95,106.6,67.2,96.65,148.9,124.1,130.45,100.6,275.95,333.6,1226.6,1997.25,1181.45,384.9,b'UV IR',25 mA,b'OK Read',11:27:27
26C,3,64,50,3054.1,1562.65,3660.35,1381.55,4098.4,7162.8,1811.05,2262.2,13643,1385.35,1717,697.85,1506.3,906.65,1612.1,2157.05,1298.6,496.95,b'White UV IR',25 mA,b'OK Read',11:27:27
26C,3,64,50,289.3,2048.4,6260.55,2342.8,7598.85,13404.75,3321.15,4111.65,25309.95,2418.7,2953.85,1186.15,2546.65,1342.9,915.6,439.4,260.35,224.1,b'White',50 mA,b'OK Read',11:27:29
26C,3,64,50,94.85,87.05,100.15,84.95,143.8,116.3,91.35,141.05,183.3,164.7,198.3,119.45,325.7,402,2194.75,3743.45,2405.2,799.05,b'IR',50 mA,b'OK Read',11:27:30
26C,3,64,50,4306.1,820.25,96,76,56.75,84,34.95,47,114.55,76.7,52.2,73.35,226.15,252.35,184,125.55,48.8,24.35,b'UV',50 mA,b'OK Read',11:27:31
26C,3,64,50,346.2,2085.05,6252.2,2387.5,7632.9,13356.3,3358.75,4176.95,25212.6,2497.65,3047.8,1240.65,2637.15,1492.6,2908.8,4045.9,2620,1003.65,b'White IR',50 mA,b'OK Read',11:27:32
26C,3,64,50,3822.4,2703.7,6302.3,2387.5,7583.75,13372.45,3321.15,4106.45,25246.95,2425.45,3084.35,1205.05,2564.75,1351.45,919.95,445.1,266.9,233.85,b'White UV',50 mA,b'OK Read',11:27:33
26C,3,64,50,3613.75,751.55,141.9,129.65,166.5,132.45,102.1,154.1,189,178.25,182.65,132.05,334.75,406.3,2181.6,3732.05,2408.45,808.75,b'UV IR',50 mA,b'OK Read',11:27:34
26C,3,64,50,3144.25,2566.2,6172.9,2378.55,7443.7,13049.35,3286.2,4090.75,24599.75,2448,3110.45,1226,2596.45,1471.2,2856.25,4000.25,2613.5,1008.55,b'White UV IR',50 mA,b'OK Read',11:27:35
26C,3,64,50,365.15,2708.25,7654.6,2924,9544,16942.55,4194.4,5177.45,31850.8,3014.35,3830.65,1494.25,3184.45,1642.25,1108.35,525,318.95,277.7,b'White',100 mA,b'OK Read',11:27:37
26C,3,64,50,147,137.5,150.25,138.6,246,161.55,153.15,242.95,252,261.7,323.55,173.95,420.7,530.3,3688.6,6396.95,4790.85,1710.1,b'IR',100 mA,b'OK Read',11:27:38
26C,3,64,50,4913.15,925.65,104.35,84.95,60.55,87.25,37.6,49.65,114.55,78.95,52.2,75.45,226.15,252.35,184,125.55,48.8,29.25,b'UV',100 mA,b'OK Read',11:27:39
26C,3,64,50,317.75,1406.85,6460.9,1770.5,7943.25,9165.9,2375.3,3001.45,17446.05,2655.6,3355.7,943.05,1994.8,1265.9,4398.25,6573.85,5005.65,1851.4,b'White IR',100 mA,b'OK Read',11:27:40
26C,3,64,50,1621.9,2071.3,6448.4,2141.6,7807,11963.8,2969.15,3675.4,22681,2493.15,3047.8,1075.1,2302.4,1227.45,937.5,405.15,273.4,204.65,b'White UV',100 mA,b'OK Read',11:27:41
26C,3,64,50,1019.6,325.35,158.6,147.55,249.75,164.75,153.15,242.95,246.3,261.7,302.7,176.05,420.7,521.75,3622.9,6345.6,4771.3,1710.1,b'UV IR',100 mA,b'OK Read',11:27:42
26C,3,64,50,592.8,1406.85,4465.85,1707.9,5207.2,8826.65,2283.95,2886.5,16810.3,1818.5,2301.5,909.55,1926.95,1227.45,3982.1,6425.5,4881.95,1851.4,b'White UV IR',100 mA,b'OK Read',11:27:43
26C,3,64,100,99.6,478.875,1986.675,722.05,2077.575,3676.7,917.6,1146.775,7096.4,709.575,840.225,365.7,843.625,543.15,381.125,211.15,102.525,73.075,b'White',12.5 mA,b'OK Read',11:27:44
26C,3,64,100,47.425,45.825,58.425,35.775,58.65,75.925,38.95,57.475,120.275,81.225,86.1,70.2,235.225,282.275,672.45,1015.75,571.2,182.7,b'IR',12.5 mA,b'OK Read',11:27:45
26C,3,64,100,2311.925,478.875,73.05,49.175,45.4,74.3,28.225,39.175,105.95,66.55,57.4,63.925,214.85,248.05,177.425,122.7,45.575,21.925,b'UV',12.5 mA,b'OK Read',11:27:46
26C,3,64,100,113.825,490.325,1997.125,733.25,2107.85,3696.075,935.075,1172.9,7125.05,735.525,868.95,379.325,866.225,579.5,882.725,1109.9,631.4,241.175,b'White IR',12.5 mA,b'OK Read',11:27:47
26C,3,64,100,2198.125,893.6,2007.55,746.65,2092.725,3691.225,925.675,1154.6,7113.6,719.75,879.375,373.025,850.4,545.275,381.125,211.15,105.775,77.95,b'White UV',12.5 mA,b'OK Read',11:27:48
26C,3,64,100,2148.325,460.55,83.475,62.6,71.9,85.625,44.325,64,126,90.25,75.675,77.55,239.75,284.4,681.2,1024.3,574.45,187.575,b'UV IR',12.5 mA,b'OK Read',11:27:49
26C,3,64,100,2036.875,875.25,2020.075,757.825,2119.2,3704.15,940.45,1179.425,7130.775,743.425,874.15,386.65,870.75,577.35,880.525,1107.05,633.025,246.05,b'White UV IR',12.5 mA,b'OK Read',11:27:50
26C,3,64,100,165.975,980.65,3589.4,1312.225,4011.35,7099.775,1764.025,2190.35,13588.575,1316.5,1643.925,653.85,1433.925,819,567.3,291.025,157.85,124.25,b'White',25 mA,b'OK Read',11:27:52
26C,3,64,100,64.025,61.875,70.95,51.425,87.05,88.85,56.425,86.2,140.325,108.3,122.65,86.975,264.625,325.025,1204.7,1971.575,1174.925,380.025,b'IR',25 mA,b'OK Read',11:27:53
26C,3,64,100,3094.425,618.65,81.375,60.35,51.1,77.55,30.9,43.1,108.825,69.95,60.025,67.075,219.375,250.2,179.6,125.55,47.2,21.925,b'UV',25 mA,b'OK Read',11:27:54
26C,3,64,100,194.45,1008.15,3616.525,1345.75,4070,7128.85,1797.6,2243.9,13634.375,1368.4,1646.55,685.3,1492.725,898.125,1590.2,2137.075,1290.475,489.65,b'White IR',25 mA,b'OK Read',11:27:55
26C,3,64,100,2743.5,1480.15,3614.425,1348,4017.025,7093.325,1770.725,2198.2,13585.7,1326.675,1594.35,666.425,1449.75,827.55,571.7,293.875,162.725,131.55,b'White UV',25 mA,b'OK Read',11:27:56
26C,3,64,100,2632.05,559.075,104.35,84.95,102.175,101.775,64.5,95.35,146.05,119.575,112.2,96.4,273.675,327.175,1202.525,1968.725,1178.175,387.325,b'UV IR',25 mA,b'OK Read',11:27:57
26C,3,64,100,2271.625,1418.275,3633.225,1370.35,4071.9,7127.25,1800.3,2246.525,13605.75,1375.175,1654.375,692.625,1501.775,902.4,1579.25,2128.525,1292.1,496.95,b'White UV IR',25 mA,b'OK Read',11:27:58
26C,3,64,100,286.925,2000.275,6160.4,2313.725,7422.9,13135,3253.95,4026.75,24903.3,2373.55,3000.85,1172.55,2512.75,1325.8,900.25,436.55,257.125,219.25,b'White',50 mA,b'OK Read',11:28:00
26C,3,64,100,92.475,87.075,98.075,82.725,143.8,113.075,90.025,141.05,180.425,161.325,174.825,116.3,314.375,391.325,2122.475,3646.425,2393.8,803.9,b'IR',50 mA,b'OK Read',11:28:01
26C,3,64,100,3796.3,740.075,89.725,69.3,54.875,82.375,33.6,45.725,108.825,73.325,60.025,70.2,217.125,248.05,179.6,122.7,47.2,24.35,b'UV',50 mA,b'OK Read',11:28:02
26C,3,64,100,301.15,1677.2,5281.825,2025.35,6261.125,11055.95,2789.1,3480.8,20977.075,2080.25,2541.575,1048.9,2236.825,1295.85,2709.5,3900.375,2566.3,974.425,b'White IR',50 mA,b'OK Read',11:28:03
26C,3,64,100,2435.225,2220.225,5964.225,2159.475,7091.775,11973.5,2971.825,3680.625,22709.65,2279.925,2794.7,1084.525,2318.25,1233.85,871.775,408.025,250.6,207.075,b'White UV',50 mA,b'OK Read',11:28:04
26C,3,64,100,2295.325,520.125,125.2,109.55,155.15,124.375,96.725,147.6,183.275,170.35,195.7,125.75,325.675,397.725,2111.525,3637.875,2395.425,811.2,b'UV IR',50 mA,b'OK Read',11:28:05
26C,3,64,100,1666.95,1865.075,5106.525,1958.275,5994.325,10508.325,2657.45,3320.15,19977.625,2002.4,2445.025,1009.075,2146.35,1253.075,2637.2,3846.175,2556.525,974.425,b'White UV IR',50 mA,b'OK Read',11:28:06
26C,3,64,100,327.225,2364.575,6959.675,2651.275,8518.45,15131.65,3751.05,4636.7,28649.1,2710.875,3345.275,1348.575,2876.875,1499,1009.775,482.2,288.025,248.475,b'White',100 mA,b'OK Read',11:28:08
26C,3,64,100,142.275,135.175,148.175,134.125,242.2,156.7,147.775,237.725,243.425,256.075,318.35,170.8,409.375,508.925,3476.125,6063.125,4733.875,1729.6,b'IR',100 mA,b'OK Read',11:28:09
26C,3,64,100,4315.6,827.15,98.075,76,58.65,85.625,34.925,47.025,111.675,75.575,49.575,72.3,219.375,250.2,179.6,125.55,48.825,24.35,b'UV',100 mA,b'OK Read',11:28:10
26C,3,64,100,317.75,1454.95,4457.525,1819.675,5207.2,9513.225,2453.225,3091.575,18119.05,1817.4,2296.3,965.075,2042.3,1276.6,3933.925,6254.3,4867.325,1875.775,b'White IR',100 mA,b'OK Read',11:28:11
26C,3,64,100,3056.5,2799.9,6784.375,2604.325,8245.975,14651.875,3636.85,4496.95,27752.75,2636.4,3246.125,1317.15,2797.725,1458.375,985.675,473.625,284.775,248.475,b'White UV',100 mA,b'OK Read',11:28:12
26C,3,64,100,1270.975,371.175,162.775,147.55,247.875,159.925,150.475,240.325,246.275,260.6,297.475,173.95,409.375,504.65,3434.5,6026.025,4730.625,1736.925,b'UV IR',100 mA,b'OK Read',11:28:13
26C,3,64,100,723.225,1530.55,4645.35,1812.975,5430.475,9419.525,2430.4,3066.75,17955.8,1885.075,2387.625,960.875,2031,1259.5,3776.2,6094.525,4833.15,1887.95,b'White UV IR',100 mA,b'OK Read',11:28:14
26C,3,64,150,99.583,476.583,1983.9,722.8,2070.017,3667,916.267,1145.033,7092.6,708.45,875.033,366.05,841.35,540.3,378.2,209.233,101.983,71.45,b'White',12.5 mA,b'OK Read',11:28:16
26C,3,64,150,47.417,45.833,57.033,35.767,58.033,74.317,38.517,57.467,120.283,81.217,71.317,69.85,233.717,279.417,662.95,1008.15,570.65,183.517,b'IR',12.5 mA,b'OK Read',11:28:17
26C,3,64,150,2323.783,482.683,72.35,49.183,45.417,73.233,28.667,40.05,106.917,65.433,45.233,63.567,212.6,245.2,176.683,121.733,45.567,21.117,b'UV',12.5 mA,b'OK Read',11:28:18
26C,3,64,150,115.4,490.333,1992.25,734.733,2107.85,3690.7,935.083,1173.767,7132.683,735.533,906.333,380.017,865.483,575.933,873.233,1103.25,631.4,240.35,b'White IR',12.5 mA,b'OK Read',11:28:19
26C,3,64,150,2216.3,896.65,2007.55,746.65,2088.933,3686.383,925.217,1154.6,7109.767,719.733,843.717,373.033,845.867,541.717,379.667,209.233,105.233,76.333,b'White UV',12.5 mA,b'OK Read',11:28:20
26C,3,64,150,2179.933,470.467,87.65,65.567,74.417,90.467,45.683,67.05,129.817,92.5,92.2,83.833,262.35,309.35,690.7,1029.067,578.25,190.017,b'UV IR',12.5 mA,b'OK Read',11:28:21
26C,3,64,150,2070.867,881.367,2015.9,761.55,2119.2,3706.85,943.133,1183.333,7153.683,748.317,878.5,394,895.633,604.45,890.75,1114.667,639,246.85,b'White UV IR',12.5 mA,b'OK Read',11:28:22
26C,3,64,150,169.15,979.133,3571.3,1315.95,3998.733,7089.55,1766.25,2193.4,13614.333,1319.9,1650.9,661.55,1456.533,843.95,588.483,302.45,162.733,126.683,b'White',25 mA,b'OK Read',11:28:24
26C,3,64,150,61.65,59.567,69.567,50.667,85.783,86.15,56.433,85.333,137.467,106.8,120.033,84.533,250.3,305.067,1172.583,1949.717,1171.667,381.65,b'IR',25 mA,b'OK Read',11:28:25
26C,3,64,150,3134.75,624.75,82.083,59.617,50.45,77.533,31.35,42.667,106.917,69.183,59.15,67.067,212.6,242.35,175.233,121.733,46.65,22.733,b'UV',25 mA,b'OK Read',11:28:26
26C,3,64,150,196.017,1002.033,3593.567,1344.267,4051.717,7115.383,1795.817,2243.033,13629.617,1368.033,1649.15,686.7,1489.7,896.683,1578.533,2122.8,1288.833,492.083,b'White IR',25 mA,b'OK Read',11:28:27
26C,3,64,150,2782.217,1480.15,3606.083,1347.25,4001.267,7088.467,1769.833,2197.75,13581.883,1325.917,1595.233,667.833,1444.467,823.983,570.95,292.933,162.733,131.55,b'White UV',25 mA,b'OK Read',11:28:28
26C,3,64,150,2673.15,568.233,104.35,86.433,102.183,101.233,63.6,94.917,145.1,119.583,127,96.4,268.383,322.183,1187.183,1955.417,1178.183,388.15,b'UV IR',25 mA,b'OK Read',11:28:29
26C,3,64,150,2315.883,1420.583,3615.833,1371.1,4055.5,7113.233,1801.183,2249.133,13633.433,1374.05,1654.367,695.083,1495.733,898.117,1562.467,2113.3,1291.017,500.2,b'White UV IR',25 mA,b'OK Read',11:28:30
26C,3,64,150,286.133,1982.7,6145.1,2321.917,7399.567,13106.45,3257.55,4028.933,24935.767,2374.317,3009.533,1177.083,2510.483,1324.367,902.433,433.7,257.117,219.25,b'White',50 mA,b'OK Read',11:28:32
