Fruit,spot,414.22,416.79,419.35,421.91,424.46,427.01,429.56,432.1,434.63,437.17,439.69,442.22,444.73,447.25,449.76,452.26,454.76,457.26,459.75,462.23,464.71,467.19,469.66,472.12,474.58,477.04,479.49,481.94,484.38,486.81,489.24,491.66,494.08,496.5,498.9,501.31,503.7,506.09,508.48,510.86,513.23,515.6,517.97,520.32,522.67,525.02,527.36,529.69,532.02,534.34,536.65,538.96,541.27,543.56,545.85,548.13,550.41,552.68,554.95,557.2,559.45,561.7,563.93,566.16,568.39,570.6,572.81,575.02,577.21,579.4,581.58,583.75,585.92,588.08,590.23,592.37,594.51,596.64,598.76,600.87,602.98,605.08,607.16,609.25,611.32,613.39,615.44,617.49,619.53,621.56,623.59,625.6,627.61,629.61,631.6,633.58,635.55,637.51,639.46,641.41,643.34,645.27,647.19,649.09,650.99,652.88,654.76,656.63,658.48,660.33,662.17,664,665.82,667.63,669.43,671.22,673,674.76,676.52,678.27,680,681.73,683.44,685.14,686.83,688.51,690.18,phenols (FW),phenols (DW),carotene (FW),carotene (DW),%DM
1,1,0.164925373,0.135650224,0.1223229,0.102941176,0.090589888,0.080042313,0.07341056,0.072001689,0.06658468,0.069250318,0.068593204,0.06953125,0.072622885,0.074757282,0.079241071,0.081064356,0.086630286,0.088378176,0.090947192,0.098165138,0.103623188,0.09952381,0.100227273,0.095716783,0.092722039,0.095256312,0.094130279,0.094910591,0.094677419,0.097213622,0.09852071,0.102489867,0.106844741,0.115542763,0.122705184,0.129182156,0.144043226,0.154749478,0.16505102,0.180639476,0.192174344,0.205452775,0.213551625,0.224625819,0.236811661,0.244097222,0.252398355,0.256624029,0.265525839,0.269760614,0.278049866,0.283792651,0.283340669,0.287793223,0.289445167,0.288045828,0.288379074,0.294005102,0.296725073,0.294933278,0.294642857,0.289151713,0.28809811,0.287739617,0.284050533,0.276443239,0.278149606,0.273631841,0.269194402,0.266413662,0.264310411,0.264603482,0.268132716,0.267533719,0.262832883,0.261346154,0.258371824,0.252536091,0.250986972,0.244293152,0.235419198,0.2335199,0.227969349,0.226650738,0.218362832,0.214525515,0.216310409,0.215079749,0.211728395,0.210465116,0.210282916,0.209325397,0.203747073,0.195184737,0.187420179,0.185084746,0.174767691,0.174542683,0.168614021,0.162705272,0.159153005,0.151151631,0.147681452,0.138770053,0.132403189,0.1239546,0.120405577,0.119713506,0.12041116,0.126160991,0.129426644,0.131648936,0.13547486,0.144949495,0.157838983,0.181715576,0.198135198,0.225124378,0.260638298,0.30362117,0.349557522,0.383384146,0.437301587,0.475524476,0.524907749,0.545801527,0.584,77.31836223,348.6055389,0.410252872,1.849708395,22.17932694
1,2,0.160447761,0.125,0.115733114,0.09543179,0.081694757,0.073519041,0.066945043,0.064083615,0.05876669,0.060435197,0.059701493,0.060763889,0.062449637,0.066990291,0.071428571,0.074102723,0.076909959,0.078662182,0.082774518,0.089908257,0.094202899,0.090714286,0.088636364,0.087194056,0.084703947,0.08530987,0.085182534,0.083734525,0.084516129,0.086532508,0.089940828,0.092211928,0.09738453,0.105674342,0.113795896,0.12055231,0.133632051,0.144311065,0.154591837,0.171450151,0.180658742,0.192916261,0.204110899,0.213751169,0.226515502,0.233564815,0.242119689,0.246687985,0.256233001,0.263211382,0.269813001,0.273403325,0.275308099,0.276933102,0.279042046,0.280155642,0.282482847,0.284970238,0.286295369,0.285133445,0.286535304,0.285583197,0.283474065,0.282647764,0.280102645,0.273537389,0.278149606,0.272292384,0.267776097,0.268311195,0.265751056,0.26615087,0.269386574,0.268208092,0.266788885,0.264134615,0.261162433,0.260729614,0.256810107,0.25010012,0.243519644,0.23683665,0.232865049,0.228279757,0.226769912,0.218777977,0.222118959,0.220275495,0.217407407,0.214470284,0.218579978,0.213293651,0.210187354,0.201393095,0.193965517,0.188813559,0.179771265,0.177972561,0.170628525,0.164433881,0.162568306,0.155710173,0.149445565,0.140909091,0.134965831,0.123655914,0.12103929,0.119713506,0.120044053,0.124613003,0.128161889,0.128102837,0.137337058,0.146464646,0.15625,0.18227991,0.195221445,0.229477612,0.270611702,0.318245125,0.361356932,0.389481707,0.43968254,0.48951049,0.545202952,0.563931298,0.596,77.31836223,348.6055389,0.410252872,1.849708395,22.17932694
1,3,0.167164179,0.137892377,0.120675453,0.10387985,0.089185393,0.080747532,0.07341056,0.070840372,0.06658468,0.067503177,0.066608447,0.068142361,0.071615633,0.074150485,0.078822545,0.081064356,0.08526603,0.085575486,0.087803856,0.096559633,0.103623188,0.097380952,0.099318182,0.095498252,0.095805921,0.094491201,0.093235505,0.09198762,0.094354839,0.095201238,0.097781065,0.10089751,0.105314413,0.111979167,0.122300216,0.128916622,0.142329995,0.151487474,0.163520408,0.178247734,0.188459633,0.20070594,0.212476099,0.221234799,0.232184174,0.238078704,0.24474646,0.249657378,0.257479601,0.262985547,0.26992431,0.271216098,0.274207746,0.276064292,0.280342436,0.27669693,0.278409091,0.285820578,0.281497705,0.282422852,0.284585386,0.281199021,0.278648975,0.278254792,0.275266482,0.269275475,0.271653543,0.267699962,0.262386536,0.263282732,0.259220131,0.260154739,0.261766975,0.261464355,0.26254342,0.256826923,0.256062356,0.255657433,0.249506514,0.243892671,0.236431754,0.232587065,0.226798638,0.225347524,0.218915929,0.215756491,0.215148699,0.218221363,0.213580247,0.210465116,0.214499456,0.20819161,0.204625293,0.197758934,0.189974457,0.184237288,0.177626876,0.173589939,0.172240129,0.165730337,0.160746812,0.156429942,0.1484375,0.14197861,0.136389522,0.129330944,0.121673004,0.123124147,0.120044053,0.125773994,0.133642496,0.132535461,0.139664804,0.151010101,0.159957627,0.186230248,0.203379953,0.228855721,0.265957447,0.31545961,0.353244838,0.394054878,0.44047619,0.486013986,0.534132841,0.559160305,0.598,77.31836223,348.6055389,0.410252872,1.849708395,22.17932694
2,1,0.238625812,0.208157525,0.182194617,0.163499604,0.145502646,0.135909394,0.130860381,0.126919968,0.130134622,0.131087322,0.135951024,0.136585366,0.13887762,0.144201135,0.149049991,0.154688145,0.155780022,0.159844055,0.163126362,0.17143709,0.169874733,0.175248419,0.173825888,0.168964585,0.169469929,0.1715792,0.172057502,0.177649819,0.177993528,0.185163776,0.19066076,0.200829277,0.212248469,0.229274166,0.250808235,0.267068273,0.285309321,0.309003641,0.324105553,0.342583732,0.3627033,0.377777778,0.39117958,0.402771569,0.415521064,0.423949641,0.429620035,0.439367566,0.445254431,0.45310061,0.460064345,0.465942332,0.471390412,0.4717455,0.477364535,0.475156576,0.474722565,0.483892708,0.48233426,0.486987382,0.489764388,0.491438136,0.49107482,0.493822538,0.487837673,0.485954031,0.491285801,0.49088729,0.490076518,0.491259579,0.488912991,0.491970803,0.488680154,0.493943798,0.491285801,0.491618076,0.492743017,0.486905201,0.479282622,0.475740391,0.468902596,0.464646465,0.457189015,0.451190968,0.445193929,0.441659464,0.44107594,0.442432683,0.4417383,0.436384859,0.431929825,0.4198805,0.418499718,0.40806293,0.395924309,0.38712522,0.373547187,0.363095238,0.357614146,0.347386172,0.342764515,0.333333333,0.315458457,0.304210526,0.284644195,0.27479092,0.26559273,0.256478999,0.252757794,0.251041667,0.25262576,0.260306243,0.271260087,0.308893415,0.325448029,0.363703704,0.407496013,0.464978903,0.517935258,0.591036415,0.659617321,0.693665628,0.733766234,0.797101449,0.845679012,0.867197875,0.87654321,83.90062125,372.0328407,0.227132065,1.007150912,22.55193953
2,2,0.22005571,0.19778481,0.173524845,0.153503563,0.139329806,0.128081279,0.123647604,0.121261116,0.122454263,0.122953401,0.127770741,0.12804878,0.130730223,0.133090024,0.137244051,0.141263941,0.144444444,0.14619883,0.150531046,0.155858676,0.155362053,0.15831075,0.155068729,0.154095702,0.150420489,0.150611071,0.151617251,0.154190659,0.156098301,0.161705202,0.166805094,0.17401298,0.185826772,0.197239422,0.214905564,0.232931727,0.247498749,0.27060576,0.284847013,0.305143541,0.32460919,0.33912037,0.351608518,0.367679928,0.38037694,0.388998682,0.399395509,0.411118364,0.420990566,0.429118774,0.433067562,0.439511074,0.443694644,0.445374634,0.444630171,0.446450939,0.446876284,0.452790133,0.45186582,0.456131703,0.460312862,0.460409424,0.462969996,0.459472108,0.455445545,0.456037942,0.458866545,0.458723022,0.458303443,0.457076149,0.453904555,0.460310219,0.457098988,0.460210756,0.458592322,0.456632653,0.459293816,0.457211361,0.449536178,0.447731569,0.439090208,0.435360094,0.427504039,0.423482032,0.416842327,0.413893691,0.417298261,0.411559889,0.408190067,0.406828414,0.405789474,0.396523628,0.387478849,0.3820059,0.369619464,0.361772487,0.34972106,0.338727679,0.334718923,0.326517707,0.317860301,0.308245446,0.29468719,0.284473684,0.269382022,0.254480287,0.247831475,0.241286863,0.234892086,0.240625,0.234245439,0.242932862,0.255586592,0.292260692,0.304301075,0.345,0.380980861,0.434810127,0.49343832,0.545518207,0.617824773,0.657320872,0.691558442,0.75634058,0.79537037,0.812749004,0.813786008,83.90062125,372.0328407,0.227132065,1.007150912,22.55193953
2,3,0.195682451,0.178797468,0.145962733,0.128266033,0.112213404,0.102931379,0.098145286,0.095796281,0.095616155,0.096898615,0.099034199,0.101480836,0.103042596,0.107420925,0.113586054,0.114776952,0.118686869,0.121893275,0.125612745,0.131484794,0.131989001,0.134598013,0.133805842,0.129562044,0.127484709,0.125808771,0.129885445,0.131158029,0.134101942,0.138294798,0.14354928,0.151297999,0.161548556,0.174406605,0.191551812,0.207580321,0.222861431,0.243421053,0.258499271,0.278708134,0.293699668,0.308564815,0.320910739,0.333482342,0.34578714,0.355182257,0.362046632,0.372062663,0.38046741,0.391443167,0.393201846,0.398767238,0.405314213,0.408643784,0.41109486,0.410229645,0.412248253,0.417812374,0.417328305,0.419065457,0.427481653,0.427481653,0.431921762,0.430924747,0.424550788,0.426577891,0.42833638,0.428147482,0.429160689,0.431034483,0.427874187,0.434215328,0.430726156,0.433139535,0.43583181,0.433126822,0.434046835,0.428531907,0.423840445,0.422117202,0.416827294,0.412436049,0.406300485,0.401693515,0.397238617,0.395743302,0.396232724,0.390668524,0.390878701,0.39082041,0.386184211,0.378870179,0.377044557,0.364011799,0.357766687,0.348544974,0.331938633,0.328869048,0.320071259,0.314713322,0.305702918,0.298897411,0.285253227,0.277631579,0.263764045,0.249402628,0.238228005,0.235924933,0.226978417,0.2328125,0.233830846,0.241607774,0.247206704,0.286150713,0.297849462,0.331666667,0.377990431,0.431012658,0.474409449,0.523809524,0.597432024,0.622274143,0.668019481,0.736413043,0.771296296,0.783864542,0.796296296,83.90062125,372.0328407,0.227132065,1.007150912,22.55193953
3,1,0.183701657,0.156652361,0.132911392,0.10987074,0.101423488,0.089480874,0.08525406,0.083195706,0.081191386,0.081449045,0.083945101,0.083187237,0.086464646,0.091332027,0.095257903,0.09859375,0.102072011,0.105827068,0.11325852,0.118744313,0.114896617,0.115836466,0.117250674,0.114708405,0.116424536,0.11434551,0.110378031,0.114052953,0.113870968,0.115135635,0.119545991,0.124212936,0.128140704,0.134216275,0.144637053,0.152487961,0.162858661,0.170935703,0.18373649,0.198210685,0.205649158,0.219360352,0.227642276,0.237876648,0.246828008,0.252905625,0.26161988,0.270573278,0.27638191,0.279206134,0.287132025,0.294313638,0.293888889,0.300881057,0.303406593,0.307277924,0.307467532,0.31182447,0.313906582,0.316257409,0.318595041,0.318858561,0.318154034,0.317641129,0.316120655,0.315294816,0.313758389,0.311920402,0.312113601,0.311752219,0.311122047,0.311396626,0.312206113,0.311267878,0.310884886,0.309328649,0.307181889,0.307472397,0.299762094,0.300040933,0.290127258,0.289312816,0.282509753,0.279424779,0.272808587,0.271734131,0.273167849,0.276283009,0.274296675,0.271111705,0.270459641,0.268578116,0.264767932,0.255305868,0.250166113,0.243670886,0.233823529,0.230422866,0.221947195,0.217920354,0.209850607,0.205428287,0.203713389,0.191685268,0.181658879,0.176470588,0.170898438,0.167699725,0.166666667,0.166935484,0.171928328,0.175318761,0.176886792,0.189918534,0.210385439,0.229020979,0.251861042,0.282278481,0.317639257,0.360085227,0.411314985,0.436915888,0.473941368,0.51584507,0.557065217,0.592664093,0.605,64.60570815,323.9040151,0.386362921,1.937050223,19.94594236
3,2,0.171270718,0.143776824,0.124208861,0.102526439,0.090969751,0.082650273,0.077265584,0.072770438,0.07181313,0.072292994,0.074768592,0.075736325,0.077777778,0.082394711,0.085274542,0.09078125,0.093410326,0.096804511,0.103283458,0.10600546,0.109727444,0.106907895,0.109613657,0.102701544,0.105730428,0.105022831,0.101640514,0.104039375,0.102741935,0.105733662,0.109669811,0.112478535,0.1186488,0.124385582,0.133125677,0.140449438,0.151965994,0.161003659,0.172156459,0.184727823,0.195490585,0.207519531,0.216044955,0.228931262,0.237194549,0.243491399,0.249769903,0.253236246,0.261078118,0.267027515,0.274197145,0.27854287,0.282333333,0.285352423,0.287582418,0.291007036,0.291991342,0.297016861,0.295010616,0.298264183,0.296177686,0.293527709,0.294824776,0.293850806,0.289252897,0.288187574,0.286024477,0.286611283,0.285548686,0.283577769,0.284547244,0.282169478,0.282523511,0.282856591,0.281127643,0.279664325,0.277029664,0.273955047,0.268140365,0.266680311,0.25749179,0.257588533,0.25,0.250331858,0.242956172,0.240340386,0.239479905,0.240034878,0.239258312,0.239711384,0.237808296,0.235225278,0.230259192,0.222690387,0.21627907,0.212376934,0.203125,0.19596711,0.194719472,0.185840708,0.182539683,0.18002988,0.175470711,0.168526786,0.156542056,0.153492647,0.149414063,0.143595041,0.141933029,0.142741935,0.145051195,0.158014572,0.157075472,0.164460285,0.189507495,0.198717949,0.227047146,0.247468354,0.291777188,0.324573864,0.372324159,0.401090343,0.442996743,0.477112676,0.520833333,0.548262548,0.578,64.60570815,323.9040151,0.386362921,1.937050223,19.94594236
3,3,0.203729282,0.169527897,0.14556962,0.12279671,0.113656584,0.100751366,0.094028287,0.090627581,0.089874957,0.092356688,0.09439834,0.093706171,0.096767677,0.101126347,0.10551858,0.1103125,0.113451087,0.115225564,0.123233583,0.127161056,0.128994361,0.128759398,0.125561545,0.125428816,0.123688458,0.122716895,0.1217903,0.124405974,0.124354839,0.125462392,0.131338443,0.134516314,0.139865997,0.147460404,0.156825569,0.164660246,0.1782678,0.190146367,0.204065878,0.214465726,0.224355798,0.238891602,0.24725012,0.260828625,0.268327068,0.274639702,0.280257708,0.288603791,0.293398812,0.297361299,0.302966102,0.31030653,0.311333333,0.315418502,0.318571429,0.320580475,0.31969697,0.324146131,0.319745223,0.323137172,0.320557851,0.318238213,0.318357783,0.315120968,0.309428686,0.307973882,0.304086064,0.302260433,0.300811437,0.300463142,0.29980315,0.300804237,0.300842476,0.298318516,0.297768207,0.292252147,0.290690867,0.286080442,0.281324346,0.279574294,0.270833333,0.268971332,0.261703511,0.258738938,0.253354204,0.250689972,0.249054374,0.251993024,0.250127877,0.247194014,0.247337444,0.247220597,0.241410488,0.233146067,0.228239203,0.223277075,0.213602941,0.209475333,0.202145215,0.198451327,0.192577031,0.190986056,0.184623431,0.180803571,0.170852804,0.167585784,0.161783854,0.156680441,0.162861492,0.158467742,0.164675768,0.169398907,0.171226415,0.188900204,0.198072805,0.216200466,0.246277916,0.267721519,0.307029178,0.343039773,0.389908257,0.420560748,0.465798046,0.50528169,0.538043478,0.58011583,0.603,64.60570815,323.9040151,0.386362921,1.937050223,19.94594236
