Fruit,spot,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time,Fruit.1,phenols (FW),phenols (DW),carotene (FW),carotene (DW),%DM
60,2,64,50,0.95912617,0.433539201,0.37337936,0.394660425,0.45396008,0.600212157,0.675419506,0.787589467,0.738407799,0.887073566,0.817240499,0.843962889,0.87033852,0.720621771,0.663601209,0.717580654,0.713555598,0.634496515,b'White',25 mA,b'OK Read',14:03:39,60,145.260288,1023.956287,0.638448842,4.500498486,14.18618058
60,3,64,50,0.945467925,0.441971094,0.382933945,0.423738417,0.461751902,0.609380516,0.721365888,0.841978527,0.725327957,0.974837736,0.865485069,0.850128903,0.931060351,0.779990911,0.685933577,0.786169905,0.716673082,0.646156174,b'White',25 mA,b'OK Read',14:07:17,60,145.260288,1023.956287,0.638448842,4.500498486,14.18618058
1,2,64,50,0.415943819,0.357562513,0.336646666,0.347369692,0.376081669,0.442353086,0.748366045,0.725248626,0.506424377,0.578945584,0.531830266,0.833951294,1.269144245,1.099551965,1.002757719,1.30637428,0.583155371,0.46889101,b'White',50 mA,b'OK Read',09:10:01,1,77.31836223,348.6055389,0.410252872,1.849708395,22.17932694
2,2,64,50,0.417764075,0.299619242,0.278028642,0.287110733,0.342904143,0.455493434,1.160328748,1.120498982,0.719262772,0.780077967,0.881721677,1.461583344,1.825007404,1.547254458,1.717804148,2.261508527,0.801362425,0.491588538,b'White',50 mA,b'OK Read',10:06:18,2,83.90062125,372.0328407,0.227132065,1.007150912,22.55193953
3,3,64,50,0.448795821,0.369939361,0.345094029,0.360627686,0.396528617,0.480704338,0.824739313,0.773179662,0.534214884,0.606174348,0.521622714,0.8963566,1.223384553,0.986802893,0.889673907,0.964281141,0.625300197,0.505644437,b'White',50 mA,b'OK Read',10:58:47,3,64.60570815,323.9040151,0.386362921,1.937050223,19.94594236
4,1,64,50,0.50883794,0.413275447,0.395205706,0.41180901,0.458529078,0.531306372,0.923309442,0.894579292,0.653565465,0.768568386,0.87605538,1.028734947,1.358864616,1.11547637,1.027465736,1.203249884,0.67976887,0.573270421,b'White',50 mA,b'OK Read',11:23:43,4,54.44968459,298.6147539,0.2133262,1.169930573,18.23409054
6,1,64,50,0.46114721,0.351550713,0.329334847,0.335409976,0.375563312,0.469999565,1.202563513,1.306510666,0.977913435,1.274027676,1.43467812,1.511080973,1.409362178,1.302856381,1.46895453,1.878583377,0.830259725,0.571111005,b'White',50 mA,b'OK Read',12:41:50,6,97.50424824,831.5179956,3.69344021,31.49772502,11.72605389
6,2,64,50,0.499114792,0.402080287,0.379592146,0.382985881,0.426805964,0.521785424,1.058499307,1.116516301,0.939587126,1.136758263,1.402737329,1.312447782,1.312755956,1.252472202,1.3245349,1.704738592,0.740006,0.559095381,b'White',50 mA,b'OK Read',12:50:54,6,97.50424824,831.5179956,3.69344021,31.49772502,11.72605389
7,2,64,50,0.534448157,0.431741321,0.371434201,0.440606715,0.391844314,0.473438594,0.676466532,1.004968451,0.836612855,1.438031566,1.216728438,1.028137104,1.278084392,1.094241645,1.028451624,1.282714856,0.734076729,0.620713568,b'White',50 mA,b'OK Read',10:08:40,7,117.0724093,795.2203404,3.044232931,20.67810821,14.7220089
7,3,64,50,0.614572012,0.661395754,0.707803964,0.399863958,0.444128074,0.817734737,0.560789477,0.623630502,0.942437486,0.835597117,1.729833879,0.815953135,1.965380503,1.729908191,1.25627062,1.422852342,0.623988001,0.540540586,b'White',50 mA,b'OK Read',10:21:41,7,117.0724093,795.2203404,3.044232931,20.67810821,14.7220089
8,1,64,50,0.572425354,0.622826287,0.743748088,0.389479157,0.444615797,0.880985536,0.582629138,0.634569649,0.948669306,0.814149766,2.055071589,0.79768279,2.254370092,2.092802426,1.323153348,1.525868347,0.633223201,0.554974641,b'White',50 mA,b'OK Read',10:40:54,8,118.2913297,813.9518573,3.878992069,26.69099086,14.53296391
8,2,64,50,0.549160679,0.502322049,0.520868196,0.383651521,0.430611739,0.665573318,0.597809764,0.664283228,0.896917187,0.854359093,1.7077291,0.876827633,1.806420801,1.641467486,1.162426343,1.326785706,0.655116843,0.561527847,b'White',50 mA,b'OK Read',10:49:55,8,118.2913297,813.9518573,3.878992069,26.69099086,14.53296391
8,3,64,50,0.549033818,0.501841608,0.493622541,0.383178879,0.423625154,0.623899318,0.57683506,0.629893982,0.848344728,0.816477589,1.449704987,0.799544564,1.597290283,1.456269635,1.083612649,1.238271614,0.627508134,0.552183545,b'White',50 mA,b'OK Read',11:30:01,8,118.2913297,813.9518573,3.878992069,26.69099086,14.53296391
9,1,64,50,0.480719487,0.419542944,0.42651486,0.368149637,0.400329674,0.557021856,0.550341553,0.619559457,0.760614207,0.810634815,1.315919233,0.766229979,1.366436187,1.216551931,0.912945263,1.025593925,0.605788137,0.523641093,b'White',50 mA,b'OK Read',11:58:36,9,112.4939624,722.1218248,3.010850848,19.32726933,15.57825266
9,2,64,50,0.533461393,0.486701327,0.502004494,0.375590084,0.411518715,0.641029745,0.575623056,0.647853886,0.834708684,0.844126518,1.3604216,0.8200643,1.482718294,1.30352916,0.985092874,1.123564464,0.618301758,0.543982823,b'White',50 mA,b'OK Read',12:07:13,9,112.4939624,722.1218248,3.010850848,19.32726933,15.57825266
9,3,64,50,0.547287981,0.489867455,0.515063514,0.39198643,0.43542003,0.672821676,0.59146428,0.648600778,0.828186101,0.822569082,1.465471916,0.81905727,1.512153201,1.402068275,1.02758549,1.18504211,0.637549757,0.573788881,b'White',50 mA,b'OK Read',12:17:26,9,112.4939624,722.1218248,3.010850848,19.32726933,15.57825266
10,1,64,50,0.447976187,0.372667385,0.355849139,0.360130008,0.395888936,0.478890235,1.06987578,1.189111343,0.979297444,1.254076068,1.279336787,1.38971132,1.234142605,1.125039937,1.221203208,1.497959259,0.766926108,0.560390588,b'White',50 mA,b'OK Read',12:26:35,10,106.2647471,671.4792395,3.156789329,19.9475231,15.82547023
10,2,64,50,0.529176585,0.481396482,0.478013014,0.369015899,0.411356832,0.609768677,0.584676943,0.647436431,0.860719488,0.84530684,1.303631836,0.811294075,1.374380634,1.205023049,0.965454924,1.100062425,0.623041991,0.538765648,b'White',50 mA,b'OK Read',12:37:33,10,106.2647471,671.4792395,3.156789329,19.9475231,15.82547023
10,3,64,50,0.575739751,0.575469876,0.602073269,0.397601151,0.45008236,0.74565133,0.603705412,0.665479385,0.896738332,0.856830802,1.37193413,0.824549215,1.461804616,1.308197221,1.002065614,1.147351667,0.666619408,0.580139541,b'White',50 mA,b'OK Read',12:51:43,10,106.2647471,671.4792395,3.156789329,19.9475231,15.82547023
11,1,64,50,0.536420682,0.459661613,0.437247403,0.40322929,0.455443024,0.585981413,0.567272888,0.592435915,0.598578496,0.640150379,0.783722834,0.737731468,1.599943594,1.359571186,0.970317774,1.095617193,0.599939211,0.539017432,b'White',50 mA,b'OK Read',08:52:09,11,105.5509534,617.1584618,0.866777205,5.068063049,17.1027313
11,2,64,50,0.609394173,0.587817637,0.619959627,0.417485235,0.482744229,0.754254227,0.583604852,0.602505511,0.636857949,0.663042247,0.797239432,0.745211364,1.762707249,1.532548487,1.011012341,1.122283271,0.606582101,0.540949451,b'White',50 mA,b'OK Read',09:00:27,11,105.5509534,617.1584618,0.866777205,5.068063049,17.1027313
11,3,64,50,0.605181225,0.591900043,0.637648259,0.413132183,0.475970402,0.76724559,0.571424569,0.586491357,0.628200532,0.637874872,0.803747448,0.708502936,1.591508182,1.394467419,0.938771278,1.08560994,0.603596135,0.533975215,b'White',50 mA,b'OK Read',09:12:18,11,105.5509534,617.1584618,0.866777205,5.068063049,17.1027313
12,1,64,50,0.549168583,0.512945286,0.534163291,0.400170375,0.457742982,0.668928923,0.563562582,0.577162459,0.57486392,0.606143357,0.791624184,0.722036536,1.538176963,1.319750295,0.883424401,0.949052509,0.582983739,0.518599474,b'White',50 mA,b'OK Read',09:20:35,12,96.74969154,552.4949085,0.418258145,2.38848819,17.51141776
12,2,64,50,0.546267728,0.517116898,0.549142254,0.404042944,0.459318466,0.683627697,0.590332364,0.59182745,0.568943227,0.611668177,0.779978955,0.742346551,1.632527484,1.41193998,0.949089208,1.088799468,0.589415827,0.52110838,b'White',50 mA,b'OK Read',09:28:38,12,96.74969154,552.4949085,0.418258145,2.38848819,17.51141776
12,3,64,50,0.586483606,0.598588339,0.676288306,0.39749754,0.463177058,0.779103421,0.56469111,0.570926275,0.587199064,0.607763807,0.803803789,0.719581993,1.745537065,1.610106944,1.066852495,1.272135319,0.59003116,0.50444016,b'White',50 mA,b'OK Read',09:44:32,12,96.74969154,552.4949085,0.418258145,2.38848819,17.51141776
13,1,64,50,0.572983634,0.540717382,0.562596933,0.398137962,0.45669028,0.727155139,0.58799818,0.638495102,0.71130987,0.76401425,1.050647702,0.784802754,1.450510142,1.277406446,0.887493608,1.006832133,0.626542724,0.564398599,b'White',50 mA,b'OK Read',10:05:44,13,84.03151395,410.5868897,1.313888928,6.419800656,20.46619511
13,2,64,50,0.526803992,0.436455268,0.40184737,0.385344876,0.430705056,0.548661551,0.590084601,0.636101107,0.647487134,0.724957939,0.957896442,0.795774266,1.332655266,1.140780684,0.852847301,1.017461549,0.617889683,0.554568122,b'White',50 mA,b'OK Read',10:13:33,13,84.03151395,410.5868897,1.313888928,6.419800656,20.46619511
13,3,64,50,0.527316485,0.444110781,0.430464642,0.39542951,0.423932915,0.555491542,0.55942979,0.59976164,0.584837173,0.707388738,0.809206856,0.751168855,1.257667812,1.064976301,0.828012632,0.948319151,0.577206387,0.530272702,b'White',50 mA,b'OK Read',10:22:12,13,84.03151395,410.5868897,1.313888928,6.419800656,20.46619511
14,1,64,50,0.532350593,0.437937965,0.41208139,0.394633046,0.446763824,0.541815054,0.582002737,0.627772838,0.689187748,0.767090707,1.170300744,0.811637942,1.224884848,1.052391271,0.851533498,1.006666413,0.61514997,0.56551131,b'White',50 mA,b'OK Read',10:30:49,14,80.4927709,392.1307989,1.12506571,5.480901089,20.52702086
14,2,64,50,0.629211708,0.653252814,0.720521902,0.440709639,0.521318455,0.878982378,0.596457817,0.644325171,0.775350259,0.795762645,1.315346662,0.820548291,1.711114531,1.531110973,1.042369368,1.223124277,0.649582902,0.587453426,b'White',50 mA,b'OK Read',10:38:34,14,80.4927709,392.1307989,1.12506571,5.480901089,20.52702086
14,3,64,50,0.690877904,0.733676621,0.823233663,0.45263907,0.533257036,0.938076953,0.607541131,0.657764354,0.790759711,0.824969368,1.355288307,0.867397336,1.627694342,1.470418201,1.007804524,1.164641636,0.663780297,0.606190287,b'White',50 mA,b'OK Read',10:47:31,14,80.4927709,392.1307989,1.12506571,5.480901089,20.52702086
15,1,64,50,0.544065043,0.449209478,0.417075935,0.385665322,0.419092858,0.522652646,0.598989465,0.67604619,0.784372331,0.885758793,1.139478934,0.865356074,1.257718785,1.07826778,0.907199601,1.019440722,0.656896982,0.575179264,b'White',50 mA,b'OK Read',11:37:02,15,50.25581144,294.7695035,6.220071241,36.4830904,17.04918957
15,2,64,50,0.553165505,0.449075214,0.417485271,0.38743521,0.420128273,0.517633125,0.589806907,0.67302127,0.830504367,0.886422191,1.424232293,0.887077137,1.462696487,1.287186902,1.032232079,1.220936265,0.664855705,0.573740654,b'White',50 mA,b'OK Read',11:47:15,15,50.25581144,294.7695035,6.220071241,36.4830904,17.04918957
15,3,64,50,0.654744654,0.686694712,0.760607039,0.409650827,0.448335292,0.808171338,0.560806861,0.618295651,0.870550988,0.823893036,1.701237436,0.828777448,1.988409451,1.859929144,1.228192774,1.415699369,0.64135508,0.572543018,b'White',50 mA,b'OK Read',11:57:34,15,50.25581144,294.7695035,6.220071241,36.4830904,17.04918957
16,1,64,50,0.507806991,0.421894776,0.401282725,0.363145366,0.394676795,0.535220703,0.573515701,0.628481932,0.804209662,0.76082542,1.144847025,0.81571129,1.538889209,1.306553843,1.019661578,1.158741719,0.603055866,0.517698485,b'White',50 mA,b'OK Read',12:09:38,16,61.38336992,371.8772272,4.863771594,29.46605728,16.50635356
16,2,64,50,0.476881178,0.400364156,0.385762015,0.346163569,0.375059601,0.50754442,0.539744064,0.597636043,0.789719406,0.744521232,1.242577564,0.78110366,1.619530683,1.366232739,1.068136115,1.206258354,0.573995107,0.506068176,b'White',50 mA,b'OK Read',12:18:04,16,61.38336992,371.8772272,4.863771594,29.46605728,16.50635356
16,3,64,50,0.475034515,0.401792763,0.386692035,0.350206819,0.379968974,0.511664087,0.532531329,0.577971805,0.776578937,0.701639836,1.096763276,0.742129719,1.52310387,1.300292294,1.004499709,1.184581408,0.558024046,0.490248302,b'White',50 mA,b'OK Read',12:26:48,16,61.38336992,371.8772272,4.863771594,29.46605728,16.50635356
17,1,64,50,0.519616724,0.436524587,0.422204606,0.355517428,0.399278794,0.572548343,0.558003389,0.60517418,0.754258148,0.727635509,1.128525673,0.785229717,1.575496177,1.335382885,0.997164691,1.131241238,0.581003727,0.510346774,b'White',50 mA,b'OK Read',12:36:31,17,55.88264895,359.4281517,5.072911221,32.62814376,15.54765499
17,2,64,50,0.615448952,0.608227193,0.630927512,0.386185828,0.433625603,0.782747052,0.604535186,0.647905301,0.887677755,0.774201678,1.253475388,0.855415403,2.020973203,1.682513837,1.190446315,1.330564115,0.629235905,0.555767347,b'White',50 mA,b'OK Read',12:44:29,17,55.88264895,359.4281517,5.072911221,32.62814376,15.54765499
17,3,64,50,0.543909507,0.570206305,0.667469856,0.374081646,0.421941173,0.873674434,0.561396565,0.594948852,0.834585583,0.685790821,1.197342839,0.779239089,2.248218915,1.955696625,1.227639876,1.340883469,0.584912467,0.512059388,b'White',50 mA,b'OK Read',12:52:38,17,55.88264895,359.4281517,5.072911221,32.62814376,15.54765499
18,1,64,50,0.555580384,0.548494367,0.571486848,0.389294274,0.432568982,0.692419674,0.571325822,0.634477545,0.89195501,0.819359214,1.599340268,0.805502426,1.720874485,1.569751273,1.090461626,1.269132493,0.632179222,0.545272882,b'White',50 mA,b'OK Read',13:03:42,18,58.52062443,439.0438204,3.267909539,24.51709124,13.32910787
18,2,64,50,0.599711784,0.638325036,0.748119786,0.430097555,0.511034921,0.953899232,0.605927365,0.664085738,0.959626577,0.870575118,2.000482077,0.850207178,2.133548089,1.906207,1.208470166,1.357102862,0.668311646,0.580953587,b'White',50 mA,b'OK Read',13:11:59,18,58.52062443,439.0438204,3.267909539,24.51709124,13.32910787
18,3,64,50,0.608262944,0.613619175,0.617199449,0.468368846,0.498413081,0.879360359,0.598574849,0.644138184,0.872845609,0.837651611,1.410410984,0.788956471,1.5147312,1.300813737,0.964635854,1.076682343,0.651100136,0.583272848,b'White',50 mA,b'OK Read',13:20:54,18,58.52062443,439.0438204,3.267909539,24.51709124,13.32910787
19,1,64,50,0.604208733,0.55738792,0.555353346,0.406577293,0.44290241,0.655843395,0.603991049,0.668770961,0.777818693,0.873204557,1.284535592,0.85835302,1.429527253,1.289022436,0.994764773,1.080771374,0.664832817,0.574226957,b'White',50 mA,b'OK Read',09:01:01,19,52.18052706,376.9796785,6.192806111,44.74010111,13.84173472
19,2,64,50,0.555915391,0.49572295,0.482023352,0.37856233,0.41236742,0.574382642,0.576315936,0.638393873,0.796648982,0.850250185,1.314382001,0.856759692,1.451911993,1.280928667,1.033115789,1.194372699,0.655023338,0.558327011,b'White',50 mA,b'OK Read',09:09:33,19,52.18052706,376.9796785,6.192806111,44.74010111,13.84173472
19,3,64,50,0.611286818,0.572698577,0.599121683,0.394993643,0.434153597,0.714344917,0.588665615,0.655682273,0.861462142,0.873427921,1.663791119,0.876059421,1.90445247,1.677303924,1.253288814,1.424168457,0.662846015,0.57529045,b'White',50 mA,b'OK Read',09:18:08,19,52.18052706,376.9796785,6.192806111,44.74010111,13.84173472
20,1,64,50,0.607265053,0.62565015,0.692572528,0.386343674,0.44208034,0.823332257,0.573046803,0.636558224,0.958800944,0.846053389,1.974936616,0.900843634,2.195843426,2.011928166,1.36289567,1.560310258,0.646431248,0.540513515,b'White',50 mA,b'OK Read',09:31:47,20,55.77959379,410.0803277,6.678841411,49.10149551,13.60211403
20,2,64,50,0.587336857,0.640785007,0.776092563,0.385761908,0.455232407,1.004932552,0.595127844,0.643693479,1.015033482,0.855222411,2.117114494,0.88616345,2.565745819,2.356081006,1.556328349,1.908539238,0.643526363,0.532980466,b'White',50 mA,b'OK Read',09:40:09,20,55.77959379,410.0803277,6.678841411,49.10149551,13.60211403
20,3,64,50,0.710851993,0.783838673,0.848811859,0.424463503,0.476316994,0.936806293,0.574084085,0.638705965,0.94605666,0.852419317,1.937418117,0.878895246,2.259383004,2.006141683,1.465348417,1.64395257,0.663596369,0.574181101,b'White',50 mA,b'OK Read',09:48:11,20,55.77959379,410.0803277,6.678841411,49.10149551,13.60211403
21,1,64,50,0.562741414,0.481324858,0.454123921,0.395975456,0.440831644,0.562837532,0.57758011,0.631254542,0.68065833,0.816671994,1.0826963,0.785591938,1.116882782,1.019160423,0.83409159,0.92236446,0.635015183,0.572493861,b'White',50 mA,b'OK Read',10:14:20,21,58.0506706,489.8448507,7.241350635,61.10417475,11.85082798
21,2,64,50,0.579507966,0.572715598,0.639947848,0.380118289,0.429294794,0.728118005,0.558267091,0.607986089,0.742461185,0.798501459,1.406041753,0.786211133,1.532541656,1.476471074,1.037389868,1.192931831,0.613387487,0.543598346,b'White',50 mA,b'OK Read',10:32:56,21,58.0506706,489.8448507,7.241350635,61.10417475,11.85082798
21,3,64,50,0.579408126,0.530935149,0.559495358,0.397452422,0.441825273,0.672175465,0.592324576,0.630403747,0.722797563,0.801097182,1.305501542,0.793176392,1.424608648,1.431229994,1.009947837,1.199355242,0.656809716,0.581708948,b'White',50 mA,b'OK Read',10:41:18,21,58.0506706,489.8448507,7.241350635,61.10417475,11.85082798
22,1,64,50,0.554373207,0.540435437,0.564087896,0.376048922,0.431770609,0.666665606,0.56331787,0.615115153,0.75816018,0.797119278,1.391372436,0.816147506,1.429541895,1.391103721,0.987105753,1.157367612,0.645404758,0.547087849,b'White',50 mA,b'OK Read',10:58:37,22,57.14362716,483.9564638,6.920333308,58.60916085,11.80759664
22,2,64,50,0.667727258,0.745307355,0.81795491,0.41652432,0.482077138,0.957350309,0.589752539,0.642368026,0.823781752,0.846122073,1.429404471,0.851053013,1.794001198,1.666566263,1.180993981,1.357598343,0.665325054,0.583753367,b'White',50 mA,b'OK Read',11:10:38,22,57.14362716,483.9564638,6.920333308,58.60916085,11.80759664
22,3,64,50,0.612940388,0.613853011,0.622903807,0.4091101,0.450711604,0.691662681,0.574688085,0.628178304,0.730020579,0.809493481,1.266643361,0.821155006,1.382621933,1.276087709,1.009069582,1.163089624,0.642745671,0.571188289,b'White',50 mA,b'OK Read',11:14:21,22,57.14362716,483.9564638,6.920333308,58.60916085,11.80759664
23,1,64,50,0.507468233,0.420726482,0.399208366,0.378911924,0.410594387,0.517426745,0.565721492,0.627602961,0.706245894,0.821903239,1.121569757,0.800369491,1.255979145,1.111278502,0.906230938,1.034752249,0.637917605,0.551024994,b'White',50 mA,b'OK Read',11:53:29,23,68.3745391,566.7052588,7.131582145,59.10833416,12.06527344
23,2,64,50,0.522038301,0.456083001,0.444894964,0.369198188,0.407809367,0.548018188,0.564707272,0.617343862,0.747825743,0.797053267,1.264208372,0.791971993,1.414067334,1.292691769,1.010994921,1.161106554,0.623858069,0.541434154,b'White',50 mA,b'OK Read',12:03:01,23,68.3745391,566.7052588,7.131582145,59.10833416,12.06527344
23,3,64,50,0.596095337,0.674072229,0.786496834,0.385048917,0.45482642,1.012408806,0.593627112,0.642990267,0.937391467,0.846556558,2.035412103,0.847152141,2.331104235,2.242834663,1.396998655,1.626556771,0.663880544,0.561989103,b'White',50 mA,b'OK Read',12:10:51,23,68.3745391,566.7052588,7.131582145,59.10833416,12.06527344
24,1,64,50,0.524735988,0.437875696,0.413271723,0.384697154,0.42095568,0.529670493,0.570235031,0.632052655,0.707305915,0.811720917,1.078887977,0.791166525,1.185530652,1.086721577,0.869806614,0.996106499,0.645400747,0.571163555,b'White',50 mA,b'OK Read',12:22:40,24,75.60046389,580.6309998,7.358180698,56.51271957,13.02039745
24,2,64,50,0.508012375,0.434265854,0.436503142,0.381162087,0.416782156,0.558975612,0.57107185,0.619854563,0.703034901,0.79047114,1.183570989,0.770585733,1.298871432,1.245439844,0.96250241,1.136194457,0.63381087,0.553245055,b'White',50 mA,b'OK Read',12:31:08,24,75.60046389,580.6309998,7.358180698,56.51271957,13.02039745
24,3,64,50,0.537967339,0.521974364,0.547723346,0.379602574,0.419312849,0.661737748,0.576229231,0.620703605,0.725997857,0.784747207,1.18029499,0.763728015,1.276080534,1.210560858,0.952045942,1.085266511,0.620552745,0.551949353,b'White',50 mA,b'OK Read',12:38:52,24,75.60046389,580.6309998,7.358180698,56.51271957,13.02039745
25,1,64,50,0.599592271,0.607539911,0.676505603,0.438699811,0.511287262,0.930072329,0.598197306,0.645128338,0.855818025,0.780868811,1.551109591,0.795674288,1.884048509,1.717888552,1.078653171,1.252894856,0.645635421,0.579349603,b'White',50 mA,b'OK Read',12:52:09,25,67.47582661,395.1666671,2.198556569,12.87566697,17.07528297
25,2,64,50,0.577813279,0.524356576,0.520338607,0.399200529,0.452626327,0.67035645,0.592823877,0.638614152,0.735613139,0.780453585,1.129880785,0.791666848,1.274671105,1.101451705,0.861071878,0.979056591,0.625736582,0.57429072,b'White',50 mA,b'OK Read',12:59:59,25,67.47582661,395.1666671,2.198556569,12.87566697,17.07528297
25,3,64,50,0.704324367,0.83668027,0.971332092,0.469852968,0.574708709,1.218998343,0.614475933,0.655053254,0.879586247,0.81797696,1.553386045,0.837357191,1.863842247,1.670942337,1.090811135,1.247327259,0.665694191,0.59156718,b'White',50 mA,b'OK Read',13:08:39,25,67.47582661,395.1666671,2.198556569,12.87566697,17.07528297
26,1,64,50,0.564338763,0.572729309,0.619087023,0.406690566,0.469748618,0.777556878,0.616585496,0.667611134,0.729769232,0.825622161,1.016561891,0.794087805,1.266833771,1.109055874,0.808588646,0.88798033,0.642953381,0.575373808,b'White',50 mA,b'OK Read',13:18:08,26,86.92786926,504.9620412,2.064597106,11.99319824,17.21473342
26,2,64,50,0.57431426,0.521815661,0.536578156,0.40908908,0.468321796,0.689615275,0.592780715,0.64510059,0.725523982,0.795541283,1.004577318,0.789406698,1.260165311,1.086057629,0.830802522,0.889715678,0.645569858,0.573056735,b'White',50 mA,b'OK Read',13:31:05,26,86.92786926,504.9620412,2.064597106,11.99319824,17.21473342
26,3,64,50,0.58706825,0.549753181,0.562103595,0.414371842,0.467830478,0.705513746,0.60849286,0.654928149,0.723762085,0.789436864,1.04422389,0.797950691,1.277163708,1.167198394,0.851937611,0.91260525,0.635544413,0.585287984,b'White',50 mA,b'OK Read',13:40:08,26,86.92786926,504.9620412,2.064597106,11.99319824,17.21473342
27,1,64,50,0.557290576,0.512665819,0.512246433,0.397934838,0.453351847,0.651584665,0.581486621,0.641973225,0.738195736,0.805116105,1.188150148,0.800096367,1.399924775,1.250961036,0.920222168,1.13193371,0.639678986,0.568288786,b'White',50 mA,b'OK Read',08:44:31,27,82.70899173,433.7510888,2.955575942,15.49993847,19.06830758
27,2,64,50,0.552347778,0.47061811,0.462092748,0.390918723,0.437327605,0.59714206,0.585481682,0.631144923,0.739638736,0.778161395,1.3361794,0.822077932,1.426814806,1.324452759,1.005007949,1.248865678,0.627047339,0.556714171,b'White',50 mA,b'OK Read',08:54:14,27,82.70899173,433.7510888,2.955575942,15.49993847,19.06830758
27,3,64,50,0.557929369,0.483705041,0.492585778,0.403233042,0.45152592,0.638218704,0.619179596,0.681874279,0.775254904,0.848761027,1.374510456,0.896508526,1.5677772,1.441216025,1.034185287,1.266848105,0.658907589,0.575010265,b'White',50 mA,b'OK Read',09:02:44,27,82.70899173,433.7510888,2.955575942,15.49993847,19.06830758
28,1,64,50,0.536348983,0.445847169,0.415197713,0.3860208,0.438202328,0.551982755,0.573986192,0.625923506,0.674187485,0.720584096,1.042163716,0.813013957,1.270563318,1.053044482,0.849087863,0.994043806,0.589586809,0.522792075,b'White',50 mA,b'OK Read',09:12:07,28,57.2588949,305.1122931,3.021762393,16.10189744,18.76649882
28,2,64,50,0.584588603,0.638972391,0.701696927,0.393754412,0.4576649,0.830671928,0.510041484,0.55055358,0.721724384,0.658165719,1.378757972,0.720165863,1.729582579,1.594192292,1.031054682,1.181967768,0.563370586,0.492610106,b'White',50 mA,b'OK Read',09:20:05,28,57.2588949,305.1122931,3.021762393,16.10189744,18.76649882
28,3,64,50,0.493463722,0.490723648,0.516416795,0.364505621,0.398782468,0.613528875,0.496411477,0.528545601,0.654837961,0.640531961,1.162830594,0.694788147,1.43949244,1.331279023,0.940814469,1.129018757,0.537673462,0.464581046,b'White',50 mA,b'OK Read',09:28:19,28,57.2588949,305.1122931,3.021762393,16.10189744,18.76649882
29,1,64,50,0.654620283,0.644926786,0.63690007,0.450753456,0.503118308,0.777811546,0.604603731,0.666529519,0.774718089,0.854150246,1.297554009,0.840496949,1.554116317,1.372816287,0.980973964,1.124466882,0.659999835,0.587015901,b'White',50 mA,b'OK Read',09:42:27,29,69.15093263,368.2924834,2.626239192,13.98714547,18.77609122
29,2,64,50,0.607793384,0.574311863,0.594161218,0.427642633,0.486093622,0.732584084,0.616384022,0.668601082,0.810904201,0.839929813,1.435632716,0.839664453,1.451098821,1.352293757,0.991603346,1.191531302,0.672356685,0.599324878,b'White',50 mA,b'OK Read',09:55:14,29,69.15093263,368.2924834,2.626239192,13.98714547,18.77609122
29,3,64,50,0.695689329,0.800869036,0.918802827,0.479912394,0.576193366,1.122086952,0.607662017,0.652303464,0.861825781,0.820837722,1.576678581,0.829013035,1.910214218,1.78326033,1.163288037,1.330574144,0.658905844,0.576769213,b'White',50 mA,b'OK Read',10:08:52,29,69.15093263,368.2924834,2.626239192,13.98714547,18.77609122
30,1,64,50,0.537377228,0.49463426,0.491753553,0.367507587,0.395106625,0.569626787,0.526599932,0.579021944,0.712766154,0.73280975,1.115886719,0.756307981,1.585561478,1.381628241,1.020983696,1.150023247,0.58315105,0.506060535,b'White',50 mA,b'OK Read',10:22:13,30,49.51120353,334.7746974,6.67323718,45.12172596,14.78941029
30,2,64,50,0.619213055,0.618996642,0.655373542,0.386485383,0.43272957,0.768623565,0.580133418,0.632793807,0.942461364,0.796942923,1.770772554,0.851384367,2.159687733,1.991849725,1.375561042,1.59823165,0.641309752,0.549525795,b'White',50 mA,b'OK Read',10:33:38,30,49.51120353,334.7746974,6.67323718,45.12172596,14.78941029
30,3,64,50,0.568978755,0.557216136,0.613843923,0.38108722,0.418449341,0.752805342,0.583505146,0.639969265,0.791916516,0.789565355,1.240889237,0.841336708,1.930375284,1.667239442,1.139960346,1.279054228,0.614308103,0.527911735,b'White',50 mA,b'OK Read',10:42:17,30,49.51120353,334.7746974,6.67323718,45.12172596,14.78941029
31,1,64,50,0.531219813,0.431733509,0.401082157,0.393510876,0.429700104,0.534343794,0.606158942,0.674797783,0.707927955,0.844997722,1.027399326,0.83007687,1.038093699,0.921472636,0.797810117,0.89403542,0.633190123,0.570847605,b'White',50 mA,b'OK Read',11:30:53,31,58.99640653,342.3884796,5.82094927,33.78215874,17.23083867
31,2,64,50,0.535434841,0.467707595,0.463531847,0.37424133,0.415092999,0.590619123,0.550554784,0.590109109,0.757471965,0.742886001,1.324997362,0.779206512,1.354330499,1.253486944,0.933166399,1.074783139,0.593902532,0.514072856,b'White',50 mA,b'OK Read',11:40:52,31,58.99640653,342.3884796,5.82094927,33.78215874,17.23083867
