Fruit,spot,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time,Fruit.1,phenols (FW),phenols (DW),carotene (FW),carotene (DW),%DM
12,3,64,100,1.956624634,0.712759331,0.844208477,0.397728293,0.495907531,0.96319387,0.601753618,0.598476636,0.615062868,0.60136301,0.794256954,0.757814699,1.700575226,1.60541686,1.061638953,1.261081688,0.664373379,0.564214068,b'White',25 mA,b'OK Read',09:44:43,12,96.74969154,552.4949085,0.418258145,2.38848819,17.51141776
13,1,64,100,1.904951907,0.590751832,0.636959881,0.387054188,0.469554539,0.856456041,0.626591169,0.685528298,0.788688921,0.803560277,1.005041444,0.850821056,1.452052771,1.284705022,0.905734809,1.070119417,0.706735053,0.625519216,b'White',25 mA,b'OK Read',10:05:55,13,84.03151395,410.5868897,1.313888928,6.419800656,20.46619511
13,2,64,100,1.908083666,0.42537727,0.400627306,0.362104786,0.431331971,0.603000267,0.632623162,0.682424654,0.711671981,0.755308106,0.86244277,0.865588601,1.334422856,1.14503854,0.894324403,1.039458499,0.698779622,0.613758089,b'White',25 mA,b'OK Read',10:13:45,13,84.03151395,410.5868897,1.313888928,6.419800656,20.46619511
13,3,64,100,1.891360871,0.436849821,0.428806004,0.361574264,0.417168018,0.600531722,0.591858849,0.639828504,0.640757983,0.733814685,0.78262977,0.813178421,1.248652549,1.064323148,0.827264565,0.966438823,0.661527608,0.60272587,b'White',25 mA,b'OK Read',10:22:24,13,84.03151395,410.5868897,1.313888928,6.419800656,20.46619511
14,1,64,100,2.061573891,0.44152462,0.406664811,0.383922631,0.459300397,0.599346485,0.621383654,0.67295253,0.754847661,0.807706626,1.125522321,0.889570173,1.241626761,1.09492341,0.878222293,1.081441484,0.693715236,0.625555186,b'White',25 mA,b'OK Read',10:30:59,14,80.4927709,392.1307989,1.12506571,5.480901089,20.52702086
14,2,64,100,2.138765059,0.848771855,0.998943521,0.45926254,0.586839603,1.150121681,0.640696791,0.698364714,0.875952418,0.855566295,1.295914876,0.916236407,1.680710171,1.504420766,1.03261206,1.198420017,0.73075284,0.653192319,b'White',25 mA,b'OK Read',10:38:44,14,80.4927709,392.1307989,1.12506571,5.480901089,20.52702086
14,3,64,100,2.400200687,0.903614765,1.058400468,0.463456073,0.591223867,1.181057029,0.654043352,0.710738228,0.875069573,0.879733679,1.307370385,0.959732601,1.627435468,1.484710126,1.020083865,1.185502206,0.74061556,0.665074044,b'White',25 mA,b'OK Read',10:47:42,14,80.4927709,392.1307989,1.12506571,5.480901089,20.52702086
15,1,64,100,2.162965234,0.465044145,0.431183952,0.377771987,0.422312758,0.567894738,0.644825455,0.738757839,0.87524882,0.954888952,1.215943986,0.971510366,1.298139671,1.113034218,0.925177221,1.07575915,0.731968635,0.633680007,b'White',25 mA,b'OK Read',11:37:13,15,50.25581144,294.7695035,6.220071241,36.4830904,17.04918957
15,2,64,100,2.142978628,0.471181042,0.440730265,0.382909064,0.424743397,0.570434183,0.632783679,0.73170438,0.92887394,0.957561184,1.464973389,0.99267584,1.476573971,1.30597428,1.031103534,1.203532096,0.737267554,0.632831452,b'White',25 mA,b'OK Read',11:47:27,15,50.25581144,294.7695035,6.220071241,36.4830904,17.04918957
15,3,64,100,1.964275765,0.877060642,1.004887419,0.424566851,0.491126518,1.033308604,0.605318333,0.67846738,0.996475651,0.903514453,1.81171564,0.942800682,2.021927078,1.923006504,1.21833862,1.451849775,0.733750184,0.643789247,b'White',25 mA,b'OK Read',11:57:46,15,50.25581144,294.7695035,6.220071241,36.4830904,17.04918957
16,1,64,100,1.654110272,0.43837215,0.418694713,0.352417296,0.399232615,0.611518948,0.634449782,0.701175848,0.920207613,0.823421824,1.216368315,0.929097645,1.562006288,1.336173779,1.027546542,1.185415086,0.685450719,0.587821744,b'White',25 mA,b'OK Read',12:09:50,16,61.38336992,371.8772272,4.863771594,29.46605728,16.50635356
16,2,64,100,1.448419058,0.394641783,0.37975669,0.328146788,0.376245188,0.567464219,0.59353501,0.660392243,0.867106008,0.796505315,1.123416286,0.869247493,1.499998904,1.273372124,0.991026067,1.159072496,0.654251747,0.569033207,b'White',25 mA,b'OK Read',12:18:15,16,61.38336992,371.8772272,4.863771594,29.46605728,16.50635356
16,3,64,100,1.311281337,0.431198957,0.439356245,0.341385816,0.396511046,0.633220315,0.604124809,0.661953015,0.904498838,0.775041052,1.165521305,0.861209198,1.572786374,1.362712287,1.028760802,1.219180734,0.656919328,0.573968122,b'White',25 mA,b'OK Read',12:26:58,16,61.38336992,371.8772272,4.863771594,29.46605728,16.50635356
17,1,64,100,1.915603824,0.464227694,0.463410289,0.344620431,0.402741111,0.664575358,0.596494128,0.656117413,0.857606067,0.770052446,1.158197411,0.866402041,1.590832167,1.381454675,0.988988869,1.148515281,0.653780439,0.571185224,b'White',25 mA,b'OK Read',12:36:42,17,55.88264895,359.4281517,5.072911221,32.62814376,15.54765499
17,2,64,100,2.118306378,0.727527146,0.782443096,0.389140828,0.460721125,0.970256643,0.648479137,0.704740003,0.995317467,0.813283311,1.277506484,0.940017432,1.970700493,1.681446896,1.160460904,1.314199416,0.700362916,0.608802483,b'White',25 mA,b'OK Read',12:44:40,17,55.88264895,359.4281517,5.072911221,32.62814376,15.54765499
17,3,64,100,1.373942174,0.642131129,0.779949658,0.375501031,0.451530685,1.077440062,0.632867114,0.669618065,0.94176931,0.739215475,1.258940365,0.881067571,2.091448351,1.835972858,1.173367382,1.321158127,0.676527059,0.589605257,b'White',25 mA,b'OK Read',12:52:48,17,55.88264895,359.4281517,5.072911221,32.62814376,15.54765499
18,1,64,100,1.375519702,0.653581856,0.721038121,0.39690845,0.471610457,0.886133851,0.644913593,0.722893618,1.052678944,0.921736909,1.773351451,0.939032555,1.796934772,1.646646547,1.114774952,1.289931461,0.73916793,0.639876305,b'White',25 mA,b'OK Read',13:03:53,18,58.52062443,439.0438204,3.267909539,24.51709124,13.32910787
18,2,64,100,1.733839357,0.888182406,1.092314152,0.489780162,0.619170796,1.379856311,0.677559381,0.748861656,1.132600002,0.97558646,1.998024333,0.987216607,2.193303014,1.975095153,1.228036628,1.386356428,0.750941168,0.656408967,b'White',25 mA,b'OK Read',13:12:11,18,58.52062443,439.0438204,3.267909539,24.51709124,13.32910787
18,3,64,100,1.767547894,0.750460204,0.765478041,0.515300972,0.561512716,1.130387223,0.665098721,0.724358673,1.007335427,0.930857081,1.510517361,0.897091722,1.579397266,1.361618104,0.990073558,1.141501688,0.739891878,0.658682024,b'White',25 mA,b'OK Read',13:21:04,18,58.52062443,439.0438204,3.267909539,24.51709124,13.32910787
19,1,64,100,2.161600797,0.616505244,0.632608512,0.395254882,0.449422033,0.74854759,0.648433869,0.726306908,0.866963958,0.940873163,1.427845174,0.952388979,1.457355441,1.306735683,0.989086665,1.159927928,0.735064543,0.637066457,b'White',25 mA,b'OK Read',09:01:13,19,52.18052706,376.9796785,6.192806111,44.74010111,13.84173472
19,2,64,100,1.991866704,0.570467944,0.556450109,0.37350108,0.42269888,0.678274975,0.615140153,0.700149608,0.919070574,0.935526684,1.488992632,0.987426079,1.617262246,1.420720594,1.102129471,1.303099844,0.733895457,0.615758143,b'White',25 mA,b'OK Read',09:09:44,19,52.18052706,376.9796785,6.192806111,44.74010111,13.84173472
19,3,64,100,2.057330792,0.673624584,0.723151248,0.391144344,0.453102505,0.866386016,0.634236799,0.715162398,0.981716194,0.949281447,1.688115001,0.988675287,1.909479976,1.702908896,1.24896577,1.443111021,0.732906107,0.628674709,b'White',25 mA,b'OK Read',09:18:18,19,52.18052706,376.9796785,6.192806111,44.74010111,13.84173472
20,1,64,100,1.861864609,0.751139512,0.861046097,0.396508004,0.47111297,1.018113988,0.616092812,0.697032704,1.093791427,0.909751728,1.997233544,1.027541611,2.212454227,2.043413721,1.345681548,1.574251321,0.707868375,0.593989029,b'White',25 mA,b'OK Read',09:31:58,20,55.77959379,410.0803277,6.678841411,49.10149551,13.60211403
20,2,64,100,1.691508594,0.779498395,0.998881265,0.393501753,0.500412828,1.291879983,0.646837788,0.709999414,1.146236027,0.928853988,2.22931595,1.009196207,2.531399421,2.323791498,1.510052335,1.833888614,0.706522953,0.596397331,b'White',25 mA,b'OK Read',09:40:19,20,55.77959379,410.0803277,6.678841411,49.10149551,13.60211403
20,3,64,100,1.91510115,0.962081593,1.069639088,0.428828281,0.509582005,1.151082031,0.617427989,0.6977463,1.063894655,0.921151305,1.903055853,0.987980786,2.193437656,1.968142757,1.402935481,1.621784091,0.734278561,0.631719732,b'White',25 mA,b'OK Read',09:48:22,20,55.77959379,410.0803277,6.678841411,49.10149551,13.60211403
21,1,64,100,1.946121094,0.507082995,0.481658967,0.379623607,0.442009868,0.627122361,0.606844862,0.679166601,0.754304082,0.875190181,1.13599309,0.865388497,1.162852767,1.04991171,0.861567875,0.981988376,0.723221563,0.634122164,b'White',25 mA,b'OK Read',10:14:31,21,58.0506706,489.8448507,7.241350635,61.10417475,11.85082798
21,2,64,100,1.850605779,0.665655363,0.779023713,0.372119671,0.447649499,0.884296835,0.586519377,0.650472812,0.831607663,0.858174002,1.422342007,0.877743642,1.559296299,1.494679424,1.048710016,1.209752497,0.693901739,0.603103149,b'White',25 mA,b'OK Read',10:33:06,21,58.0506706,489.8448507,7.241350635,61.10417475,11.85082798
21,3,64,100,1.974678988,0.584880075,0.648294945,0.384335768,0.448680173,0.793091186,0.623996687,0.673069335,0.802322137,0.857615404,1.384381493,0.873193558,1.45078144,1.473547981,1.045542006,1.271540209,0.737016302,0.646228207,b'White',25 mA,b'OK Read',10:41:30,21,58.0506706,489.8448507,7.241350635,61.10417475,11.85082798
22,1,64,100,1.553810553,0.623748581,0.681048309,0.364339813,0.446357973,0.805923883,0.599403997,0.6627114,0.858242943,0.855830887,1.347341065,0.911519319,1.483449258,1.422234219,1.010658713,1.167523611,0.723470557,0.606690884,b'White',25 mA,b'OK Read',10:58:48,22,57.14362716,483.9564638,6.920333308,58.60916085,11.80759664
22,2,64,100,1.731315631,0.950443795,1.091991441,0.434813022,0.543836739,1.257125343,0.638731773,0.702416073,0.935172072,0.923129928,1.557279219,0.959296585,1.812580679,1.704960956,1.173923423,1.347081333,0.746908399,0.643419281,b'White',25 mA,b'OK Read',11:10:49,22,57.14362716,483.9564638,6.920333308,58.60916085,11.80759664
22,3,64,100,1.729080079,0.633083732,0.643521539,0.399074196,0.45713563,0.748103171,0.610285522,0.668602862,0.777706464,0.857091247,1.205691579,0.886747838,1.250571762,1.13533762,0.917641664,1.045444321,0.711735546,0.630248899,b'White',25 mA,b'OK Read',11:14:33,22,57.14362716,483.9564638,6.920333308,58.60916085,11.80759664
23,1,64,100,1.564556133,0.41131858,0.389341379,0.353005378,0.407161695,0.558998483,0.605260685,0.681419157,0.778337328,0.887282264,1.156958786,0.889795951,1.216241782,1.07800612,0.899877053,1.040230867,0.723695809,0.621876683,b'White',25 mA,b'OK Read',11:53:40,23,68.3745391,566.7052588,7.131582145,59.10833416,12.06527344
23,2,64,100,1.646620074,0.51065266,0.506637554,0.356654239,0.411341214,0.646469841,0.606946197,0.668731059,0.850300802,0.864256375,1.379434015,0.891680796,1.505246595,1.362042434,1.058882166,1.226039541,0.71176246,0.612855224,b'White',25 mA,b'OK Read',12:03:13,23,68.3745391,566.7052588,7.131582145,59.10833416,12.06527344
23,3,64,100,1.510226667,0.84871549,1.059282583,0.396789915,0.512104825,1.350682924,0.648778263,0.709222091,1.071079991,0.933988999,2.061738633,0.963743993,2.32996072,2.236517464,1.382592295,1.632466881,0.741390505,0.631530391,b'White',25 mA,b'OK Read',12:11:02,23,68.3745391,566.7052588,7.131582145,59.10833416,12.06527344
24,1,64,100,1.700104546,0.439714874,0.413151847,0.36423581,0.423609384,0.584516415,0.610664042,0.687526502,0.790704648,0.883798319,1.160326027,0.884589067,1.217957146,1.09276875,0.900490317,1.024690739,0.726825849,0.639214758,b'White',25 mA,b'OK Read',12:22:52,24,75.60046389,580.6309998,7.358180698,56.51271957,13.02039745
24,2,64,100,1.515345446,0.448943095,0.462177501,0.359924154,0.421567315,0.646593857,0.62127248,0.681633784,0.798794153,0.868219551,1.310225378,0.870167512,1.357888144,1.314178841,0.989791902,1.164130761,0.723184344,0.631281188,b'White',25 mA,b'OK Read',12:31:19,24,75.60046389,580.6309998,7.358180698,56.51271957,13.02039745
24,3,64,100,1.503113716,0.645766654,0.709547625,0.374367483,0.444200703,0.862251114,0.623416224,0.6838289,0.8449579,0.873170728,1.352893786,0.872460151,1.475958706,1.408896051,1.043834718,1.21006134,0.723551656,0.636275156,b'White',25 mA,b'OK Read',12:39:03,24,75.60046389,580.6309998,7.358180698,56.51271957,13.02039745
25,1,64,100,1.802038513,0.72237434,0.84858723,0.457730377,0.566763406,1.19400775,0.660951379,0.713575622,1.029878682,0.850274916,1.682473846,0.892407964,1.988287682,1.793216712,1.136291421,1.367719572,0.738175826,0.652225884,b'White',25 mA,b'OK Read',12:52:22,25,67.47582661,395.1666671,2.198556569,12.87566697,17.07528297
25,2,64,100,1.845233162,0.56484272,0.570988015,0.38697442,0.470196731,0.77542946,0.643701204,0.702472372,0.831750554,0.84470258,1.063881562,0.881643983,1.308612837,1.137096425,0.878803869,1.026679627,0.720958707,0.643659754,b'White',25 mA,b'OK Read',13:00:09,25,67.47582661,395.1666671,2.198556569,12.87566697,17.07528297
25,3,64,100,1.833527859,1.084547324,1.309192911,0.516355986,0.673851877,1.614536905,0.682761712,0.731428981,1.018000144,0.89710386,1.56601278,0.947771045,1.905090004,1.70190344,1.106870586,1.262309653,0.755724251,0.657546352,b'White',25 mA,b'OK Read',13:08:50,25,67.47582661,395.1666671,2.198556569,12.87566697,17.07528297
26,1,64,100,1.612755577,0.602070269,0.65841324,0.384890305,0.474785929,0.850666249,0.674180552,0.744237137,0.799643966,0.899704453,1.005805275,0.887751763,1.260013952,1.116103655,0.833056794,0.953139534,0.724262804,0.647160872,b'White',25 mA,b'OK Read',13:18:19,26,86.92786926,504.9620412,2.064597106,11.99319824,17.21473342
26,2,64,100,1.840718635,0.597967915,0.629816076,0.411976426,0.50572471,0.848615356,0.657250606,0.717033866,0.83458076,0.869871433,1.138730369,0.886018666,1.302790339,1.160328832,0.862270388,0.986852181,0.729751976,0.647131533,b'White',25 mA,b'OK Read',13:31:16,26,86.92786926,504.9620412,2.064597106,11.99319824,17.21473342
26,3,64,100,1.971848704,0.619530833,0.649958286,0.417202017,0.502745378,0.853118453,0.675293023,0.72288631,0.817214098,0.855568748,1.058675651,0.883999065,1.313428171,1.182031505,0.864280617,0.995210153,0.73511822,0.661511141,b'White',25 mA,b'OK Read',13:40:19,26,86.92786926,504.9620412,2.064597106,11.99319824,17.21473342
27,1,64,100,1.654517001,0.57284636,0.585608056,0.39482853,0.479077372,0.785660678,0.642781073,0.714819199,0.847450705,0.883459109,1.277234878,0.912546897,1.431207087,1.289734265,0.953255321,1.117521469,0.734152235,0.640894186,b'White',25 mA,b'OK Read',08:44:44,27,82.70899173,433.7510888,2.955575942,15.49993847,19.06830758
27,2,64,100,1.91395464,0.479464786,0.486387946,0.375969128,0.45035886,0.673133691,0.636903014,0.691115874,0.831373144,0.835713212,1.351233895,0.914553601,1.454211977,1.351592324,1.018385634,1.255321628,0.713001136,0.624945402,b'White',25 mA,b'OK Read',08:54:26,27,82.70899173,433.7510888,2.955575942,15.49993847,19.06830758
27,3,64,100,1.945275815,0.509301704,0.535202232,0.394793449,0.466579757,0.750854723,0.679356756,0.751250579,0.867175195,0.921133351,1.434894845,1.012864755,1.564536154,1.454285051,1.06039729,1.274810023,0.740303658,0.640186298,b'White',25 mA,b'OK Read',09:02:54,27,82.70899173,433.7510888,2.955575942,15.49993847,19.06830758
28,1,64,100,1.840009285,0.444719132,0.414775612,0.370129698,0.44357056,0.612681436,0.622817728,0.677963718,0.742885346,0.755217221,1.021800621,0.902094087,1.276166502,1.085428173,0.885246529,1.041413739,0.681889438,0.601823066,b'White',25 mA,b'OK Read',09:12:18,28,57.2588949,305.1122931,3.021762393,16.10189744,18.76649882
28,2,64,100,1.182190672,0.80275113,0.967450568,0.417696689,0.548481186,1.141529482,0.594950671,0.646282645,0.879371291,0.752120574,1.426612921,0.860928765,1.72690848,1.607593632,1.074850713,1.250664825,0.707203641,0.613102841,b'White',25 mA,b'OK Read',09:20:15,28,57.2588949,305.1122931,3.021762393,16.10189744,18.76649882
28,3,64,100,0.855461969,0.539665711,0.619225091,0.365467926,0.436466329,0.770987281,0.572594036,0.616263748,0.772868524,0.717367715,1.223350537,0.823794778,1.460519616,1.372005373,0.986029231,1.194243368,0.676966508,0.582150709,b'White',25 mA,b'OK Read',09:28:30,28,57.2588949,305.1122931,3.021762393,16.10189744,18.76649882
29,1,64,100,2.083009569,0.754875651,0.761757148,0.465062167,0.542523117,0.931176048,0.65070556,0.728895559,0.847248094,0.929357247,1.295798362,0.937214408,1.556613096,1.382857925,0.994375872,1.136675779,0.746521288,0.657872485,b'White',25 mA,b'OK Read',09:42:39,29,69.15093263,368.2924834,2.626239192,13.98714547,18.77609122
29,2,64,100,2.007894178,0.573863236,0.590608106,0.414531418,0.495483921,0.773499416,0.659697454,0.723964161,0.868441092,0.900193705,1.281858723,0.917051507,1.331587382,1.223774978,0.940834522,1.128114613,0.751727563,0.660083816,b'White',25 mA,b'OK Read',09:55:25,29,69.15093263,368.2924834,2.626239192,13.98714547,18.77609122
29,3,64,100,1.417169171,0.641102964,0.697766343,0.441840275,0.532713583,0.952642664,0.659528825,0.714742732,0.882550417,0.884240902,1.418770925,0.897828366,1.560686538,1.440134873,0.999693687,1.184299413,0.7381528,0.650116097,b'White',25 mA,b'OK Read',10:09:02,29,69.15093263,368.2924834,2.626239192,13.98714547,18.77609122
30,1,64,100,1.160650117,0.48999895,0.485059685,0.350919076,0.395832961,0.614934009,0.58007414,0.647660394,0.790033436,0.803380447,1.065036464,0.851310196,1.435990828,1.262819714,0.973592725,1.145917544,0.691556061,0.591125975,b'White',25 mA,b'OK Read',10:22:24,30,49.51120353,334.7746974,6.67323718,45.12172596,14.78941029
30,2,64,100,1.951026894,0.72925689,0.805308798,0.386679261,0.452775422,0.935495401,0.62705409,0.698014232,1.066874626,0.863133827,1.699481301,0.959808835,2.13808322,1.950903539,1.325993322,1.582495019,0.718792648,0.620314495,b'White',25 mA,b'OK Read',10:33:49,30,49.51120353,334.7746974,6.67323718,45.12172596,14.78941029
30,3,64,100,1.83777874,0.622807802,0.721695149,0.371000978,0.432918241,0.898586217,0.648206189,0.714237209,0.888861866,0.854913326,1.26231844,0.952958819,1.92793338,1.676775391,1.155466754,1.29807008,0.690954675,0.601509456,b'White',25 mA,b'OK Read',10:42:30,30,49.51120353,334.7746974,6.67323718,45.12172596,14.78941029
31,1,64,100,1.780358861,0.430401101,0.391666155,0.377837951,0.431273945,0.58745788,0.664563305,0.748433525,0.797282022,0.923141074,1.055128373,0.93695588,1.107301977,0.970463079,0.841945195,0.988266984,0.724609411,0.63986556,b'White',25 mA,b'OK Read',11:31:06,31,58.99640653,342.3884796,5.82094927,33.78215874,17.23083867
31,2,64,100,1.590768424,0.51273343,0.510373097,0.367469979,0.429407596,0.697007623,0.595126495,0.64663119,0.870351477,0.80659212,1.322206676,0.888272878,1.416132739,1.297714559,0.976852025,1.143088809,0.687629925,0.595395606,b'White',25 mA,b'OK Read',11:41:04,31,58.99640653,342.3884796,5.82094927,33.78215874,17.23083867
31,3,64,100,1.829546884,0.633713254,0.70168655,0.416999622,0.488950598,0.984204114,0.659300813,0.735697817,0.958488853,0.947485809,1.520548047,0.971460253,1.580434456,1.443974003,1.041028774,1.21604794,0.727690425,0.654156035,b'White',25 mA,b'OK Read',11:50:27,31,58.99640653,342.3884796,5.82094927,33.78215874,17.23083867
32,1,64,100,1.838869337,0.750143797,0.782125168,0.452053706,0.536470286,0.968540437,0.64821114,0.718841435,0.887794868,0.911627765,1.375941399,0.919995632,1.389997622,1.27919371,0.941700289,1.074734535,0.741351475,0.644675914,b'White',25 mA,b'OK Read',11:58:59,32,60.79563096,368.4708092,5.350491267,32.42831459,16.49944295
32,2,64,100,1.938580078,0.816695051,0.824253535,0.439450532,0.521058457,0.933771512,0.63813187,0.704447722,0.887244666,0.899547363,1.34364342,0.89680732,1.400349667,1.266700546,0.944203331,1.095772895,0.732537849,0.643185173,b'White',25 mA,b'OK Read',12:12:02,32,60.79563096,368.4708092,5.350491267,32.42831459,16.49944295
32,3,64,100,1.84230677,1.044247657,1.261388343,0.507342954,0.646918641,1.612453401,0.667062565,0.730341266,1.046926406,0.935015768,1.730920096,0.951032375,2.000289462,1.835418732,1.165818123,1.318019685,0.750745748,0.665214705,b'White',25 mA,b'OK Read',12:19:49,32,60.79563096,368.4708092,5.350491267,32.42831459,16.49944295
33,1,64,100,1.561310023,0.514892396,0.540175565,0.355260041,0.420875923,0.740976828,0.629799762,0.710665025,0.886001615,0.902258718,1.358934284,0.899068941,1.413439738,1.298135634,0.949762738,1.083679597,0.714335794,0.624170917,b'White',25 mA,b'OK Read',12:36:46,33,62.50054615,328.2085977,5.522985084,29.0028056,19.04293385
33,2,64,100,1.521588779,0.503330265,0.537103309,0.344392478,0.402040977,0.710932724,0.613782169,0.672928115,0.80051829,0.840433243,1.379878177,0.851196301,1.396036612,1.340475784,0.931090218,1.139194921,0.681910488,0.593268685,b'White',25 mA,b'OK Read',12:44:47,33,62.50054615,328.2085977,5.522985084,29.0028056,19.04293385
33,3,64,100,1.476415214,0.531930683,0.580806256,0.363230837,0.432982309,0.758825322,0.61868787,0.675733436,0.854109206,0.842220203,1.32797195,0.876425527,1.31964097,1.242798611,0.945639878,1.14645927,0.688880133,0.615216722,b'White',25 mA,b'OK Read',12:52:32,33,62.50054615,328.2085977,5.522985084,29.0028056,19.04293385
34,1,64,100,1.484599343,0.47066734,0.488575624,0.357103618,0.417208927,0.654754602,0.621411293,0.691949962,0.789083101,0.871784949,1.100550429,0.857283942,1.115917877,1.02060854,0.819736939,0.963577872,0.706823592,0.624077699,b'White',25 mA,b'OK Read',13:02:55,34,69.91615283,424.6931928,4.435840759,26.94472305,16.46274393
34,2,64,100,1.688348132,0.44298394,0.418222482,0.354808888,0.416905405,0.607129155,0.576404491,0.649136618,0.823752177,0.819121645,1.165179747,0.818338977,1.10642106,0.99547137,0.823891877,0.973267864,0.679797107,0.601926137,b'White',25 mA,b'OK Read',13:12:38,34,69.91615283,424.6931928,4.435840759,26.94472305,16.46274393
34,3,64,100,1.593629443,0.492275072,0.509160532,0.367318876,0.435008817,0.695960588,0.597432372,0.671832903,0.79931013,0.850991688,1.256978495,0.841679201,1.198122118,1.12127827,0.854164075,1.014291296,0.694049625,0.619091372,b'White',25 mA,b'OK Read',13:20:54,34,69.91615283,424.6931928,4.435840759,26.94472305,16.46274393
35,1,64,100,1.856695111,0.420008664,0.394153067,0.358588674,0.41403715,0.576591714,0.621406663,0.684854792,0.722364697,0.85399686,0.85543881,0.804438809,0.807836672,0.731614668,0.662417553,0.773502577,0.702146082,0.622999342,b'White',25 mA,b'OK Read',08:50:49,35,62.26173832,347.6919315,6.792332681,37.93082771,17.9071565
35,2,64,100,1.355524391,0.363623906,0.337392735,0.327428622,0.388230282,0.523944405,0.560908832,0.618598687,0.689378883,0.764269239,0.83631335,0.741435314,0.790920991,0.712616715,0.63271766,0.756992306,0.663512861,0.591563538,b'White',25 mA,b'OK Read',09:00:07,35,62.26173832,347.6919315,6.792332681,37.93082771,17.9071565
35,3,64,100,1.563002584,0.442377431,0.440727598,0.338282256,0.379994531,0.59044835,0.61921815,0.675800229,0.713846512,0.850826093,0.960439437,0.793872956,0.807176923,0.796564553,0.657205589,0.789356884,0.677090228,0.614652434,b'White',25 mA,b'OK Read',09:08:19,35,62.26173832,347.6919315,6.792332681,37.93082771,17.9071565
36,1,64,100,1.072689413,0.327449513,0.315636241,0.301726134,0.355731048,0.483556022,0.555879659,0.607765514,0.653897726,0.75354539,0.785753582,0.726481859,0.770913406,0.680941723,0.617071086,0.710017177,0.653235137,0.574374208,b'White',25 mA,b'OK Read',09:23:40,36,58.64352129,290.2574064,5.881260646,29.10942973,20.20397068
36,2,64,100,1.773010662,0.411291777,0.385974079,0.349104398,0.39136751,0.542205429,0.592899842,0.65074107,0.691438136,0.821757336,0.852626822,0.775839733,0.830046784,0.743675729,0.662430839,0.744715504,0.68774198,0.611646848,b'White',25 mA,b'OK Read',09:32:56,36,58.64352129,290.2574064,5.881260646,29.10942973,20.20397068
36,3,64,100,1.457681598,0.704619696,0.83342687,0.423734949,0.495118716,1.200628442,0.603323226,0.659406974,0.894725486,0.847817295,1.406739673,0.814761096,1.651858939,1.52598395,0.90130873,1.090624226,0.681952395,0.604581685,b'White',25 mA,b'OK Read',09:42:06,36,58.64352129,290.2574064,5.881260646,29.10942973,20.20397068
37,1,64,100,1.201213025,0.485559741,0.517609137,0.363615597,0.425844824,0.72146515,0.601144027,0.66982909,0.776411988,0.844637624,1.042989501,0.799904712,1.000050016,0.963353486,0.727411071,0.866269573,0.687763593,0.608063215,b'White',25 mA,b'OK Read',09:56:43,37,53.99969599,355.0098296,5.169477756,33.98566202,15.2107608
37,2,64,100,1.271753818,0.485244922,0.505776951,0.363227236,0.424212218,0.676996652,0.618134712,0.686814216,0.83108851,0.861851672,1.099624586,0.830558268,1.024928913,0.976346401,0.768215819,0.896984622,0.694100933,0.619091488,b'White',25 mA,b'OK Read',10:06:26,37,53.99969599,355.0098296,5.169477756,33.98566202,15.2107608
37,3,64,100,1.199003067,0.555054543,0.635287598,0.36364721,0.437947785,0.846063139,0.626081151,0.681527579,0.878553256,0.851953559,1.208369819,0.829918777,1.202001647,1.198412492,0.850196138,1.016387891,0.692255454,0.610819918,b'White',25 mA,b'OK Read',10:15:45,37,53.99969599,355.0098296,5.169477756,33.98566202,15.2107608
38,1,64,100,1.149125558,0.408305792,0.406359901,0.346448527,0.399789407,0.591643021,0.554380887,0.623785525,0.745784481,0.797303363,1.119400932,0.764500374,0.99912037,0.961114982,0.739490696,0.902256325,0.653918672,0.58624972,b'White',25 mA,b'OK Read',10:30:59,38,78.57423553,413.1739879,5.862842515,30.82911346,19.01722708
38,2,64,100,1.186873708,0.477604911,0.487276086,0.374744275,0.425006078,0.689262512,0.598337324,0.662143096,0.827808663,0.838036694,1.097235813,0.811134798,1.039461094,0.971230596,0.762839087,0.895938485,0.679568897,0.596749931,b'White',25 mA,b'OK Read',10:39:38,38,78.57423553,413.1739879,5.862842515,30.82911346,19.01722708
38,3,64,100,1.224613014,0.675425815,0.774668782,0.404441586,0.487480545,1.008778782,0.607806426,0.673811176,0.938672241,0.866305661,1.318303276,0.869114196,1.42327689,1.365202793,0.950057364,1.133403831,0.686453586,0.599977728,b'White',25 mA,b'OK Read',10:53:03,38,78.57423553,413.1739879,5.862842515,30.82911346,19.01722708
39,1,64,100,1.246887703,0.536473342,0.591110532,0.368141805,0.431374523,0.780033123,0.599285984,0.670295074,0.808004265,0.847914198,1.264389785,0.828571063,1.301337292,1.289963688,0.878948072,1.070335901,0.687444154,0.600926486,b'White',25 mA,b'OK Read',11:39:11,39,65.77039091,335.5529717,5.847824449,29.83492791,19.60059855
39,2,64,100,1.264877593,0.544188659,0.567383859,0.37642102,0.440417027,0.734820909,0.592136473,0.658732705,0.767934087,0.829962849,1.083658435,0.815419394,1.087230804,1.025088937,0.794360741,0.913601258,0.692317722,0.607777985,b'White',25 mA,b'OK Read',11:49:11,39,65.77039091,335.5529717,5.847824449,29.83492791,19.60059855
